Portfolio,Scenario,Bond,Yield Shift (bps),Actual Price Change,Actual % Change,Duration-based Approx,Duration+Convexity Approx,Duration Error (%),Convexity Error (%)
barbell,Parallel_Down_100bps,92976GAJ0 Corp,-99.99999999999343,9.84895496419125,8.933693876575454,9.300275608333973,9.82557646634733,-5.570939839324697,-0.23737033958343132
barbell,Parallel_Down_100bps,438516AT3 Corp,-99.99999999999982,4.295505870611976,7.100803717712301,4.090944097234782,4.287931539464123,-4.7622277687179535,-0.1763315282531322
barbell,Parallel_Down_100bps,EG6454136 Corp,-99.99999999998788,1.5468690191671044,1.710967457287174,1.5265745355795888,1.5466304784983584,-1.3119716883620163,-0.015420870532037455
barbell,Parallel_Down_100bps,136375BQ4 Corp,-100.00000000000009,4.565718003038519,7.218524808042033,4.337867237768319,4.55680018428631,-4.990469519110988,-0.1953212779736846
barbell,Parallel_Down_100bps,278058DB5 Corp,-99.99999999999336,9.138698223789916,8.666908438928566,8.655011021877886,9.11921350082783,-5.292736340203164,-0.21321114326069077
barbell,Parallel_Down_100bps,670346AH8 Corp,-99.99999999999953,4.5730543495371165,7.212051204014407,4.344933079802918,4.56412808546725,-4.988378713611587,-0.19519260843181757
barbell,Parallel_Down_100bps,94973VAN7 Corp,-99.99999999999967,4.523239162642568,7.077315372780733,4.303753996163058,4.514903494564806,-4.852389152716881,-0.1842853711253219
barbell,Bull_Steepener_100bps,806605AH4 Corp,33.2425537766784,-1.42315598747264,-2.189427137666209,-1.4463821261409768,-1.4228606765242375,1.6320163687456153,-0.02075042728991038
barbell,Bull_Steepener_100bps,532457BA5 Corp,34.384003944474344,-2.9675427054851014,-2.8103616233544915,-3.0229076741835135,-2.966764452968687,1.865683974693185,-0.026225486661940738
barbell,Bull_Steepener_100bps,92976GAJ0 Corp,36.28258116991537,-3.306291846432174,-2.999038916314908,-3.374380046619836,-3.3052280918393997,2.0593523908403926,-0.032173644741077576
barbell,Bull_Steepener_100bps,438516AT3 Corp,32.69008953815794,-1.3165362725447807,-2.1763363711238997,-1.33733328834204,-1.3162823838240456,1.5796766280552168,-0.01928459747214651
barbell,Bull_Steepener_100bps,EG6454136 Corp,6.5236309028327,-0.09950280000407474,-0.11005847981078139,-0.0995880881578569,-0.09950273455701214,0.0857143254045754,-6.577409138237008e-05
barbell,Bull_Steepener_100bps,136375BQ4 Corp,34.38594080998863,-1.4660768370549064,-2.317907503646444,-1.4916164607949018,-1.4657299840851787,1.7420385544935062,-0.02365858057101993
barbell,Bull_Steepener_100bps,278058DB5 Corp,34.2094174872222,-2.9072495987389573,-2.757161410121818,-2.960828854039499,-2.90650396928757,1.8429533991089746,-0.025647245826799787
barbell,Bull_Steepener_100bps,670346AH8 Corp,34.36945699079319,-1.4677839728634439,-2.3148058954939676,-1.4933299061416168,-1.4674372862436824,1.740442309663343,-0.023619730571462202
barbell,Bull_Steepener_100bps,94973VAN7 Corp,33.34986182424365,-1.4121079493680497,-2.2094638242055096,-1.435296010975749,-1.4118116832789287,1.642088454928432,-0.02098041366126571
barbell,Bear_Flattener_100bps,806605AH4 Corp,66.78937505479321,-2.813423990660411,-4.3282583842774205,-2.9060029185589094,-2.8110539867425524,3.2906141486611467,-0.08423913088557054
barbell,Bear_Flattener_100bps,532457BA5 Corp,65.63511563621685,-5.571164171442277,-5.2760777312114415,-5.770383666574917,-5.5658066032196105,3.57590422759101,-0.0961660446146811
barbell,Bear_Flattener_100bps,92976GAJ0 Corp,63.72886916900404,-5.719325957145372,-5.187830329944484,-5.926960474792342,-5.71361642506658,3.6304018900612522,-0.09982875817138843
barbell,Bear_Flattener_100bps,438516AT3 Corp,67.3425757085458,-2.667809043496824,-4.410094863055064,-2.754947125874624,-2.6656128775415704,3.266278843690553,-0.08232095773897696
barbell,Bear_Flattener_100bps,EG6454136 Corp,93.47736870230162,-1.4096675031766068,-1.5592110215182269,-1.4270017071393537,-1.4094767871946485,1.2296661392622883,-0.013529146520617992
barbell,Bear_Flattener_100bps,136375BQ4 Corp,65.63933912535236,-2.7554080176280706,-4.35637529919483,-2.8473473870062995,-2.7530196269383738,3.3366880255132876,-0.08668010960325448
barbell,Bear_Flattener_100bps,278058DB5 Corp,65.81084468751698,-5.500140204454169,-5.216192764652337,-5.695935861295911,-5.494886644578735,3.5598302872930496,-0.09551683557410523
barbell,Bear_Flattener_100bps,670346AH8 Corp,65.65592429663842,-2.760610046302844,-4.353690003764759,-2.852705973615017,-2.7582175738596995,3.3360715844496993,-0.08666462857905925
barbell,Bear_Flattener_100bps,94973VAN7 Corp,66.681371105006,-2.7782600693044373,-4.347022563048348,-2.8698021736280235,-2.775916549753588,3.294943671220262,-0.08435205820871683
barbell,Inversion_100bps,806605AH4 Corp,-125.37230686230721,5.80617590961495,8.932400393543752,5.454943834246601,5.789507333323293,-6.049284087082406,-0.28708355639129446
barbell,Inversion_100bps,532457BA5 Corp,-126.91029420525177,11.96364331030017,11.329968048184535,11.157458651571478,11.922311929884078,-6.738621654112702,-0.3454748636688989
barbell,Inversion_100bps,92976GAJ0 Corp,-153.692756949924,15.621240844229021,14.169562576130513,14.293849986390738,15.534687492840781,-8.497345832348929,-0.5540747514959111
barbell,Inversion_100bps,438516AT3 Corp,-115.54733652588773,5.001721129579892,8.26823220865977,4.726976943117823,4.98997856047448,-5.492992898729352,-0.23477056799441945
barbell,Inversion_100bps,EG6454136 Corp,51.84781441752217,-0.7861367940276835,-0.8695335253929045,-0.7914955321525522,-0.7861041018805406,0.6816546643763806,-0.004158582500059661
barbell,Inversion_100bps,136375BQ4 Corp,-140.01695612609237,6.527773898626329,10.320588743580771,6.073749667114196,6.502962191714118,-6.955268956353942,-0.3800944594210344
barbell,Inversion_100bps,278058DB5 Corp,-125.65421206858878,11.64731277971066,11.046014536132848,10.875385903990894,11.608314316511375,-6.6275104852034525,-0.33482798939871317
barbell,Inversion_100bps,670346AH8 Corp,-139.88399164169218,6.53153968736018,10.300730117292812,6.077865826188661,6.506776335604883,-6.9458945805606565,-0.3791349810400595
barbell,Inversion_100bps,94973VAN7 Corp,-126.2033957309612,5.784686949028043,9.051047799816589,5.4314836870647385,5.767787766294653,-6.105831915807478,-0.29213651287092024
