Portfolio,Scenario,Bond,Yield Shift (bps),Actual Price Change,Actual % Change,Duration-based Approx,Duration+Convexity Approx,Duration Error (%),Convexity Error (%)
barbell,Parallel_Up_100bps,136375BQ4 Corp,99.99999999999982,-4.12728693473597,-6.52535331977839,-4.337867237768307,-4.1189342912503175,5.1021483691879155,-0.2023761278954309
barbell,Parallel_Up_100bps,278058DB5 Corp,99.99999999999989,-8.20903510244625,-7.785239632887979,-8.655011021878451,-8.190808542928448,5.432744699791841,-0.22203047362255318
barbell,Parallel_Up_100bps,670346AH8 Corp,100.00000000000175,-4.134098712039986,-6.519785096518762,-4.344933079803014,-4.125738074138672,5.099887120474471,-0.20223604910459692
barbell,Parallel_Up_100bps,94973VAN7 Corp,100.00000000189551,-4.10042702104586,-6.415759624361603,-4.303753996244651,-4.0926044978348965,4.9586780634113055,-0.1907733797190766
barbell,Parallel_Up_200bps,806605AH4 Corp,200.00000000001518,-7.911670858408897,-12.171558869274238,-8.701991645153377,-7.850588372973334,9.989303155912893,-0.7720554422539124
barbell,Parallel_Up_200bps,532457BA5 Corp,200.0000000000003,-15.828814210445827,-14.990413421185561,-17.58322084341962,-15.68369843152976,11.083626414769702,-0.9167823753993063
barbell,Parallel_Up_200bps,92976GAJ0 Corp,200.00000000000128,-16.6677987123513,-15.118864065671195,-18.600551216669288,-16.49934778461556,11.595727412317295,-1.0106369211845225
barbell,Parallel_Up_200bps,438516AT3 Corp,200.00000000000102,-7.449223331115881,-12.31414280807883,-8.181888194469622,-7.393938425552248,9.835453050432148,-0.7421566397761861
barbell,Parallel_Up_200bps,EG6454136 Corp,199.99999999909951,-2.974771664095286,-3.2903480818741615,-3.053149071145801,-2.972925299471425,2.634736910953871,-0.062067440205446134
barbell,Parallel_Up_200bps,136375BQ4 Corp,200.00000000008427,-7.864746201607382,-12.434378454270531,-8.675734475540287,-7.800002689467585,10.3116903348662,-0.8232117156757606
barbell,Parallel_Up_200bps,278058DB5 Corp,199.99999999999997,-15.59440588645002,-14.789337022368668,-17.31002204375692,-15.4532121279569,11.001484569525022,-0.9054128738293371
barbell,Parallel_Up_200bps,670346AH8 Corp,200.0000000000815,-7.877891928334698,-12.424029023970053,-8.689866159609418,-7.813086136951366,10.306998860371042,-0.8226285911620932
barbell,Parallel_Up_200bps,94973VAN7 Corp,200.00000000001629,-7.823599283968051,-12.241245154623904,-8.607507992326845,-7.762909998719709,10.019796258803321,-0.7757207781935426
barbell,Parallel_Down_100bps,806605AH4 Corp,-99.99999999999982,4.572235507192715,7.034068357486502,4.350995822576351,4.563846640621329,-4.838763975922188,-0.18347406992027201
barbell,Parallel_Down_100bps,532457BA5 Corp,-100.00000000000009,9.286524818300137,8.794647812629693,8.791610421709803,9.266491024682269,-5.329382156122055,-0.21572971601162605
