,53079EAN4 Corp,88732JAJ7 Corp,92553PAC6 Corp,314275AC2 Corp
Company,Liberty Mutual Group Inc,Time Warner Cable LLC,Paramount Global,Macy's Retail Holdings LLC
Ticker,LIBMUT,CHTR,PARA,M
Rating,BB+,BB+,BB+,BB+
Issue Date,2007-03-07 00:00:00,2007-10-30 00:00:00,2007-10-05 00:00:00,2007-03-12 00:00:00
Maturity Date,2037-03-15 00:00:00,2037-05-01 00:00:00,2037-10-05 00:00:00,2037-03-15 00:00:00
2019-08-16 00:00:00,64.393,120.292,64.393,64.393
2019-08-19 00:00:00,65.109,119.314,65.109,65.109
2019-08-20 00:00:00,65.353,120.374,65.353,65.353
2019-08-21 00:00:00,67.191,120.044,67.191,67.191
2019-08-22 00:00:00,67.409,120.27,67.409,67.409
2019-08-23 00:00:00,66.654,121.101,66.654,66.654
2019-08-26 00:00:00,66.425,121.162,66.425,66.425
2019-08-27 00:00:00,66.231,122.186,66.231,66.231
2019-08-28 00:00:00,66.273,121.585,66.273,66.273
2019-08-29 00:00:00,66.465,120.599,66.465,66.465
2019-08-30 00:00:00,66.618,120.93,66.618,66.618
2019-09-03 00:00:00,66.003,121.121,66.003,66.003
2019-09-04 00:00:00,65.709,121.077,65.709,65.709
2019-09-05 00:00:00,66.004,120.233,66.004,66.004
2019-09-06 00:00:00,65.587,120.335,65.587,65.587
2019-09-09 00:00:00,66.191,119.15,66.191,66.191
2019-09-10 00:00:00,67.071,118.124,67.071,67.071
2019-09-11 00:00:00,67.13,118.04,67.13,67.13
2019-09-12 00:00:00,66.601,117.71,66.601,66.601
2019-09-13 00:00:00,66.871,116.361,66.871,66.871
2019-09-16 00:00:00,71.93,117.259,71.93,71.93
2019-09-17 00:00:00,68.535,117.869,68.535,68.535
2019-09-18 00:00:00,67.493,118.182,67.493,67.493
2019-09-19 00:00:00,67.803,118.585,67.803,67.803
2019-09-20 00:00:00,66.836,119.977,66.836,66.836
2019-09-23 00:00:00,67.99,119.831,67.99,67.99
2019-09-24 00:00:00,67.078,120.316,67.078,67.078
2019-09-25 00:00:00,65.641,119.114,65.641,65.641
2019-09-26 00:00:00,65.277,119.716,65.277,65.277
2019-09-27 00:00:00,62.85,119.925,62.85,62.85
2019-09-30 00:00:00,60.754,119.937,60.754,60.754
2019-10-01 00:00:00,61.067,120.186,61.067,61.067
2019-10-02 00:00:00,57.943,119.26,57.943,57.943
2019-10-03 00:00:00,57.457,120.111,57.457,57.457
2019-10-04 00:00:00,58.519,120.412,58.519,58.519
2019-10-07 00:00:00,57.238,120.271,57.238,57.238
2019-10-08 00:00:00,55.493,120.499,55.493,55.493
2019-10-09 00:00:00,55.475,119.945,55.475,55.475
2019-10-10 00:00:00,55.591,119.419,55.591,55.591
2019-10-11 00:00:00,56.27,119.33,56.27,56.27
2019-10-15 00:00:00,56.567,119.292,56.567,56.567
2019-10-16 00:00:00,56.958,119.71,56.958,56.958
2019-10-17 00:00:00,57.724,119.814,57.724,57.724
2019-10-18 00:00:00,57.709,119.965,57.709,57.709
2019-10-21 00:00:00,58.338,119.573,58.338,58.338
2019-10-22 00:00:00,58.714,120.289,58.714,58.714
2019-10-23 00:00:00,58.988,120.249,58.988,58.988
2019-10-24 00:00:00,59.664,120.063,59.664,59.664
2019-10-25 00:00:00,60.104,120.224,60.104,60.104
2019-10-28 00:00:00,60.219,120.58,60.219,60.219
2019-10-29 00:00:00,61.522,120.874,61.522,61.522
2019-10-30 00:00:00,61.538,121.086,61.538,61.538
2019-10-31 00:00:00,60.578,121.313,60.578,60.578
2019-11-01 00:00:00,61.966,121.417,61.966,61.966
2019-11-04 00:00:00,62.703,120.506,62.703,62.703
2019-11-05 00:00:00,63.026,120.005,63.026,63.026
2019-11-06 00:00:00,62.588,120.775,62.588,62.588
2019-11-07 00:00:00,63.345,120.34,63.345,63.345
2019-11-08 00:00:00,64.134,120.292,64.134,64.134
2019-11-12 00:00:00,62.896,120.343,62.896,62.896
2019-11-13 00:00:00,62.372,120.276,62.372,62.372
2019-11-14 00:00:00,62.367,121.261,62.367,62.367
2019-11-15 00:00:00,62.453,121.128,62.453,62.453
2019-11-18 00:00:00,62.516,120.994,62.516,62.516
2019-11-19 00:00:00,60.042,121.516,60.042,60.042
2019-11-20 00:00:00,59.46,122.09,59.46,59.46
2019-11-21 00:00:00,60.081,121.826,60.081,60.081
2019-11-22 00:00:00,58.546,122.282,58.546,58.546
2019-11-25 00:00:00,58.78,122.849,58.78,58.78
2019-11-26 00:00:00,59.572,123.299,59.572,59.572
2019-11-27 00:00:00,60.394,123.102,60.394,60.394
2019-11-29 00:00:00,59.451,122.786,59.451,59.451
2019-12-02 00:00:00,60.023,122.023,60.023,60.023
2019-12-03 00:00:00,59.022,122.85,59.022,59.022
2019-12-04 00:00:00,61.489,122.724,61.489,61.489
2019-12-05 00:00:00,61.394,122.691,61.394,61.394
2019-12-06 00:00:00,62.882,122.251,62.882,62.882
2019-12-09 00:00:00,63.238,123.119,63.238,63.238
2019-12-10 00:00:00,64.318,122.783,64.318,64.318
2019-12-11 00:00:00,64.568,123.635,64.568,64.568
2019-12-12 00:00:00,66.136,121.719,66.136,66.136
2019-12-13 00:00:00,69.098,124.106,69.098,69.098
2019-12-16 00:00:00,71.869,123.487,71.869,71.869
2019-12-17 00:00:00,72.389,123.537,72.389,72.389
2019-12-18 00:00:00,71.846,123.131,71.846,71.846
2019-12-19 00:00:00,72.191,123.494,72.191,72.191
2019-12-20 00:00:00,71.582,123.626,71.582,71.582
2019-12-23 00:00:00,72.306,123.33,72.306,72.306
2019-12-24 00:00:00,72.219,124.052,72.219,72.219
2019-12-26 00:00:00,71.819,123.988,71.819,71.819
2019-12-27 00:00:00,71.563,124.411,71.563,71.563
2019-12-30 00:00:00,72.059,124.54,72.059,72.059
2019-12-31 00:00:00,71.56,124.165,71.56,71.56
2020-01-02 00:00:00,71.637,124.699,71.637,71.637
2020-01-03 00:00:00,74.254,125.536,74.254,74.254
2020-01-06 00:00:00,72.949,124.571,72.949,72.949
2020-01-07 00:00:00,73.325,124.364,73.325,73.325
2020-01-08 00:00:00,71.372,123.286,71.372,71.372
2020-01-09 00:00:00,73.499,124.565,73.499,73.499
2020-01-10 00:00:00,71.803,124.619,71.803,71.803
2020-01-13 00:00:00,70.8,124.125,70.8,70.8
2020-01-14 00:00:00,70.879,124.537,70.879,70.879
2020-01-15 00:00:00,70.816,125.132,70.816,70.816
2020-01-16 00:00:00,70.904,125.104,70.904,70.904
2020-01-17 00:00:00,71.031,126.953,71.031,71.031
2020-01-21 00:00:00,70.724,126.617,70.724,70.724
2020-01-22 00:00:00,68.82,127.276,68.82,68.82
2020-01-23 00:00:00,68.523,127.453,68.523,68.523
2020-01-24 00:00:00,66.994,127.823,66.994,66.994
2020-01-27 00:00:00,64.919,127.055,64.919,64.919
2020-01-28 00:00:00,66.357,126.511,66.357,66.357
2020-01-29 00:00:00,66.571,127.459,66.571,66.571
2020-01-30 00:00:00,64.98,127.092,64.98,64.98
2020-01-31 00:00:00,65.012,127.731,65.012,65.012
2020-02-03 00:00:00,63.901,127.405,63.901,63.901
2020-02-04 00:00:00,64.87,127.056,64.87,64.87
2020-02-05 00:00:00,65.844,128.006,65.844,65.844
2020-02-06 00:00:00,66.043,128.722,66.043,66.043
2020-02-07 00:00:00,65.991,129.489,65.991,65.991
2020-02-10 00:00:00,65.581,129.045,65.581,65.581
2020-02-11 00:00:00,65.17,128.509,65.17,65.17
2020-02-12 00:00:00,65.438,127.979,65.438,65.438
2020-02-13 00:00:00,65.473,128.64,65.473,65.473
2020-02-14 00:00:00,65.156,129.029,65.156,65.156
2020-02-18 00:00:00,64.392,128.937,64.392,64.392
2020-02-19 00:00:00,64.395,129.295,64.395,64.395
2020-02-20 00:00:00,64.616,129.472,64.616,64.616
2020-02-21 00:00:00,63.81,130.311,63.81,63.81
2020-02-24 00:00:00,61.638,129.784,61.638,61.638
2020-02-25 00:00:00,58.632,129.489,58.632,58.632
2020-02-26 00:00:00,59.843,129.248,59.843,59.843
2020-02-27 00:00:00,56.19,128.969,56.19,56.19
2020-02-28 00:00:00,54.571,128.943,54.571,54.571
2020-03-02 00:00:00,56.849,126.798,56.849,56.849
2020-03-03 00:00:00,57.073,129.269,57.073,57.073
2020-03-04 00:00:00,57.728,128.787,57.728,57.728
2020-03-05 00:00:00,55.766,129.655,55.766,55.766
2020-03-06 00:00:00,52.752,130.503,52.752,52.752
2020-03-09 00:00:00,29.046,130.27,29.046,29.046
2020-03-10 00:00:00,34.715,123.444,34.715,34.715
2020-03-11 00:00:00,32.986,121.757,32.986,32.986
2020-03-12 00:00:00,25.725,118.692,25.725,25.725
2020-03-13 00:00:00,26.554,116.262,26.554,26.554
2020-03-16 00:00:00,23.996,112.826,23.996,23.996
2020-03-17 00:00:00,24.824,108.544,24.824,24.824
2020-03-18 00:00:00,23.256,100.604,23.256,23.256
2020-03-19 00:00:00,19.851,93.088,19.851,19.851
2020-03-20 00:00:00,20.245,97.332,20.245,20.245
2020-03-23 00:00:00,19.877,99.408,19.877,19.877
2020-03-24 00:00:00,20.19,98.73,20.19,20.19
2020-03-25 00:00:00,23.386,105.416,23.386,23.386
2020-03-26 00:00:00,19.965,107.942,19.965,19.965
2020-03-27 00:00:00,21.099,110.722,21.099,21.099
2020-03-30 00:00:00,21.235,111.424,21.235,21.235
2020-03-31 00:00:00,21.352,117.347,21.352,21.352
2020-04-01 00:00:00,24.997,116.773,24.997,24.997
2020-04-02 00:00:00,24.844,118.279,24.844,24.844
2020-04-03 00:00:00,26.658,115.111,26.658,26.658
2020-04-06 00:00:00,26.695,115.743,26.695,26.695
2020-04-07 00:00:00,24.876,115.714,24.876,24.876
2020-04-08 00:00:00,25.854,116.049,25.854,25.854
2020-04-09 00:00:00,27.469,116.9,27.469,27.469
2020-04-13 00:00:00,25.965,116.825,25.965,25.965
2020-04-14 00:00:00,27.562,124.264,27.562,27.562
2020-04-15 00:00:00,27.59,126.256,27.59,27.59
2020-04-16 00:00:00,23.541,127.766,23.541,23.541
2020-04-17 00:00:00,23.08,129.274,23.08,23.08
2020-04-20 00:00:00,24.233,129.38,24.233,24.233
2020-04-21 00:00:00,23.409,128.3,23.409,23.409
2020-04-22 00:00:00,23.896,128.694,23.896,23.896
2020-04-23 00:00:00,21.463,128.516,21.463,21.463
2020-04-24 00:00:00,21.503,128.028,21.503,21.503
2020-04-27 00:00:00,17.632,125.83,17.632,17.632
2020-04-28 00:00:00,18.507,126.154,18.507,18.507
2020-04-29 00:00:00,21.597,126.33,21.597,21.597
2020-04-30 00:00:00,22.284,124.874,22.284,22.284
2020-05-01 00:00:00,22.494,124.857,22.494,22.494
2020-05-04 00:00:00,22.165,124.553,22.165,22.165
2020-05-05 00:00:00,23.249,124.044,23.249,23.249
2020-05-06 00:00:00,25.753,121.197,25.753,25.753
2020-05-07 00:00:00,26.51,120.187,26.51,26.51
2020-05-08 00:00:00,27.591,119.966,27.591,27.591
2020-05-11 00:00:00,30.308,120.02,30.308,30.308
2020-05-12 00:00:00,29.915,120.855,29.915,29.915
2020-05-13 00:00:00,29.828,121.893,29.828,29.828
2020-05-14 00:00:00,28.623,122.473,28.623,28.623
2020-05-15 00:00:00,28.499,122.414,28.499,28.499
2020-05-18 00:00:00,30.097,123.646,30.097,30.097
2020-05-19 00:00:00,30.007,124.717,30.007,30.007
2020-05-20 00:00:00,30.433,125.776,30.433,30.433
2020-05-21 00:00:00,30.196,127.104,30.196,30.196
2020-05-22 00:00:00,30.163,127.381,30.163,30.163
2020-05-26 00:00:00,30.583,127.866,30.583,30.583
2020-05-27 00:00:00,30.748,128.02,30.748,30.748
2020-05-28 00:00:00,29.91,127.615,29.91,29.91
2020-05-29 00:00:00,30.168,127.853,30.168,30.168
2020-06-01 00:00:00,30.046,128.574,30.046,30.046
2020-06-02 00:00:00,30.799,128.7,30.799,30.799
2020-06-03 00:00:00,31.921,129.117,31.921,31.921
2020-06-04 00:00:00,32.569,128.302,32.569,32.569
2020-06-05 00:00:00,38.221,130.265,38.221,38.221
2020-06-08 00:00:00,40.463,131.398,40.463,40.463
2020-06-09 00:00:00,40.305,132.154,40.305,40.305
2020-06-10 00:00:00,38.941,133.603,38.941,38.941
2020-06-11 00:00:00,37.977,130.472,37.977,37.977
2020-06-12 00:00:00,34.29,130.59,34.29,34.29
2020-06-15 00:00:00,33.585,131.279,33.585,33.585
2020-06-16 00:00:00,34.155,133.02,34.155,34.155
2020-06-17 00:00:00,34.244,132.528,34.244,34.244
2020-06-18 00:00:00,34.108,131.519,34.108,34.108
2020-06-19 00:00:00,34.056,132.226,34.056,34.056
2020-06-22 00:00:00,33.075,131.101,33.075,33.075
2020-06-23 00:00:00,30.5,130.655,30.5,30.5
2020-06-24 00:00:00,30.528,130.099,30.528,30.528
2020-06-25 00:00:00,30.603,130.459,30.603,30.603
2020-06-26 00:00:00,30.187,132.227,30.187,30.187
2020-06-29 00:00:00,28.552,131.626,28.552,28.552
2020-06-30 00:00:00,28.971,130.71,28.971,28.971
2020-07-01 00:00:00,28.125,131.536,28.125,28.125
2020-07-02 00:00:00,27.549,130.542,27.549,27.549
2020-07-06 00:00:00,27.073,131.638,27.073,27.073
2020-07-07 00:00:00,27.005,132.299,27.005,27.005
2020-07-08 00:00:00,27.216,133.259,27.216,27.216
2020-07-09 00:00:00,27.301,132.928,27.301,27.301
2020-07-10 00:00:00,26.656,132.351,26.656,26.656
2020-07-13 00:00:00,26.563,134.074,26.563,26.563
2020-07-14 00:00:00,26.039,133.47,26.039,26.039
2020-07-15 00:00:00,26.191,134.704,26.191,26.191
2020-07-16 00:00:00,26.802,134.835,26.802,26.802
2020-07-17 00:00:00,26.424,134.582,26.424,26.424
2020-07-20 00:00:00,26.698,137.11,26.698,26.698
2020-07-21 00:00:00,26.41,137.455,26.41,26.41
2020-07-22 00:00:00,27.383,137.715,27.383,27.383
2020-07-23 00:00:00,26.329,138.2,26.329,26.329
2020-07-24 00:00:00,26.356,138.533,26.356,26.356
2020-07-27 00:00:00,25.739,138.219,25.739,25.739
2020-07-28 00:00:00,25.293,138.379,25.293,25.293
2020-07-29 00:00:00,25.599,138.492,25.599,25.599
2020-07-30 00:00:00,26.617,137.983,26.617,26.617
2020-07-31 00:00:00,26.097,138.486,26.097,26.097
2020-08-03 00:00:00,26.447,138.241,26.447,26.447
2020-08-04 00:00:00,26.257,141.267,26.257,26.257
2020-08-05 00:00:00,28.154,140.892,28.154,28.154
2020-08-06 00:00:00,27.412,142.8,27.412,27.412
2020-08-07 00:00:00,27.69,140.899,27.69,27.69
2020-08-10 00:00:00,28.665,140.608,28.665,28.665
2020-08-11 00:00:00,28.933,139.743,28.933,28.933
2020-08-12 00:00:00,27.768,139.166,27.768,27.768
2020-08-13 00:00:00,27.188,138.216,27.188,27.188
2020-08-14 00:00:00,26.768,136.963,26.768,26.768
2020-08-17 00:00:00,25.959,136.059,25.959,25.959
2020-08-18 00:00:00,25.451,136.469,25.451,25.451
2020-08-19 00:00:00,22.189,135.988,22.189,22.189
2020-08-20 00:00:00,20.401,136.556,20.401,20.401
2020-08-21 00:00:00,18.995,136.469,18.995,18.995
2020-08-24 00:00:00,19.034,136.872,19.034,19.034
2020-08-25 00:00:00,20.101,135.253,20.101,20.101
2020-08-26 00:00:00,19.765,135.739,19.765,19.765
2020-08-27 00:00:00,19.861,133.931,19.861,19.861
2020-08-28 00:00:00,19.739,133.67,19.739,19.739
2020-08-31 00:00:00,19.813,134.344,19.813,19.813
2020-09-01 00:00:00,19.873,134.92,19.873,19.873
2020-09-02 00:00:00,19.86,136.84,19.86,19.86
2020-09-03 00:00:00,20.242,136.474,20.242,20.242
2020-09-04 00:00:00,19.907,135.079,19.907,19.907
2020-09-08 00:00:00,19.34,134.769,19.34,19.34
2020-09-09 00:00:00,18.55,135.255,18.55,18.55
2020-09-10 00:00:00,17.847,136.382,17.847,17.847
2020-09-11 00:00:00,17.083,136.324,17.083,17.083
2020-09-14 00:00:00,16.281,135.498,16.281,16.281
2020-09-15 00:00:00,15.908,135.84,15.908,15.908
2020-09-16 00:00:00,15.152,135.608,15.152,15.152
2020-09-17 00:00:00,15.432,135.563,15.432,15.432
2020-09-18 00:00:00,15.962,135.651,15.962,15.962
2020-09-21 00:00:00,15.95,136.136,15.95,15.95
2020-09-22 00:00:00,15.663,135.801,15.663,15.663
2020-09-23 00:00:00,15.912,135.24,15.912,15.912
2020-09-24 00:00:00,15.997,134.911,15.997,15.997
2020-09-25 00:00:00,14.748,133.024,14.748,14.748
2020-09-28 00:00:00,14.961,133.716,14.961,14.961
2020-09-29 00:00:00,14.05,133.652,14.05,14.05
2020-09-30 00:00:00,13.68,132.411,13.68,13.68
2020-10-01 00:00:00,14.014,133.065,14.014,14.014
2020-10-02 00:00:00,13.811,132.637,13.811,13.811
2020-10-05 00:00:00,13.941,131.853,13.941,13.941
2020-10-06 00:00:00,13.611,133.246,13.611,13.611
2020-10-07 00:00:00,13.708,132.464,13.708,13.708
2020-10-08 00:00:00,13.652,132.707,13.652,13.652
2020-10-09 00:00:00,14.002,132.849,14.002,14.002
2020-10-13 00:00:00,14.102,133.941,14.102,14.102
2020-10-14 00:00:00,14.184,134.375,14.184,14.184
2020-10-15 00:00:00,13.596,134.535,13.596,13.596
2020-10-16 00:00:00,14.13,133.528,14.13,14.13
2020-10-19 00:00:00,14.803,133.434,14.803,14.803
2020-10-20 00:00:00,15.087,132.852,15.087,15.087
2020-10-21 00:00:00,14.643,132.048,14.643,14.643
2020-10-22 00:00:00,15.382,131.848,15.382,15.382
2020-10-23 00:00:00,14.767,132.007,14.767,14.767
2020-10-26 00:00:00,14.834,131.732,14.834,14.834
2020-10-27 00:00:00,14.637,131.976,14.637,14.637
2020-10-28 00:00:00,14.104,131.596,14.104,14.104
2020-10-29 00:00:00,14.053,130.511,14.053,14.053
2020-10-30 00:00:00,13.533,130.288,13.533,13.533
2020-11-02 00:00:00,13.88,130.931,13.88,13.88
2020-11-03 00:00:00,14.227,131.071,14.227,14.227
2020-11-04 00:00:00,14.341,133.288,14.341,14.341
2020-11-05 00:00:00,16.006,133.362,16.006,16.006
2020-11-06 00:00:00,16.128,132.792,16.128,16.128
2020-11-09 00:00:00,16.356,131.516,16.356,16.356
2020-11-10 00:00:00,17.06,131.655,17.06,17.06
2020-11-12 00:00:00,16.815,132.721,16.815,16.815
2020-11-13 00:00:00,17.176,133.486,17.176,17.176
2020-11-16 00:00:00,17.933,133.352,17.933,17.933
2020-11-17 00:00:00,17.575,133.299,17.575,17.575
2020-11-18 00:00:00,18.045,133.976,18.045,18.045
2020-11-19 00:00:00,18.486,135.283,18.486,18.486
2020-11-20 00:00:00,19.621,135.881,19.621,19.621
2020-11-23 00:00:00,20.633,135.584,20.633,20.633
2020-11-24 00:00:00,26.02,136.483,26.02,26.02
2020-11-25 00:00:00,27.138,136.663,27.138,27.138
2020-11-27 00:00:00,27.434,137.339,27.434,27.434
2020-11-30 00:00:00,26.46,137.925,26.46,26.46
2020-12-01 00:00:00,26.974,136.768,26.974,26.974
2020-12-02 00:00:00,26.614,136.971,26.614,26.614
2020-12-03 00:00:00,26.206,138.333,26.206,26.206
2020-12-04 00:00:00,27.717,136.966,27.717,27.717
2020-12-07 00:00:00,27.96,136.263,27.96,27.96
2020-12-08 00:00:00,29.109,137.07,29.109,29.109
2020-12-09 00:00:00,29.512,136.073,29.512,29.512
2020-12-10 00:00:00,31.197,136.79,31.197,31.197
2020-12-11 00:00:00,32.649,136.656,32.649,32.649
2020-12-14 00:00:00,34.373,136.317,34.373,34.373
2020-12-15 00:00:00,32.853,135.766,32.853,32.853
2020-12-16 00:00:00,33.041,135.905,33.041,33.041
2020-12-17 00:00:00,33.708,135.624,33.708,33.708
2020-12-18 00:00:00,33.963,135.487,33.963,33.963
2020-12-21 00:00:00,33.081,135.321,33.081,33.081
2020-12-22 00:00:00,32.058,136.124,32.058,32.058
2020-12-23 00:00:00,32.834,135.488,32.834,32.834
2020-12-24 00:00:00,32.834,135.724,32.834,32.834
2020-12-28 00:00:00,32.917,136.583,32.917,32.917
2020-12-29 00:00:00,33.064,137.46,33.064,33.064
2020-12-30 00:00:00,33.449,137.723,33.449,33.449
2020-12-31 00:00:00,33.537,137.295,33.537,33.537
2021-01-04 00:00:00,34.63,137.596,34.63,34.63
2021-01-05 00:00:00,36.492,136.055,36.492,36.492
2021-01-06 00:00:00,37.436,134.512,37.436,37.436
2021-01-07 00:00:00,37.417,133.826,37.417,37.417
2021-01-08 00:00:00,37.81,133.895,37.81,37.81
2021-01-11 00:00:00,37.207,133.522,37.207,37.207
2021-01-12 00:00:00,39.456,133.322,39.456,39.456
2021-01-13 00:00:00,40.146,134.157,40.146,40.146
2021-01-14 00:00:00,40.659,134.386,40.659,40.659
2021-01-15 00:00:00,40.006,134.767,40.006,40.006
2021-01-19 00:00:00,41.662,135.263,41.662,41.662
2021-01-20 00:00:00,41.116,135.364,41.116,41.116
2021-01-21 00:00:00,40.17,134.404,40.17,40.17
2021-01-22 00:00:00,39.538,134.922,39.538,39.538
2021-01-25 00:00:00,38.712,135.354,38.712,38.712
2021-01-26 00:00:00,38.157,136.312,38.157,38.157
2021-01-27 00:00:00,39.05,136.511,39.05,39.05
2021-01-28 00:00:00,39.405,136.703,39.405,39.405
2021-01-29 00:00:00,38.126,136.683,38.126,38.126
2021-02-01 00:00:00,38.207,137.266,38.207,38.207
2021-02-02 00:00:00,38.73,136.991,38.73,38.73
2021-02-03 00:00:00,38.815,136.175,38.815,38.815
2021-02-04 00:00:00,38.459,136.498,38.459,38.459
2021-02-05 00:00:00,40.039,135.983,40.039,40.039
2021-02-08 00:00:00,42.573,136.985,42.573,42.573
2021-02-09 00:00:00,42.947,137.29,42.947,42.947
2021-02-10 00:00:00,43.493,137.32,43.493,43.493
2021-02-11 00:00:00,43.467,136.765,43.467,43.467
2021-02-12 00:00:00,43.439,135.91,43.439,43.439
2021-02-16 00:00:00,45.128,135.777,45.128,45.128
2021-02-17 00:00:00,45.785,137.366,45.785,45.785
2021-02-18 00:00:00,45.635,137.04,45.635,45.635
2021-02-19 00:00:00,45.438,136.555,45.438,45.438
2021-02-22 00:00:00,45.596,135.536,45.596,45.596
2021-02-23 00:00:00,45.741,134.726,45.741,45.741
2021-02-24 00:00:00,46.084,134.438,46.084,46.084
2021-02-25 00:00:00,46.093,133.275,46.093,46.093
2021-02-26 00:00:00,45.822,134.762,45.822,45.822
2021-03-01 00:00:00,47.638,134.621,47.638,47.638
2021-03-02 00:00:00,46.763,134.894,46.763,46.763
2021-03-03 00:00:00,46.901,133.826,46.901,46.901
2021-03-04 00:00:00,47.003,132.15,47.003,47.003
2021-03-05 00:00:00,47.801,132.306,47.801,47.801
2021-03-08 00:00:00,47.619,132.395,47.619,47.619
2021-03-09 00:00:00,47.995,132.797,47.995,47.995
2021-03-10 00:00:00,47.363,131.845,47.363,47.363
2021-03-11 00:00:00,50.127,130.808,50.127,50.127
2021-03-12 00:00:00,50.888,129.641,50.888,50.888
2021-03-15 00:00:00,50.81,129.961,50.81,50.81
2021-03-16 00:00:00,51.171,124.307,51.171,51.171
2021-03-17 00:00:00,50.883,128.807,50.883,50.883
2021-03-18 00:00:00,48.306,128.256,48.306,48.306
2021-03-19 00:00:00,47.045,127.738,47.045,47.045
2021-03-22 00:00:00,47.065,128.278,47.065,47.065
2021-03-23 00:00:00,45.771,130.936,45.771,45.771
2021-03-24 00:00:00,45.253,131.09,45.253,45.253
2021-03-25 00:00:00,45.388,130.427,45.388,45.388
2021-03-26 00:00:00,45.047,129.923,45.047,45.047
2021-03-29 00:00:00,45.59,129.741,45.59,45.59
2021-03-30 00:00:00,46.629,130.589,46.629,46.629
2021-03-31 00:00:00,45.687,130.8,45.687,45.687
2021-04-01 00:00:00,46.614,131.939,46.614,46.614
2021-04-02 00:00:00,46.614,131.822,46.614,46.614
2021-04-05 00:00:00,46.438,131.949,46.438,46.438
2021-04-06 00:00:00,46.495,132.067,46.495,46.495
2021-04-07 00:00:00,46.587,132.209,46.587,46.587
2021-04-08 00:00:00,47.11,132.765,47.11,47.11
2021-04-09 00:00:00,47.983,132.202,47.983,47.983
2021-04-12 00:00:00,46.505,132.268,46.505,46.505
2021-04-13 00:00:00,46.617,132.64,46.617,46.617
2021-04-14 00:00:00,47.4,132.762,47.4,47.4
2021-04-15 00:00:00,47.427,133.218,47.427,47.427
2021-04-16 00:00:00,47.649,133.556,47.649,47.649
2021-04-19 00:00:00,47.866,132.354,47.866,47.866
2021-04-20 00:00:00,47.276,132.65,47.276,47.276
2021-04-21 00:00:00,47.043,133.162,47.043,47.043
2021-04-22 00:00:00,47.092,132.633,47.092,47.092
2021-04-23 00:00:00,46.726,132.397,46.726,46.726
2021-04-26 00:00:00,46.623,132.585,46.623,46.623
2021-04-27 00:00:00,46.902,132.654,46.902,46.902
2021-04-28 00:00:00,47.684,132.788,47.684,47.684
2021-04-29 00:00:00,48.545,132.84,48.545,48.545
2021-04-30 00:00:00,47.86,132.781,47.86,47.86
2021-05-03 00:00:00,48.156,132.752,48.156,48.156
2021-05-04 00:00:00,49.228,132.724,49.228,49.228
2021-05-05 00:00:00,49.559,133.34,49.559,49.559
2021-05-06 00:00:00,50.22,133.34,50.22,50.22
2021-05-07 00:00:00,51.306,132.809,51.306,51.306
2021-05-10 00:00:00,53.061,133.007,53.061,53.061
2021-05-11 00:00:00,53.636,132.556,53.636,53.636
2021-05-12 00:00:00,54.324,131.304,54.324,54.324
2021-05-13 00:00:00,52.862,131.941,52.862,52.862
2021-05-14 00:00:00,53.551,132.403,53.551,53.551
2021-05-17 00:00:00,53.987,132.254,53.987,53.987
2021-05-18 00:00:00,53.744,131.78,53.744,53.744
2021-05-19 00:00:00,51.985,131.58,51.985,51.985
2021-05-20 00:00:00,52.268,131.973,52.268,52.268
2021-05-21 00:00:00,51.527,132.443,51.527,51.527
2021-05-24 00:00:00,51.922,133.055,51.922,51.922
2021-05-25 00:00:00,51.923,133.715,51.923,51.923
2021-05-26 00:00:00,52.793,133.448,52.793,52.793
2021-05-27 00:00:00,52.152,133.236,52.152,52.152
2021-05-28 00:00:00,52.24,133.487,52.24,52.24
2021-06-01 00:00:00,52.812,132.86,52.812,52.812
2021-06-02 00:00:00,53.74,132.966,53.74,53.74
2021-06-03 00:00:00,54.252,132.459,54.252,54.252
2021-06-04 00:00:00,54.666,134.947,54.666,54.666
2021-06-07 00:00:00,56.778,133.5,56.778,56.778
2021-06-08 00:00:00,56.517,134.153,56.517,56.517
2021-06-09 00:00:00,56.725,134.166,56.725,56.725
2021-06-10 00:00:00,57.091,135.136,57.091,57.091
2021-06-11 00:00:00,57.374,135.471,57.374,57.374
2021-06-14 00:00:00,57.347,134.574,57.347,57.347
2021-06-15 00:00:00,61.036,134.755,61.036,61.036
2021-06-16 00:00:00,61.39,133.733,61.39,61.39
2021-06-17 00:00:00,61.555,135.923,61.555,61.555
2021-06-18 00:00:00,61.088,135.945,61.088,61.088
2021-06-21 00:00:00,60.296,135.065,60.296,60.296
2021-06-22 00:00:00,60.585,135.354,60.585,60.585
2021-06-23 00:00:00,61.218,135.021,61.218,61.218
2021-06-24 00:00:00,61.912,135.21,61.912,61.912
2021-06-25 00:00:00,63.224,135.48,63.224,63.224
2021-06-28 00:00:00,63.4,136.062,63.4,63.4
2021-06-29 00:00:00,64.055,136.09,64.055,64.055
2021-06-30 00:00:00,64.723,135.864,64.723,64.723
2021-07-01 00:00:00,67.984,135.9,67.984,67.984
2021-07-02 00:00:00,68.437,136.341,68.437,68.437
2021-07-06 00:00:00,69.955,137.553,69.955,69.955
2021-07-07 00:00:00,69.991,137.63,69.991,69.991
