,53079EAN4 Corp,88732JAJ7 Corp,92553PAC6 Corp,314275AC2 Corp
Company,Liberty Mutual Group Inc,Time Warner Cable LLC,Paramount Global,Macy's Retail Holdings LLC
Ticker,LIBMUT,CHTR,PARA,M
Rating,BB+,BB+,BB+,BB+
Issue Date,2007-03-07 00:00:00,2007-10-30 00:00:00,2007-10-05 00:00:00,2007-03-12 00:00:00
Maturity Date,2037-03-15 00:00:00,2037-05-01 00:00:00,2037-10-05 00:00:00,2037-03-15 00:00:00
2016-07-25 00:00:00,62.411,120.385,62.411,62.411
2016-07-26 00:00:00,61.375,120.22,61.375,61.375
2017-09-27 00:00:00,82.015,116.604,82.015,82.015
2017-09-28 00:00:00,81.817,117.451,81.817,81.817
2017-09-29 00:00:00,82.318,117.396,82.318,82.318
2017-10-02 00:00:00,81.746,117.729,81.746,81.746
2017-10-03 00:00:00,81.772,119.378,81.772,81.772
2017-10-04 00:00:00,82.217,118.385,82.217,82.217
2017-10-05 00:00:00,82.317,118.629,82.317,82.317
2017-10-06 00:00:00,82.116,118.519,82.116,82.116
2017-10-10 00:00:00,81.984,118.911,81.984,81.984
2017-10-11 00:00:00,82.062,119.102,82.062,82.062
2017-10-12 00:00:00,81.845,118.342,81.845,81.845
2017-10-13 00:00:00,81.852,120.118,81.852,81.852
2017-10-16 00:00:00,82.164,119.048,82.164,82.164
2017-10-17 00:00:00,82.208,119.974,82.208,82.208
2017-10-18 00:00:00,82.247,119.121,82.247,82.247
2017-10-19 00:00:00,82.155,119.637,82.155,82.155
2017-10-20 00:00:00,81.883,118.935,81.883,81.883
2017-10-23 00:00:00,81.985,119.135,81.985,81.985
2017-10-24 00:00:00,81.864,118.566,81.864,81.864
2017-10-25 00:00:00,81.321,118.372,81.321,81.321
2017-10-26 00:00:00,80.963,118.251,80.963,80.963
2017-10-27 00:00:00,81.078,118.99,81.078,81.078
2017-10-30 00:00:00,80.802,118.905,80.802,80.802
2017-10-31 00:00:00,81.257,118.246,81.257,81.257
2017-11-01 00:00:00,82.458,117.593,82.458,82.458
2017-11-02 00:00:00,82.806,117.501,82.806,82.806
2017-11-03 00:00:00,82.652,117.326,82.652,82.652
2017-11-06 00:00:00,82.976,117.672,82.976,82.976
2017-11-07 00:00:00,82.705,116.926,82.705,82.705
2017-11-08 00:00:00,82.007,116.704,82.007,82.007
2017-11-09 00:00:00,81.135,116.751,81.135,81.135
2017-11-10 00:00:00,81.336,115.551,81.336,81.336
2017-11-13 00:00:00,81.459,115.452,81.459,81.459
2017-11-14 00:00:00,79.951,115.631,79.951,79.951
2017-11-15 00:00:00,77.873,113.128,77.873,77.873
2017-11-16 00:00:00,79.075,113.741,79.075,79.075
2017-11-17 00:00:00,79.967,114.223,79.967,79.967
2017-11-20 00:00:00,79.612,114.993,79.612,79.612
2017-11-21 00:00:00,79.707,114.878,79.707,79.707
2017-11-22 00:00:00,80.31,116.27,80.31,80.31
2017-11-24 00:00:00,80.692,115.901,80.692,80.692
2017-11-27 00:00:00,80.303,115.52,80.303,80.303
2017-11-28 00:00:00,80.219,115.009,80.219,80.219
2017-11-29 00:00:00,80.182,114.854,80.182,80.182
2017-11-30 00:00:00,80.146,114.867,80.146,80.146
2017-12-01 00:00:00,80.936,116.144,80.936,80.936
2017-12-04 00:00:00,81.393,116.088,81.393,81.393
2017-12-05 00:00:00,82.232,116.43,82.232,82.232
2017-12-06 00:00:00,81.491,116.565,81.491,81.491
2017-12-07 00:00:00,81.39,116.413,81.39,81.39
2017-12-08 00:00:00,81.556,116.86,81.556,81.556
2017-12-11 00:00:00,81.183,116.089,81.183,81.183
2017-12-12 00:00:00,81.515,116.04,81.515,81.515
2017-12-13 00:00:00,81.541,117.469,81.541,81.541
2017-12-14 00:00:00,81.511,116.869,81.511,81.511
2017-12-15 00:00:00,81.073,117.039,81.073,81.073
2017-12-18 00:00:00,80.759,116.519,80.759,80.759
2017-12-19 00:00:00,80.468,115.776,80.468,80.468
2017-12-20 00:00:00,80.307,115.362,80.307,80.307
2017-12-21 00:00:00,80.369,115.822,80.369,80.369
2017-12-22 00:00:00,79.986,115.894,79.986,79.986
2017-12-26 00:00:00,80.423,115.813,80.423,80.423
2017-12-27 00:00:00,80.926,117.319,80.926,80.926
2017-12-28 00:00:00,80.978,117.246,80.978,80.978
2017-12-29 00:00:00,81.283,117.431,81.283,81.283
2018-01-02 00:00:00,81.511,116.727,81.511,81.511
2018-01-03 00:00:00,82.96,116.316,82.96,82.96
2018-01-04 00:00:00,84.249,116.428,84.249,84.249
2018-01-05 00:00:00,85.221,116.183,85.221,85.221
2018-01-08 00:00:00,85.394,116.514,85.394,85.394
2018-01-09 00:00:00,85.413,115.656,85.413,85.413
2018-01-10 00:00:00,85.796,116.274,85.796,85.796
2018-01-11 00:00:00,86.172,118.357,86.172,86.172
2018-01-12 00:00:00,86.167,118.723,86.167,86.167
2018-01-16 00:00:00,86.312,119.191,86.312,86.312
2018-01-17 00:00:00,85.821,117.975,85.821,85.821
2018-01-18 00:00:00,85.651,117.263,85.651,85.651
2018-01-19 00:00:00,85.115,117.372,85.115,85.115
2018-01-22 00:00:00,85.15,115.894,85.15,85.15
2018-01-23 00:00:00,86.081,116.644,86.081,86.081
2018-01-24 00:00:00,86.725,116.836,86.725,86.725
2018-01-25 00:00:00,87.154,117.761,87.154,87.154
2018-01-26 00:00:00,87.278,117.378,87.278,87.278
2018-01-29 00:00:00,86.766,116.968,86.766,86.766
2018-01-30 00:00:00,85.965,116.585,85.965,85.965
2018-01-31 00:00:00,86.051,117.017,86.051,86.051
2018-02-01 00:00:00,85.612,117.096,85.612,85.612
2018-02-02 00:00:00,85.114,116.858,85.114,85.114
2018-02-05 00:00:00,84.344,115.983,84.344,84.344
2018-02-06 00:00:00,82.991,116.485,82.991,82.991
2018-02-07 00:00:00,83.012,115.768,83.012,83.012
2018-02-08 00:00:00,82.053,115.638,82.053,82.053
2018-02-09 00:00:00,79.477,114.426,79.477,79.477
2018-02-12 00:00:00,81.34,114.013,81.34,81.34
2018-02-13 00:00:00,80.678,113.984,80.678,80.678
2018-02-14 00:00:00,81.069,113.362,81.069,81.069
2018-02-15 00:00:00,81.815,113.435,81.815,81.815
2018-02-16 00:00:00,81.77,114.178,81.77,81.77
2018-02-20 00:00:00,81.918,113.86,81.918,81.918
2018-02-21 00:00:00,80.286,112.929,80.286,80.286
2018-02-22 00:00:00,80.326,113.151,80.326,80.326
2018-02-23 00:00:00,80.634,113.968,80.634,80.634
2018-02-26 00:00:00,81.016,113.756,81.016,81.016
2018-02-27 00:00:00,80.678,112.908,80.678,80.678
2018-02-28 00:00:00,80.402,113.637,80.402,80.402
2018-03-01 00:00:00,79.072,113.913,79.072,79.072
2018-03-02 00:00:00,79.116,112.826,79.116,79.116
2018-03-05 00:00:00,79.369,112.706,79.369,79.369
2018-03-06 00:00:00,79.772,113.409,79.772,79.772
2018-03-07 00:00:00,79.245,112.822,79.245,79.245
2018-03-08 00:00:00,79.081,113.134,79.081,79.081
2018-03-09 00:00:00,80.008,112.823,80.008,80.008
2018-03-12 00:00:00,79.834,111.624,79.834,79.834
2018-03-13 00:00:00,79.405,112.001,79.405,79.405
2018-03-14 00:00:00,79.311,112.041,79.311,79.311
2018-03-15 00:00:00,78.875,111.918,78.875,78.875
2018-03-16 00:00:00,79.209,111.656,79.209,79.209
2018-03-19 00:00:00,78.858,111.712,78.858,78.858
2018-03-20 00:00:00,78.813,111.191,78.813,78.813
2018-03-21 00:00:00,79.229,111.229,79.229,79.229
2018-03-22 00:00:00,78.714,111.363,78.714,78.714
2018-03-23 00:00:00,78.696,111.639,78.696,78.696
2018-03-26 00:00:00,78.493,111.362,78.493,78.493
2018-03-27 00:00:00,78.714,112.322,78.714,78.714
2018-03-28 00:00:00,78.346,111.943,78.346,78.346
2018-03-29 00:00:00,78.609,112.39,78.609,78.609
2018-04-02 00:00:00,78.194,112.531,78.194,78.194
2018-04-03 00:00:00,78.318,111.891,78.318,78.318
2018-04-04 00:00:00,78.48,111.775,78.48,78.48
2018-04-05 00:00:00,79.324,112.41,79.324,79.324
2018-04-06 00:00:00,78.954,112.952,78.954,78.954
2018-04-09 00:00:00,79.518,112.095,79.518,79.518
2018-04-10 00:00:00,80.039,112.287,80.039,80.039
2018-04-11 00:00:00,80.714,113.351,80.714,80.714
2018-04-12 00:00:00,81.184,112.727,81.184,81.184
2018-04-13 00:00:00,81.639,113.225,81.639,81.639
2018-04-16 00:00:00,81.844,113.125,81.844,81.844
2018-04-17 00:00:00,82.287,113.088,82.287,82.287
2018-04-18 00:00:00,83.523,112.603,83.523,83.523
2018-04-19 00:00:00,83.553,111.506,83.553,83.553
2018-04-20 00:00:00,83.082,110.96,83.082,83.082
2018-04-23 00:00:00,83.26,110.97,83.26,83.26
2018-04-24 00:00:00,83.658,110.509,83.658,83.658
2018-04-25 00:00:00,83.436,109.53,83.436,83.436
2018-04-26 00:00:00,84.342,110.444,84.342,84.342
2018-04-27 00:00:00,84.132,110.648,84.132,84.132
2018-04-30 00:00:00,84.126,110.313,84.126,84.126
2018-05-01 00:00:00,83.68,110.008,83.68,83.68
2018-05-02 00:00:00,83.796,108.616,83.796,83.796
2018-05-03 00:00:00,83.473,108.836,83.473,83.473
2018-05-04 00:00:00,83.702,108.688,83.702,83.702
2018-05-07 00:00:00,83.894,108.653,83.894,83.894
2018-05-08 00:00:00,83.358,108.579,83.358,83.358
2018-05-09 00:00:00,83.814,108.305,83.814,83.814
2018-05-10 00:00:00,84.194,108.994,84.194,84.194
2018-05-11 00:00:00,84.757,109.599,84.757,84.757
2018-05-14 00:00:00,84.791,109.502,84.791,84.791
2018-05-15 00:00:00,85.386,108.373,85.386,85.386
2018-05-16 00:00:00,85.262,108.047,85.262,85.262
2018-05-17 00:00:00,85.57,108.073,85.57,85.57
2018-05-18 00:00:00,85.478,108.693,85.478,85.478
2018-05-21 00:00:00,85.679,108.362,85.679,85.679
2018-05-22 00:00:00,86.078,107.76,86.078,86.078
2018-05-23 00:00:00,85.603,108.5,85.603,85.603
2018-05-24 00:00:00,85.327,108.749,85.327,85.327
2018-05-25 00:00:00,84.474,108.781,84.474,84.474
2018-05-29 00:00:00,83.895,109.915,83.895,83.895
2018-05-30 00:00:00,84.699,109.492,84.699,84.699
2018-05-31 00:00:00,84.65,109.396,84.65,84.65
2018-06-01 00:00:00,84.478,108.819,84.478,84.478
2018-06-04 00:00:00,84.384,108.14,84.384,84.384
2018-06-05 00:00:00,84.76,108.54,84.76,84.76
2018-06-06 00:00:00,84.527,107.52,84.527,84.527
2018-06-07 00:00:00,84.787,108.052,84.787,84.787
2018-06-08 00:00:00,84.712,108.189,84.712,84.712
2018-06-11 00:00:00,84.816,107.488,84.816,84.816
2018-06-12 00:00:00,85.248,107.563,85.248,85.248
2018-06-13 00:00:00,85.281,107.226,85.281,85.281
2018-06-14 00:00:00,85.552,107.97,85.552,85.552
2018-06-15 00:00:00,85.338,107.696,85.338,85.338
2018-06-18 00:00:00,85.263,106.988,85.263,85.263
2018-06-19 00:00:00,84.273,106.848,84.273,84.273
2018-06-20 00:00:00,84.578,106.636,84.578,84.578
2018-06-21 00:00:00,84.474,106.381,84.474,84.474
2018-06-22 00:00:00,84.92,106.069,84.92,84.92
2018-06-25 00:00:00,84.317,106.24,84.317,84.317
2018-06-26 00:00:00,84.285,106.118,84.285,84.285
2018-06-27 00:00:00,84.249,106.267,84.249,84.249
2018-06-28 00:00:00,83.117,105.91,83.117,83.117
2018-06-29 00:00:00,83.143,106.053,83.143,83.143
2018-07-02 00:00:00,83.285,105.879,83.285,83.285
2018-07-03 00:00:00,83.405,106.151,83.405,83.405
2018-07-05 00:00:00,83.25,107.243,83.25,83.25
2018-07-06 00:00:00,83.401,107.315,83.401,83.401
2018-07-09 00:00:00,83.468,107.41,83.468,83.468
2018-07-10 00:00:00,83.804,107.452,83.804,83.804
2018-07-11 00:00:00,83.118,107.87,83.118,83.118
2018-07-12 00:00:00,82.935,108.075,82.935,82.935
2018-07-13 00:00:00,82.875,108.426,82.875,82.875
2018-07-16 00:00:00,82.32,108.019,82.32,82.32
2018-07-17 00:00:00,82.236,108.048,82.236,82.236
2018-07-18 00:00:00,82.26,107.915,82.26,82.26
2018-07-19 00:00:00,82.095,107.992,82.095,82.095
2018-07-20 00:00:00,82.191,107.456,82.191,82.191
2018-07-23 00:00:00,82.121,106.778,82.121,82.121
2018-07-24 00:00:00,82.307,107.941,82.307,82.307
2018-07-25 00:00:00,82.281,107.99,82.281,82.281
2018-07-26 00:00:00,82.872,108.556,82.872,82.872
2018-07-27 00:00:00,82.863,109.68,82.863,82.863
2018-07-30 00:00:00,83.012,109.38,83.012,83.012
2018-07-31 00:00:00,83.49,109.542,83.49,83.49
2018-08-01 00:00:00,83.179,109.009,83.179,83.179
2018-08-02 00:00:00,83.326,109.279,83.326,83.326
2018-08-03 00:00:00,83.127,109.834,83.127,83.127
2018-08-06 00:00:00,83.83,110.089,83.83,83.83
2018-08-07 00:00:00,84.235,109.545,84.235,84.235
2018-08-08 00:00:00,83.949,109.562,83.949,83.949
2018-08-09 00:00:00,83.491,109.493,83.491,83.491
2018-08-10 00:00:00,83.16,109.154,83.16,83.16
2018-08-13 00:00:00,82.607,109.286,82.607,82.607
2018-08-14 00:00:00,82.836,109.184,82.836,82.836
2018-08-15 00:00:00,81.937,109.157,81.937,81.937
2018-08-16 00:00:00,82.057,109.714,82.057,82.057
2018-08-17 00:00:00,82.098,109.421,82.098,82.098
2018-08-20 00:00:00,82.662,110.231,82.662,82.662
2018-08-21 00:00:00,82.612,109.907,82.612,82.612
2018-08-22 00:00:00,82.761,109.758,82.761,82.761
2018-08-23 00:00:00,82.626,109.547,82.626,82.626
2018-08-24 00:00:00,83.359,109.694,83.359,83.359
2018-08-27 00:00:00,82.795,109.341,82.795,82.795
2018-08-28 00:00:00,82.923,109.075,82.923,82.923
2018-08-29 00:00:00,83.087,108.778,83.087,83.087
2018-08-30 00:00:00,82.878,109.044,82.878,82.878
2018-08-31 00:00:00,82.404,108.767,82.404,82.404
2018-09-04 00:00:00,82.852,107.842,82.852,82.852
2018-09-05 00:00:00,83.048,107.779,83.048,83.048
2018-09-06 00:00:00,82.556,108.089,82.556,82.556
2018-09-07 00:00:00,83.123,107.183,83.123,83.123
2018-09-10 00:00:00,83.288,107.844,83.288,83.288
2018-09-11 00:00:00,83.404,107.457,83.404,83.404
2018-09-12 00:00:00,84.448,107.874,84.448,84.448
2018-09-13 00:00:00,84.297,107.947,84.297,84.297
2018-09-14 00:00:00,84.048,108.328,84.048,84.048
2018-09-17 00:00:00,84.198,108.032,84.198,84.198
2018-09-18 00:00:00,84.425,107.165,84.425,84.425
2018-09-19 00:00:00,84.436,107.539,84.436,84.436
2018-09-20 00:00:00,85.368,107.878,85.368,85.368
2018-09-21 00:00:00,85.528,108.132,85.528,85.528
2018-09-24 00:00:00,86.006,107.817,86.006,86.006
2018-09-25 00:00:00,86.12,108.079,86.12,86.12
2018-09-26 00:00:00,85.998,108.388,85.998,85.998
2018-09-27 00:00:00,86.183,108.445,86.183,86.183
2018-09-28 00:00:00,86.456,108.494,86.456,86.456
2018-10-01 00:00:00,86.587,107.932,86.587,86.587
2018-10-02 00:00:00,86.203,108.264,86.203,86.203
2018-10-03 00:00:00,86.285,107.123,86.285,86.285
2018-10-04 00:00:00,84.875,107.162,84.875,84.875
2018-10-05 00:00:00,84.63,106.477,84.63,84.63
2018-10-09 00:00:00,84.498,106.55,84.498,84.498
2018-10-10 00:00:00,84.051,106.266,84.051,84.051
2018-10-11 00:00:00,83.405,106.065,83.405,83.405
2018-10-12 00:00:00,83.974,105.705,83.974,83.974
2018-10-15 00:00:00,84.002,105.782,84.002,84.002
2018-10-16 00:00:00,85.012,106.099,85.012,85.012
2018-10-17 00:00:00,84.929,105.629,84.929,84.929
2018-10-18 00:00:00,84.404,105.289,84.404,84.404
2018-10-19 00:00:00,84.576,104.739,84.576,84.576
2018-10-22 00:00:00,85.029,104.853,85.029,85.029
2018-10-23 00:00:00,83.36,103.903,83.36,83.36
2018-10-24 00:00:00,83.551,105.157,83.551,83.551
2018-10-25 00:00:00,82.869,104.803,82.869,82.869
2018-10-26 00:00:00,82.396,104.455,82.396,82.396
2018-10-29 00:00:00,81.578,104.616,81.578,81.578
2018-10-30 00:00:00,80.01,103.536,80.01,80.01
2018-10-31 00:00:00,80.447,103.639,80.447,80.447
2018-11-01 00:00:00,80.309,103.642,80.309,80.309
2018-11-02 00:00:00,79.735,103.698,79.735,79.735
2018-11-05 00:00:00,79.135,103.807,79.135,79.135
2018-11-06 00:00:00,78.803,103.946,78.803,78.803
2018-11-07 00:00:00,79.093,104.731,79.093,79.093
2018-11-08 00:00:00,79.045,104.52,79.045,79.045
2018-11-09 00:00:00,78.041,104.796,78.041,78.041
2018-11-13 00:00:00,75.594,104.592,75.594,75.594
2018-11-14 00:00:00,75.931,103.024,75.931,75.931
2018-11-15 00:00:00,74.077,102.786,74.077,74.077
2018-11-16 00:00:00,74.363,103.114,74.363,74.363
2018-11-19 00:00:00,70.462,101.925,70.462,70.462
2018-11-20 00:00:00,71.727,101.828,71.727,71.727
2018-11-21 00:00:00,73.299,102.294,73.299,73.299
2018-11-23 00:00:00,71.468,103.409,71.468,71.468
2018-11-26 00:00:00,71.922,102.728,71.922,71.922
2018-11-27 00:00:00,71.418,102.281,71.418,71.418
2018-11-28 00:00:00,72.097,101.908,72.097,72.097
2018-11-29 00:00:00,73.488,101.788,73.488,73.488
2018-11-30 00:00:00,72.339,101.873,72.339,72.339
2018-12-03 00:00:00,74.311,102.015,74.311,74.311
2018-12-04 00:00:00,73.072,101.936,73.072,73.072
2018-12-06 00:00:00,71.897,101.371,71.897,71.897
2018-12-07 00:00:00,74.125,102.547,74.125,74.125
2018-12-10 00:00:00,71.954,102.104,71.954,71.954
2018-12-11 00:00:00,73.044,102.588,73.044,73.044
2018-12-12 00:00:00,72.465,102.868,72.465,72.465
2018-12-13 00:00:00,73.019,103.057,73.019,73.019
2018-12-14 00:00:00,71.971,103.193,71.971,71.971
2018-12-17 00:00:00,71.423,103.4,71.423,71.423
2018-12-18 00:00:00,69.575,103.79,69.575,69.575
2018-12-19 00:00:00,68.786,104.147,68.786,68.786
2018-12-20 00:00:00,66.168,102.754,66.168,66.168
2018-12-21 00:00:00,65.458,102.754,65.458,65.458
2018-12-24 00:00:00,64.784,103.091,64.784,64.784
2018-12-26 00:00:00,66.402,101.704,66.402,66.402
2018-12-27 00:00:00,65.186,101.362,65.186,65.186
2018-12-28 00:00:00,67.3,101.812,67.3,67.3
2018-12-31 00:00:00,66.912,102.149,66.912,66.912
2019-01-02 00:00:00,68.425,102.689,68.425,68.425
2019-01-03 00:00:00,68.574,103.189,68.574,68.574
2019-01-04 00:00:00,71.89,102.715,71.89,71.89
2019-01-07 00:00:00,75.135,103.735,75.135,75.135
2019-01-08 00:00:00,76.105,103.947,76.105,76.105
2019-01-09 00:00:00,77.099,104.678,77.099,77.099
2019-01-10 00:00:00,76.167,103.975,76.167,76.167
2019-01-11 00:00:00,75.32,104.748,75.32,75.32
2019-01-14 00:00:00,74.026,104.159,74.026,74.026
2019-01-15 00:00:00,74.001,103.872,74.001,74.001
2019-01-16 00:00:00,74.431,103.771,74.431,74.431
2019-01-17 00:00:00,74.166,103.485,74.166,74.166
2019-01-18 00:00:00,75.731,103.981,75.731,75.731
2019-01-22 00:00:00,75.02,104.159,75.02,75.02
2019-01-23 00:00:00,74.609,104.394,74.609,74.609
2019-01-24 00:00:00,74.968,104.986,74.968,74.968
2019-01-25 00:00:00,75.401,104.433,75.401,75.401
2019-01-28 00:00:00,74.196,104.848,74.196,74.196
2019-01-29 00:00:00,74.703,104.671,74.703,74.703
2019-01-30 00:00:00,75.88,105.459,75.88,75.88
2019-01-31 00:00:00,75.352,106.43,75.352,75.352
2019-02-01 00:00:00,74.861,106.727,74.861,74.861
2019-02-04 00:00:00,76.071,106.469,76.071,76.071
2019-02-05 00:00:00,75.689,107.611,75.689,75.689
2019-02-06 00:00:00,75.621,106.902,75.621,75.621
2019-02-07 00:00:00,74.62,107.362,74.62,74.62
2019-02-08 00:00:00,74.196,107.366,74.196,74.196
2019-02-11 00:00:00,73.872,107.418,73.872,73.872
2019-02-12 00:00:00,74.478,107.174,74.478,74.478
2019-02-13 00:00:00,75.002,107.566,75.002,75.002
2019-02-14 00:00:00,75.156,107.219,75.156,75.156
2019-02-15 00:00:00,75.9,107.604,75.9,75.9
2019-02-19 00:00:00,75.252,107.925,75.252,75.252
2019-02-20 00:00:00,76.285,107.118,76.285,76.285
2019-02-21 00:00:00,76.268,106.326,76.268,76.268
2019-02-22 00:00:00,76.682,107.495,76.682,76.682
2019-02-25 00:00:00,76.026,107.609,76.026,76.026
2019-02-26 00:00:00,76.697,106.992,76.697,76.697
2019-02-27 00:00:00,76.082,106.741,76.082,76.082
2019-02-28 00:00:00,75.953,106.807,75.953,75.953
2019-03-01 00:00:00,75.79,106.496,75.79,75.79
2019-03-04 00:00:00,76.247,107.585,76.247,76.247
2019-03-05 00:00:00,76.981,106.904,76.981,76.981
2019-03-06 00:00:00,76.852,106.666,76.852,76.852
2019-03-07 00:00:00,76.62,106.612,76.62,76.62
2019-03-08 00:00:00,76.297,106.751,76.297,76.297
2019-03-11 00:00:00,76.703,106.841,76.703,76.703
2019-03-12 00:00:00,77.996,107.616,77.996,77.996
2019-03-13 00:00:00,77.386,107.129,77.386,77.386
2019-03-14 00:00:00,78.111,106.569,78.111,78.111
2019-03-15 00:00:00,78.431,107.269,78.431,78.431
2019-03-18 00:00:00,78.908,107.318,78.908,78.908
2019-03-19 00:00:00,78.873,107.237,78.873,78.873
2019-03-20 00:00:00,79.416,107.818,79.416,79.416
2019-03-21 00:00:00,79.481,107.955,79.481,79.481
2019-03-22 00:00:00,78.817,109.602,78.817,78.817
2019-03-25 00:00:00,78.692,109.795,78.692,78.692
2019-03-26 00:00:00,78.608,109.708,78.608,78.608
2019-03-27 00:00:00,78.918,110.149,78.918,78.918
2019-03-28 00:00:00,78.432,110.151,78.432,78.432
2019-03-29 00:00:00,78.332,110.429,78.332,78.332
2019-04-01 00:00:00,79.285,110.099,79.285,79.285
2019-04-02 00:00:00,79.312,110.04,79.312,79.312
2019-04-03 00:00:00,79.796,109.907,79.796,79.796
2019-04-04 00:00:00,79.344,110.147,79.344,79.344
2019-04-05 00:00:00,80.144,110.421,80.144,80.144
2019-04-08 00:00:00,79.74,110.464,79.74,79.74
2019-04-09 00:00:00,79.623,110.979,79.623,79.623
2019-04-10 00:00:00,79.75,111.198,79.75,79.75
2019-04-11 00:00:00,79.625,110.86,79.625,79.625
2019-04-12 00:00:00,79.662,110.777,79.662,79.662
2019-04-15 00:00:00,79.475,110.869,79.475,79.475
2019-04-16 00:00:00,79.505,110.388,79.505,79.505
2019-04-17 00:00:00,79.554,110.301,79.554,79.554
2019-04-18 00:00:00,79.712,110.717,79.712,79.712
2019-04-22 00:00:00,80.103,109.814,80.103,80.103
2019-04-23 00:00:00,80.508,109.962,80.508,80.508
2019-04-24 00:00:00,86.43,110.756,86.43,86.43
2019-04-25 00:00:00,80.485,110.502,80.485,80.485
2019-04-26 00:00:00,80.161,111.067,80.161,80.161
2019-04-29 00:00:00,80.284,110.668,80.284,80.284
2019-04-30 00:00:00,80.08,111.415,80.08,80.08
2019-05-01 00:00:00,78.417,111.359,78.417,78.417
2019-05-02 00:00:00,77.42,110.996,77.42,77.42
2019-05-03 00:00:00,78.192,110.456,78.192,78.192
2019-05-06 00:00:00,78.437,111.19,78.437,78.437
2019-05-07 00:00:00,77.99,111.479,77.99,77.99
2019-05-08 00:00:00,78.024,110.646,78.024,78.024
2019-05-09 00:00:00,77.967,110.697,77.967,77.967
2019-05-10 00:00:00,78.083,111.1,78.083,78.083
2019-05-13 00:00:00,76.983,110.77,76.983,76.983
2019-05-14 00:00:00,77.86,110.744,77.86,77.86
2019-05-15 00:00:00,77.53,110.742,77.53,77.53
2019-05-16 00:00:00,78.044,110.404,78.044,78.044
2019-05-17 00:00:00,78.179,110.722,78.179,78.179
2019-05-20 00:00:00,78.24,110.725,78.24,78.24
2019-05-21 00:00:00,77.823,110.292,77.823,77.823
2019-05-22 00:00:00,77.508,109.815,77.508,77.508
2019-05-23 00:00:00,75.173,110.066,75.173,75.173
2019-05-24 00:00:00,76.026,110.212,76.026,76.026
2019-05-28 00:00:00,76.419,110.74,76.419,76.419
2019-05-29 00:00:00,74.856,109.649,74.856,74.856
2019-05-30 00:00:00,75.071,111.183,75.071,75.071
2019-05-31 00:00:00,74.045,110.772,74.045,74.045
2019-06-03 00:00:00,73.537,110.548,73.537,73.537
2019-06-04 00:00:00,74.222,110.097,74.222,74.222
2019-06-05 00:00:00,73.067,110.734,73.067,73.067
2019-06-06 00:00:00,73.517,111.313,73.517,73.517
2019-06-07 00:00:00,74.343,111.477,74.343,74.343
2019-06-10 00:00:00,74.418,111.718,74.418,74.418
2019-06-11 00:00:00,74.662,112.336,74.662,74.662
2019-06-12 00:00:00,73.014,112.163,73.014,73.014
2019-06-13 00:00:00,72.674,112.178,72.674,72.674
2019-06-14 00:00:00,72.217,112.536,72.217,72.217
2019-06-17 00:00:00,71.249,112.352,71.249,71.249
2019-06-18 00:00:00,72.29,113.17,72.29,72.29
2019-06-19 00:00:00,73.12,114.226,73.12,73.12
2019-06-20 00:00:00,73.314,115.148,73.314,73.314
2019-06-21 00:00:00,74.496,115.554,74.496,74.496
2019-06-24 00:00:00,74.789,115.726,74.789,74.789
2019-06-25 00:00:00,74.454,115.575,74.454,74.454
2019-06-26 00:00:00,75.312,114.648,75.312,75.312
2019-06-27 00:00:00,75.189,115.37,75.189,75.189
2019-06-28 00:00:00,74.84,115.649,74.84,74.84
2019-07-01 00:00:00,75.343,116.278,75.343,75.343
2019-07-02 00:00:00,75.426,116.784,75.426,75.426
2019-07-03 00:00:00,74.498,117.171,74.498,74.498
2019-07-05 00:00:00,74.641,115.901,74.641,74.641
2019-07-08 00:00:00,74.238,115.473,74.238,74.238
2019-07-09 00:00:00,74.441,115.552,74.441,74.441
2019-07-10 00:00:00,74.832,115.706,74.832,74.832
2019-07-11 00:00:00,75.543,114.744,75.543,75.543
2019-07-12 00:00:00,74.667,115.274,74.667,74.667
2019-07-15 00:00:00,74.665,114.863,74.665,74.665
2019-07-16 00:00:00,72.876,114.706,72.876,72.876
2019-07-17 00:00:00,73.846,115.411,73.846,73.846
2019-07-18 00:00:00,71.317,115.634,71.317,71.317
2019-07-19 00:00:00,72.062,115.52,72.062,72.062
2019-07-22 00:00:00,70.794,116.016,70.794,70.794
2019-07-23 00:00:00,71.477,115.747,71.477,71.477
2019-07-24 00:00:00,72.156,116.346,72.156,72.156
2019-07-25 00:00:00,72.129,117.051,72.129,72.129
2019-07-26 00:00:00,72.106,117.143,72.106,72.106
2019-07-29 00:00:00,71.674,117.285,71.674,71.674
2019-07-30 00:00:00,72.342,116.983,72.342,72.342
2019-07-31 00:00:00,72.959,117.074,72.959,72.959
2019-08-01 00:00:00,72.156,118.109,72.156,72.156
2019-08-02 00:00:00,71.587,118.175,71.587,71.587
2019-08-05 00:00:00,69.933,118.745,69.933,69.933
2019-08-06 00:00:00,68.538,118.797,68.538,68.538
2019-08-07 00:00:00,66.53,118.948,66.53,66.53
2019-08-08 00:00:00,68.486,119.743,68.486,68.486
2019-08-09 00:00:00,66.916,119.525,66.916,66.916
2019-08-12 00:00:00,66.187,120.242,66.187,66.187
2019-08-13 00:00:00,65.685,119.981,65.685,65.685
2019-08-14 00:00:00,65.13,120.59,65.13,65.13
2019-08-15 00:00:00,64.877,120.379,64.877,64.877
