,806605AH4 Corp,532457BA5 Corp,665772CC1 Corp,557497AR5 Corp,693304AJ6 Corp,69351UAK9 Corp,12189TAZ7 Corp,65334HAG7 Corp,046353AD0 Corp
Company,Merck & Co Inc,Eli Lilly & Co,Northern States Power Co/MN,Madison Gas and Electric Co,PECO Energy Co,PPL Electric Utilities Corp,Burlington Northern Santa Fe LLC,CNOOC Petroleum North America ULC,AstraZeneca PLC
Ticker,MRK,LLY,XEL,MGEE,EXC,PPL,BNSF,CNOOC,AZN
Rating,A+,A+,A+,A+,A+,A+,A+,A+,A+
Issue Date,2007-09-17 00:00:00,2007-03-14 00:00:00,2007-06-26 00:00:00,2007-09-19 00:00:00,2007-03-19 00:00:00,2007-08-13 00:00:00,2007-04-13 00:00:00,2007-05-04 00:00:00,2007-09-12 00:00:00
Maturity Date,2037-09-15 00:00:00,2037-03-15 00:00:00,2037-07-01 00:00:00,2037-09-15 00:00:00,2037-03-15 00:00:00,2037-08-15 00:00:00,2037-05-01 00:00:00,2037-05-15 00:00:00,2037-09-15 00:00:00
2020-07-30 00:00:00,26.617,147.056,26.617,26.617,142.584,142.434,155.291,151.211,26.617
2020-07-31 00:00:00,26.097,147.168,26.097,26.097,142.708,142.367,155.482,151.329,26.097
2020-08-03 00:00:00,26.447,146.563,26.447,26.447,141.795,141.249,154.565,150.398,26.447
2020-08-04 00:00:00,26.257,147.578,26.257,26.257,141.584,142.063,155.602,151.426,26.257
2020-08-05 00:00:00,28.154,147.315,28.154,28.154,142.774,143.186,154.847,150.956,28.154
2020-08-06 00:00:00,27.412,147.68,27.412,27.412,143.785,142.725,155.312,151.082,27.412
2020-08-07 00:00:00,27.69,147.533,27.69,27.69,144.73,144.416,154.482,150.732,27.69
2020-08-10 00:00:00,28.665,147.136,28.665,28.665,141.614,141.774,154.104,150.346,28.665
2020-08-11 00:00:00,28.933,146.572,28.933,28.933,141.423,140.779,153.515,149.82,28.933
2020-08-12 00:00:00,27.768,145.391,27.768,27.768,140.675,140.383,152.974,149.288,27.768
2020-08-13 00:00:00,27.188,144.807,27.188,27.188,139.582,138.371,152.05,148.339,27.188
2020-08-14 00:00:00,26.768,144.508,26.768,26.768,139.118,137.826,151.737,147.455,26.768
2020-08-17 00:00:00,25.959,144.165,25.959,25.959,139.269,138.777,152.144,147.72,25.959
2020-08-18 00:00:00,25.451,144.552,25.451,25.451,139.764,138.98,152.615,148.16,25.451
2020-08-19 00:00:00,22.189,144.089,22.189,22.189,138.985,136.986,151.861,148.059,22.189
2020-08-20 00:00:00,20.401,144.239,20.401,20.401,139.479,139.815,151.972,148.61,20.401
2020-08-21 00:00:00,18.995,144.525,18.995,18.995,137.944,139.801,152.268,149.501,18.995
2020-08-24 00:00:00,19.034,144.266,19.034,19.034,140.125,139.539,151.994,149.23,19.034
2020-08-25 00:00:00,20.101,143.776,20.101,20.101,138.979,138.056,151.669,148.81,20.101
2020-08-26 00:00:00,19.765,143.729,19.765,19.765,138.656,137.776,151.195,148.203,19.765
2020-08-27 00:00:00,19.861,142.228,19.861,19.861,137.494,136.46,148.608,146.821,19.861
2020-08-28 00:00:00,19.739,142.598,19.739,19.739,136.772,136.369,148.989,146.584,19.739
2020-08-31 00:00:00,19.813,142.972,19.813,19.813,137.428,136.89,149.144,146.938,19.813
2020-09-01 00:00:00,19.873,143.629,19.873,19.873,138.185,137.747,150.199,147.77,19.873
2020-09-02 00:00:00,19.86,144.195,19.86,19.86,139.696,138.436,151.69,148.466,19.86
2020-09-03 00:00:00,20.242,143.893,20.242,20.242,140.138,138.792,151.87,149.267,20.242
2020-09-04 00:00:00,19.907,142.544,19.907,19.907,138.389,137.261,149.386,147.508,19.907
2020-09-08 00:00:00,19.34,143.331,19.34,19.34,138.37,137.735,149.614,148.373,19.34
2020-09-09 00:00:00,18.55,142.833,18.55,18.55,137.833,137.367,149.398,147.61,18.55
2020-09-10 00:00:00,17.847,143.135,17.847,17.847,138.073,137.952,149.758,148.271,17.847
2020-09-11 00:00:00,17.083,142.628,17.083,17.083,138.292,134.982,149.725,148.085,17.083
2020-09-14 00:00:00,16.281,142.552,16.281,16.281,138.19,139.676,149.95,148.007,16.281
2020-09-15 00:00:00,15.908,142.306,15.908,15.908,138.02,139.736,149.918,147.601,15.908
2020-09-16 00:00:00,15.152,142.192,15.152,15.152,137.705,139.407,149.508,146.756,15.152
2020-09-17 00:00:00,15.432,142.392,15.432,15.432,137.948,138.835,150.479,146.904,15.432
2020-09-18 00:00:00,15.962,143.671,15.962,15.962,137.83,139.005,149.914,147.022,15.962
2020-09-21 00:00:00,15.95,144.228,15.95,15.95,138.038,139.497,150.456,147.812,15.95
2020-09-22 00:00:00,15.663,142.481,15.663,15.663,137.954,138.901,150.287,147.33,15.663
2020-09-23 00:00:00,15.912,142.661,15.912,15.912,137.96,139.026,149.81,147.26,15.912
2020-09-24 00:00:00,15.997,142.243,15.997,15.997,138.323,138.956,149.044,147.217,15.997
2020-09-25 00:00:00,14.748,142.257,14.748,14.748,138.781,135.87,148.272,147.232,14.748
2020-09-28 00:00:00,14.961,142.065,14.961,14.961,137.958,139.089,148.292,147.008,14.961
2020-09-29 00:00:00,14.05,142.172,14.05,14.05,137.6,137.918,148.415,147.109,14.05
2020-09-30 00:00:00,13.68,141.67,13.68,13.68,136.33,136.913,149.276,146.624,13.68
2020-10-01 00:00:00,14.014,142.024,14.014,14.014,136.457,137.374,149.388,146.693,14.014
2020-10-02 00:00:00,13.811,141.704,13.811,13.811,135.958,137.738,149.058,145.947,13.811
2020-10-05 00:00:00,13.941,140.371,13.941,13.941,134.39,136.961,147.087,145.035,13.941
2020-10-06 00:00:00,13.611,140.985,13.611,13.611,135.057,136.455,147.951,146.647,13.611
2020-10-07 00:00:00,13.708,140.61,13.708,13.708,135.284,136.946,147.18,146.899,13.708
2020-10-08 00:00:00,13.652,140.862,13.652,13.652,135.713,137.315,147.511,146.757,13.652
2020-10-09 00:00:00,14.002,141.022,14.002,14.002,135.044,137.722,147.667,146.906,14.002
2020-10-13 00:00:00,14.102,141.962,14.102,14.102,135.736,138.102,149.043,147.657,14.102
2020-10-14 00:00:00,14.184,141.87,14.184,14.184,135.976,137.438,149.424,147.749,14.184
2020-10-15 00:00:00,13.596,141.732,13.596,13.596,136,139.635,149.026,148.085,13.596
2020-10-16 00:00:00,14.13,141.621,14.13,14.13,136.277,139.97,149.18,147.972,14.13
2020-10-19 00:00:00,14.803,141.172,14.803,14.803,135.918,139.412,148.708,147.144,14.803
2020-10-20 00:00:00,15.087,140.801,15.087,15.087,135.379,136.676,147.786,147.145,15.087
2020-10-21 00:00:00,14.643,139.436,14.643,14.643,135.086,136.807,147.531,146.457,14.643
2020-10-22 00:00:00,15.382,139.576,15.382,15.382,134.478,135.957,146.966,145.667,15.382
2020-10-23 00:00:00,14.767,140.075,14.767,14.767,135.843,136.215,147.079,145.957,14.767
2020-10-26 00:00:00,14.834,140.758,14.834,14.834,137.256,137.046,148.444,147.062,14.834
2020-10-27 00:00:00,14.637,141.359,14.637,14.637,137.819,137.538,148.722,147.663,14.637
2020-10-28 00:00:00,14.104,141.558,14.104,14.104,137.707,137.428,148.527,147.433,14.104
2020-10-29 00:00:00,14.053,140.813,14.053,14.053,136.922,136.657,147.55,146.405,14.053
2020-10-30 00:00:00,13.533,139.969,13.533,13.533,136.032,135.758,146.694,145.626,13.533
2020-11-02 00:00:00,13.88,139.271,13.88,13.88,136.462,136.104,147.462,146.435,13.88
2020-11-03 00:00:00,14.227,138.527,14.227,14.227,135.357,135.804,146.428,145.359,14.227
2020-11-04 00:00:00,14.341,140.559,14.341,14.341,136.922,137.508,148.886,147.408,14.341
2020-11-05 00:00:00,16.006,140.833,16.006,16.006,137.927,138.605,150.322,147.865,16.006
2020-11-06 00:00:00,16.128,139.784,16.128,16.128,137.056,137.887,149.172,147.388,16.128
2020-11-09 00:00:00,16.356,138.736,16.356,16.356,135.628,136.324,147.475,145.512,16.356
2020-11-10 00:00:00,17.06,138.861,17.06,17.06,135.292,136.015,147.492,145.136,17.06
2020-11-12 00:00:00,16.815,139.991,16.815,16.815,136.8,137.032,149.56,146.697,16.815
2020-11-13 00:00:00,17.176,139.734,17.176,17.176,136.23,137.001,148.985,146.631,17.176
2020-11-16 00:00:00,17.933,139.635,17.933,17.933,136.33,137.288,149.037,146.451,17.933
2020-11-17 00:00:00,17.575,142.035,17.575,17.575,136.896,137.651,150.624,147.673,17.575
2020-11-18 00:00:00,18.045,141.833,18.045,18.045,137.429,138.054,151.034,147.478,18.045
2020-11-19 00:00:00,18.486,142.947,18.486,18.486,137.948,138.62,152.446,148.687,18.486
2020-11-20 00:00:00,19.621,143.327,19.621,19.621,138.785,139.087,152.736,148.962,19.621
2020-11-23 00:00:00,20.633,142.958,20.633,20.633,138.461,138.946,152.145,148.239,20.633
2020-11-24 00:00:00,26.02,141.707,26.02,26.02,137.987,138.141,151.468,146.874,26.02
2020-11-25 00:00:00,27.138,141.996,27.138,27.138,137.604,137.722,151.732,146.558,27.138
2020-11-27 00:00:00,27.434,142.719,27.434,27.434,138.386,138.597,152.302,146.881,27.434
2020-11-30 00:00:00,26.46,142.9,26.46,26.46,138.5,138.66,152.477,144.723,26.46
2020-12-01 00:00:00,26.974,141.572,26.974,26.974,137.737,137.973,151.151,141.852,26.974
2020-12-02 00:00:00,26.614,140.907,26.614,26.614,137.309,137.504,151.262,141.453,26.614
2020-12-03 00:00:00,26.206,141.601,26.206,26.206,137.865,137.807,151.919,141.913,26.206
2020-12-04 00:00:00,27.717,140.427,27.717,27.717,137.847,136.432,150.68,140.182,27.717
2020-12-07 00:00:00,27.96,141.432,27.96,27.96,137.797,137.398,150.929,140.856,27.96
2020-12-08 00:00:00,29.109,141.496,29.109,29.109,137.928,137.376,151.306,139.916,29.109
2020-12-09 00:00:00,29.512,141.168,29.512,29.512,137.668,137.614,150.959,138.79,29.512
2020-12-10 00:00:00,31.197,141.254,31.197,31.197,138.261,138.057,151.218,140.08,31.197
2020-12-11 00:00:00,32.649,141.437,32.649,32.649,138.453,138.436,151.177,138.627,32.649
2020-12-14 00:00:00,34.373,140.704,34.373,34.373,139.028,138.54,150.706,138.346,34.373
2020-12-15 00:00:00,32.853,140.4,32.853,32.853,137.989,137.775,150.71,138.304,32.853
2020-12-16 00:00:00,33.041,141.168,33.041,33.041,137.822,138.457,150.527,137.824,33.041
2020-12-17 00:00:00,33.708,140.873,33.708,33.708,137.561,138.407,150.506,135.997,33.708
2020-12-18 00:00:00,33.963,140.64,33.963,33.963,137.261,137.603,150.339,137.562,33.963
2020-12-21 00:00:00,33.081,140.739,33.081,33.081,137.228,137.878,150.525,137.176,33.081
2020-12-22 00:00:00,32.058,141.427,32.058,32.058,137.345,137.998,151.005,137.77,32.058
2020-12-23 00:00:00,32.834,141.072,32.834,32.834,135.449,137.375,150.812,137.234,32.834
2020-12-24 00:00:00,32.834,141.325,32.834,32.834,136.615,138.042,151.092,137.777,32.834
2020-12-28 00:00:00,32.917,141.244,32.917,32.917,137.215,137.751,151.202,137.759,32.917
2020-12-29 00:00:00,33.064,141.44,33.064,33.064,138.037,137.97,151.178,137.525,33.064
2020-12-30 00:00:00,33.449,141.613,33.449,33.449,137.752,138.056,152.07,137.755,33.449
2020-12-31 00:00:00,33.537,141.656,33.537,33.537,137.973,138.161,152.308,138.29,33.537
2021-01-04 00:00:00,34.63,141.435,34.63,34.63,137.194,138.19,151.956,137.079,34.63
2021-01-05 00:00:00,36.492,140.418,36.492,36.492,136.508,137.333,150.59,135.878,36.492
2021-01-06 00:00:00,37.436,138.503,37.436,37.436,134.953,136.024,149.158,132.903,37.436
2021-01-07 00:00:00,37.417,138.097,37.417,37.417,134.393,135.479,147.451,132.362,37.417
2021-01-08 00:00:00,37.81,137.397,37.81,37.81,133.55,135.291,147.218,131.914,37.81
2021-01-11 00:00:00,37.207,137.093,37.207,37.207,133.747,135.146,147.459,132.112,37.207
2021-01-12 00:00:00,39.456,138.157,39.456,39.456,133.769,134.971,148.129,132.192,39.456
2021-01-13 00:00:00,40.146,138.922,40.146,40.146,134.581,135.898,149.195,132.76,40.146
2021-01-14 00:00:00,40.659,138.382,40.659,40.659,134.257,135.313,148.375,132.334,40.659
2021-01-15 00:00:00,40.006,139.195,40.006,40.006,134.569,135.642,149.384,132.206,40.006
2021-01-19 00:00:00,41.662,138.535,41.662,41.662,134.688,135.882,148.795,132.275,41.662
2021-01-20 00:00:00,41.116,139.068,41.116,41.116,134.801,136.175,149.111,131.47,41.116
2021-01-21 00:00:00,40.17,138.295,40.17,40.17,134.504,135.703,148.057,130.839,40.17
2021-01-22 00:00:00,39.538,138.077,39.538,39.538,134.772,135.908,148.422,132.166,39.538
2021-01-25 00:00:00,38.712,139.314,38.712,38.712,135.585,136.763,149.534,133.132,38.712
2021-01-26 00:00:00,38.157,139.282,38.157,38.157,135.437,136.973,149.506,133.495,38.157
2021-01-27 00:00:00,39.05,139.239,39.05,39.05,135.611,136.747,149.179,133.91,39.05
2021-01-28 00:00:00,39.405,138.338,39.405,39.405,135.634,136.828,148.65,133.454,39.405
2021-01-29 00:00:00,38.126,137.941,38.126,38.126,135.341,135.783,148.383,132.52,38.126
2021-02-01 00:00:00,38.207,137.811,38.207,38.207,135.062,136.161,147.757,132.955,38.207
2021-02-02 00:00:00,38.73,137.248,38.73,38.73,134.114,135.697,147.569,133.714,38.73
2021-02-03 00:00:00,38.815,137.231,38.815,38.815,133.686,135.181,146.629,133.174,38.815
2021-02-04 00:00:00,38.459,136.188,38.459,38.459,133.77,135.056,146.426,135.391,38.459
2021-02-05 00:00:00,40.039,135.652,40.039,40.039,132.903,134.744,145.856,135.049,40.039
2021-02-08 00:00:00,42.573,135.885,42.573,42.573,133.204,134.886,145.807,134.992,42.573
2021-02-09 00:00:00,42.947,136.115,42.947,42.947,133.853,134.923,146.22,135.844,42.947
2021-02-10 00:00:00,43.493,136.686,43.493,43.493,134.224,135.236,147.183,136.369,43.493
2021-02-11 00:00:00,43.467,136.146,43.467,43.467,134.228,135.292,146.558,136.197,43.467
2021-02-12 00:00:00,43.439,136.093,43.439,43.439,133.531,134.391,145.626,135.355,43.439
2021-02-16 00:00:00,45.128,134.533,45.128,45.128,131.993,133.79,144.257,133.729,45.128
2021-02-17 00:00:00,45.785,136.419,45.785,45.785,132.589,134.35,145.566,135.151,45.785
2021-02-18 00:00:00,45.635,135.854,45.635,45.635,132.326,134.107,144.761,135.301,45.635
2021-02-19 00:00:00,45.438,134.834,45.438,45.438,131.47,132.954,143.873,134.58,45.438
2021-02-22 00:00:00,45.596,134.543,45.596,45.596,131.13,132.32,143.164,134.121,45.596
2021-02-23 00:00:00,45.741,134.801,45.741,45.741,129.116,132.142,142.659,134.371,45.741
2021-02-24 00:00:00,46.084,134.319,46.084,46.084,128.769,131.683,142.411,133.674,46.084
2021-02-25 00:00:00,46.093,133.026,46.093,46.093,127.406,130.377,140.896,132.747,46.093
2021-02-26 00:00:00,45.822,134.838,45.822,45.822,129.925,132.177,142.565,134.121,45.822
2021-03-01 00:00:00,47.638,134.829,47.638,47.638,129.141,130.979,142.655,134.591,47.638
2021-03-02 00:00:00,46.763,134.699,46.763,46.763,129.447,131.46,143.045,135.04,46.763
2021-03-03 00:00:00,46.901,133.341,46.901,46.901,130.777,130.883,141.068,133.72,46.901
2021-03-04 00:00:00,47.003,132.243,47.003,47.003,129.267,130.204,139.947,132.29,47.003
2021-03-05 00:00:00,47.801,132.971,47.801,47.801,128.244,129.93,140.126,132.286,47.801
2021-03-08 00:00:00,47.619,132.981,47.619,47.619,127.468,129.37,138.877,132.667,47.619
2021-03-09 00:00:00,47.995,133.83,47.995,47.995,128.689,130.22,140.292,133.43,47.995
2021-03-10 00:00:00,47.363,136.436,47.363,47.363,128.736,130.058,140.723,133.661,47.363
2021-03-11 00:00:00,50.127,133.832,50.127,50.127,127.757,129.581,139.923,132.321,50.127
2021-03-12 00:00:00,50.888,132.628,50.888,50.888,126.452,128.07,138.776,130.966,50.888
2021-03-15 00:00:00,50.81,135.319,50.81,50.81,126.956,128.372,137.949,131.262,50.81
2021-03-16 00:00:00,51.171,135.147,51.171,51.171,126.646,128.925,137.806,131.122,51.171
2021-03-17 00:00:00,50.883,134.066,50.883,50.883,126.024,127.975,137.218,130.402,50.883
2021-03-18 00:00:00,48.306,132.455,48.306,48.306,125.428,127.08,137.415,130.09,48.306
2021-03-19 00:00:00,47.045,132.029,47.045,47.045,126.077,127.485,136.831,129.902,47.045
2021-03-22 00:00:00,47.065,133.356,47.065,47.065,127.553,129.015,138.276,130.469,47.065
2021-03-23 00:00:00,45.771,134.34,45.771,45.771,128.421,129.509,139.318,132.368,45.771
2021-03-24 00:00:00,45.253,134.849,45.253,45.253,128.603,129.487,139.532,132.654,45.253
2021-03-25 00:00:00,45.388,134.05,45.388,45.388,125.783,128.63,138.982,131.329,45.388
2021-03-26 00:00:00,45.047,133.408,45.047,45.047,125.546,128.483,138.638,130.954,45.047
2021-03-29 00:00:00,45.59,133.286,45.59,45.59,125.063,127.935,138.232,130.964,45.59
2021-03-30 00:00:00,46.629,133.437,46.629,46.629,125.222,128.139,138.355,131.074,46.629
2021-03-31 00:00:00,45.687,134.773,45.687,45.687,124.891,128.144,138.172,130.835,45.687
2021-04-01 00:00:00,46.614,135.897,46.614,46.614,126.202,129.218,140.005,132.018,46.614
2021-04-02 00:00:00,46.614,135.295,46.614,46.614,125.79,128.931,139.397,131.401,46.614
2021-04-05 00:00:00,46.438,135.74,46.438,46.438,125.656,129.122,139.636,131.5,46.438
2021-04-06 00:00:00,46.495,136.055,46.495,46.495,127.187,129.731,140.357,132.31,46.495
2021-04-07 00:00:00,46.587,135.23,46.587,46.587,126.796,129.227,140.019,131.737,46.587
2021-04-08 00:00:00,47.11,136.154,47.11,47.11,127.64,129.996,140.126,132.358,47.11
2021-04-09 00:00:00,47.983,135.423,47.983,47.983,127.682,129.728,139.801,131.76,47.983
2021-04-12 00:00:00,46.505,135.529,46.505,46.505,127.446,129.826,139.872,132.013,46.505
2021-04-13 00:00:00,46.617,136.267,46.617,46.617,127.944,130.166,140.846,132.59,46.617
2021-04-14 00:00:00,47.4,136.15,47.4,47.4,128.112,130.349,140.48,132.285,47.4
2021-04-15 00:00:00,47.427,136.08,47.427,47.427,129.593,131.281,140.759,132.522,47.427
2021-04-16 00:00:00,47.649,136.272,47.649,47.649,129.239,130.781,140.807,132.736,47.649
2021-04-19 00:00:00,47.866,135.734,47.866,47.866,128.906,130.583,140.178,132.013,47.866
2021-04-20 00:00:00,47.276,135.749,47.276,47.276,129.18,130.956,140.969,132.493,47.276
2021-04-21 00:00:00,47.043,135.725,47.043,47.043,128.981,131.229,140.858,132.4,47.043
2021-04-22 00:00:00,47.092,136.307,47.092,47.092,129.285,131.538,141.112,132.599,47.092
2021-04-23 00:00:00,46.726,136.386,46.726,46.726,128.348,131.185,140.849,132.216,46.726
2021-04-26 00:00:00,46.623,136.405,46.623,46.623,128.673,130.945,140.774,131.817,46.623
2021-04-27 00:00:00,46.902,135.528,46.902,46.902,127.655,130.504,139.932,131.709,46.902
2021-04-28 00:00:00,47.684,135.398,47.684,47.684,127.734,130.486,139.891,131.685,47.684
2021-04-29 00:00:00,48.545,135.44,48.545,48.545,127.545,130.565,139.819,131.388,48.545
2021-04-30 00:00:00,47.86,135.192,47.86,47.86,129.457,130.635,140.1,131.789,47.86
2021-05-03 00:00:00,48.156,135.947,48.156,48.156,128.193,130.748,140.612,132.179,48.156
2021-05-04 00:00:00,49.228,136.275,49.228,49.228,127.917,131.393,140.61,132.169,49.228
2021-05-05 00:00:00,49.559,136.324,49.559,49.559,128.66,131.36,140.959,132.607,49.559
2021-05-06 00:00:00,50.22,136.379,50.22,50.22,128.887,131.539,141.005,132.424,50.22
2021-05-07 00:00:00,51.306,136.039,51.306,51.306,127.798,131.347,140.829,132.134,51.306
2021-05-10 00:00:00,53.061,135.636,53.061,53.061,127.783,131.042,140.274,131.259,53.061
2021-05-11 00:00:00,53.636,134.954,53.636,53.636,127.521,130.27,139.756,131.001,53.636
2021-05-12 00:00:00,54.324,133.762,54.324,54.324,126.947,129.832,138.74,129.516,54.324
2021-05-13 00:00:00,52.862,134.14,52.862,52.862,126.767,129.671,139.659,130.313,52.862
2021-05-14 00:00:00,53.551,134.534,53.551,53.551,127.668,130.057,139.843,130.218,53.551
2021-05-17 00:00:00,53.987,134.749,53.987,53.987,127.474,129.715,139.655,129.789,53.987
2021-05-18 00:00:00,53.744,134.51,53.744,53.744,127.479,129.517,139.674,129.676,53.744
2021-05-19 00:00:00,51.985,133.746,51.985,51.985,127.072,129.201,139.289,129.424,51.985
2021-05-20 00:00:00,52.268,134.431,52.268,52.268,127.716,129.901,139.897,129.812,52.268
2021-05-21 00:00:00,51.527,134.537,51.527,51.527,128.072,130.097,140.044,130.194,51.527
2021-05-24 00:00:00,51.922,134.858,51.922,51.922,127.165,130.306,140.37,130.597,51.922
2021-05-25 00:00:00,51.923,136.505,51.923,51.923,128.58,130.916,141.189,131.588,51.923
2021-05-26 00:00:00,52.793,136.245,52.793,52.793,127.679,131.02,140.719,131.246,52.793
2021-05-27 00:00:00,52.152,135.725,52.152,52.152,127.857,130.589,140.194,130.615,52.152
2021-05-28 00:00:00,52.24,136.012,52.24,52.24,127.621,130.691,140.63,130.895,52.24
2021-06-01 00:00:00,52.812,135.539,52.812,52.812,127.888,130.426,140.171,130.526,52.812
2021-06-02 00:00:00,53.74,135.834,53.74,53.74,128.114,130.672,140.442,130.512,53.74
2021-06-03 00:00:00,54.252,135.397,54.252,54.252,127.784,130.301,139.97,130.402,54.252
2021-06-04 00:00:00,54.666,136.433,54.666,54.666,128.89,131.558,141.595,130.942,54.666
2021-06-07 00:00:00,56.778,136.241,56.778,56.778,128.669,131.381,141.4,130.759,56.778
2021-06-08 00:00:00,56.517,136.907,56.517,56.517,129.233,131.694,142.11,131.348,56.517
2021-06-09 00:00:00,56.725,137.43,56.725,56.725,130.048,132.777,142.678,129.718,56.725
2021-06-10 00:00:00,57.091,138.183,57.091,57.091,130.9,133.087,143.358,131.245,57.091
2021-06-11 00:00:00,57.374,137.797,57.374,57.374,129.064,133.187,143.173,130.887,57.374
2021-06-14 00:00:00,57.347,137.484,57.347,57.347,128.463,132.936,142.505,130.614,57.347
2021-06-15 00:00:00,61.036,137.361,61.036,61.036,129.09,132.441,142.671,130.305,61.036
2021-06-16 00:00:00,61.39,136.432,61.39,61.39,128.761,132.33,141.566,129.759,61.39
2021-06-17 00:00:00,61.555,138.522,61.555,61.555,129.131,132.878,143.734,131.566,61.555
2021-06-18 00:00:00,61.088,139.559,61.088,61.088,130.551,134.066,144.978,132.861,61.088
2021-06-21 00:00:00,60.296,138.762,60.296,60.296,129.554,133.248,143.823,131.577,60.296
2021-06-22 00:00:00,60.585,138.95,60.585,60.585,129.805,133.577,143.937,131.871,60.585
2021-06-23 00:00:00,61.218,138.135,61.218,61.218,129.55,133.569,143.442,130.724,61.218
2021-06-24 00:00:00,61.912,138.495,61.912,61.912,129.527,133.709,143.667,130.42,61.912
2021-06-25 00:00:00,63.224,137.906,63.224,63.224,128.973,133.143,143.113,130.676,63.224
2021-06-28 00:00:00,63.4,138.543,63.4,63.4,129.912,133.91,144.147,131.25,63.4
2021-06-29 00:00:00,64.055,138.898,64.055,64.055,129.853,133.79,144.203,131.273,64.055
2021-06-30 00:00:00,64.723,138.965,64.723,64.723,130.176,134.115,144.255,131.323,64.723
2021-07-01 00:00:00,67.984,139.076,67.984,67.984,129.98,134.086,144.352,131.417,67.984
2021-07-02 00:00:00,68.437,139.559,68.437,68.437,130.352,134.409,144.83,131.864,68.437
2021-07-06 00:00:00,69.955,140.747,69.955,69.955,131.506,135.42,146.038,132.828,69.955
2021-07-07 00:00:00,69.991,140.673,69.991,69.991,131.845,135.881,145.502,132.925,69.991
2021-07-08 00:00:00,66.304,141.256,66.304,66.304,132.39,136.449,145.719,133.114,66.304
2021-07-09 00:00:00,68.473,140.328,68.473,68.473,130.939,135.397,144.751,131.93,68.473
2021-07-12 00:00:00,67.38,140.227,67.38,67.38,130.702,135.264,144.805,131.854,67.38
2021-07-13 00:00:00,66.782,140.211,66.782,66.782,129.921,134.753,144.75,131.72,66.782
2021-07-14 00:00:00,66.095,140.35,66.095,66.095,130.657,135.149,145.224,131.922,66.095
2021-07-15 00:00:00,62.908,141.471,62.908,62.908,131.365,136.031,146.143,132.729,62.908
2021-07-16 00:00:00,59.812,141.251,59.812,59.812,131.263,135.737,146.286,132.854,59.812
2021-07-19 00:00:00,53.648,142.638,53.648,53.648,132.737,137.27,147.91,134.303,53.648
2021-07-20 00:00:00,54.132,141.132,54.132,54.132,131.885,136.72,146.016,132.826,54.132
2021-07-21 00:00:00,57.08,140.066,57.08,57.08,131.036,135.93,145.33,132.138,57.08
2021-07-22 00:00:00,58.318,140.94,58.318,58.318,131.742,136.506,145.904,132.866,58.318
2021-07-23 00:00:00,58.728,141.13,58.728,58.728,131.231,135.922,145.91,132.868,58.728
2021-07-26 00:00:00,54.513,140.965,54.513,54.513,130.956,135.913,145.524,132.584,54.513
2021-07-27 00:00:00,52.188,142.035,52.188,52.188,131.433,136.66,146.352,133.384,52.188
2021-07-28 00:00:00,52.945,141.781,52.945,52.945,131.471,136.733,146.452,133.156,52.945
2021-07-29 00:00:00,54.456,141.428,54.456,54.456,130.961,136.367,146.009,132.559,54.456
2021-07-30 00:00:00,54.34,142.389,54.34,54.34,131.464,136.734,146.585,133.416,54.34
2021-08-02 00:00:00,54.474,142.437,54.474,54.474,131.784,137.462,147.35,134.5,54.474
2021-08-03 00:00:00,54.112,142.663,54.112,54.112,131.448,137.42,147.272,134.17,54.112
2021-08-04 00:00:00,52.201,142.919,52.201,52.201,132.094,137.763,146.751,133.913,52.201
2021-08-05 00:00:00,50.597,142.349,50.597,50.597,131.273,137.315,146.506,133.775,50.597
2021-08-06 00:00:00,51.196,141.118,51.196,51.196,131.922,136.08,145.25,132.705,51.196
2021-08-09 00:00:00,47.836,140.586,47.836,47.836,131.219,135.627,144.775,132.413,47.836
2021-08-10 00:00:00,49.192,139.929,49.192,49.192,129.398,135.354,144.062,131.971,49.192
2021-08-11 00:00:00,48.596,139.581,48.596,48.596,129.084,135.334,144.027,131.896,48.596
2021-08-12 00:00:00,49.696,139.414,49.696,49.696,129.271,135.406,143.862,131.751,49.696
2021-08-13 00:00:00,49.169,141.007,49.169,49.169,132.028,136.3,145.526,133.232,49.169
2021-08-16 00:00:00,48.358,141.173,48.358,48.358,130.622,136.421,145.693,133.285,48.358
2021-08-17 00:00:00,48.8,140.702,48.8,48.8,132.226,136.375,145.586,133.171,48.8
2021-08-18 00:00:00,49.207,140.798,49.207,49.207,130.869,136.524,145.23,133.272,49.207
2021-08-19 00:00:00,47.688,141.775,47.688,47.688,131.281,136.879,145.496,134.075,47.688
2021-08-20 00:00:00,47.043,141.672,47.043,47.043,131.344,136.978,145.418,134.253,47.043
2021-08-23 00:00:00,48.123,141.676,48.123,48.123,133.016,136.818,145.522,134.304,48.123
2021-08-24 00:00:00,49.935,140.301,49.935,49.935,132.93,136.305,144.794,133.652,49.935
2021-08-25 00:00:00,51.808,139.543,51.808,51.808,129.646,135.423,144.055,132.976,51.808
2021-08-26 00:00:00,52.588,139.582,52.588,52.588,128.422,135.457,143.923,133.191,52.588
2021-08-27 00:00:00,53.542,140.098,53.542,53.542,128.859,135.86,145.209,133.829,53.542
2021-08-30 00:00:00,55.681,140.66,55.681,55.681,129.129,136.214,145.532,133.884,55.681
2021-08-31 00:00:00,55.052,140.2,55.052,55.052,128.751,135.924,145.3,133.77,55.052
