,806605AH4 Corp,532457BA5 Corp,665772CC1 Corp,557497AR5 Corp,693304AJ6 Corp,69351UAK9 Corp,12189TAZ7 Corp,65334HAG7 Corp,046353AD0 Corp
Company,Merck & Co Inc,Eli Lilly & Co,Northern States Power Co/MN,Madison Gas and Electric Co,PECO Energy Co,PPL Electric Utilities Corp,Burlington Northern Santa Fe LLC,CNOOC Petroleum North America ULC,AstraZeneca PLC
Ticker,MRK,LLY,XEL,MGEE,EXC,PPL,BNSF,CNOOC,AZN
Rating,A+,A+,A+,A+,A+,A+,A+,A+,A+
Issue Date,2007-09-17 00:00:00,2007-03-14 00:00:00,2007-06-26 00:00:00,2007-09-19 00:00:00,2007-03-19 00:00:00,2007-08-13 00:00:00,2007-04-13 00:00:00,2007-05-04 00:00:00,2007-09-12 00:00:00
Maturity Date,2037-09-15 00:00:00,2037-03-15 00:00:00,2037-07-01 00:00:00,2037-09-15 00:00:00,2037-03-15 00:00:00,2037-08-15 00:00:00,2037-05-01 00:00:00,2037-05-15 00:00:00,2037-09-15 00:00:00
2017-12-01 00:00:00,80.936,127.405,80.936,80.936,125.466,130.664,133.092,130.501,80.936
2017-12-04 00:00:00,81.393,127.029,81.393,81.393,125.123,130.603,132.82,130.82,81.393
2017-12-05 00:00:00,82.232,127.513,82.232,82.232,125.695,130.925,133.317,130.944,82.232
2017-12-06 00:00:00,81.491,127.657,81.491,81.491,126.032,131.44,133.494,131.153,81.491
2017-12-07 00:00:00,81.39,127.17,81.39,81.39,125.756,131.114,133.054,130.733,81.39
2017-12-08 00:00:00,81.556,127.126,81.556,81.556,125.619,130.729,133.069,130.372,81.556
2017-12-11 00:00:00,81.183,127.01,81.183,81.183,125.523,130.638,132.952,130.242,81.183
2017-12-12 00:00:00,81.515,126.875,81.515,81.515,124.685,130.626,132.872,130.314,81.515
2017-12-13 00:00:00,81.541,127.796,81.541,81.541,125.653,131.112,133.88,131.241,81.541
2017-12-14 00:00:00,81.511,127.969,81.511,81.511,126.199,131.45,134.057,131.4,81.511
2017-12-15 00:00:00,81.073,128.132,81.073,81.073,126.848,131.912,134.254,131.527,81.073
2017-12-18 00:00:00,80.759,127.319,80.759,80.759,126.529,131.668,133.594,130.73,80.759
2017-12-19 00:00:00,80.468,126.464,80.468,80.468,125.933,130.627,132.939,130.147,80.468
2017-12-20 00:00:00,80.307,125.789,80.307,80.307,125.354,129.569,131.912,128.896,80.307
2017-12-21 00:00:00,80.369,126.307,80.369,80.369,125.59,129.69,132.798,129.416,80.369
2017-12-22 00:00:00,79.986,126.576,79.986,79.986,125.845,129.861,133.111,129.519,79.986
2017-12-26 00:00:00,80.423,126.812,80.423,80.423,126.143,130.083,132.673,129.756,80.423
2017-12-27 00:00:00,80.926,127.74,80.926,80.926,126.892,130.9,133.619,130.608,80.926
2017-12-28 00:00:00,80.978,127.396,80.978,80.978,126.895,131.183,133.33,130.33,80.978
2017-12-29 00:00:00,81.283,127.74,81.283,81.283,127.007,131.401,133.613,130.608,81.283
2018-01-02 00:00:00,81.511,126.347,81.511,81.511,126.108,130.58,132.77,129.839,81.511
2018-01-03 00:00:00,82.96,126.497,82.96,82.96,125.91,130.624,132.99,129.611,82.96
2018-01-04 00:00:00,84.249,126.471,84.249,84.249,125.822,130.643,133.206,130.037,84.249
2018-01-05 00:00:00,85.221,126.075,85.221,85.221,125.699,130.498,132.815,129.369,85.221
2018-01-08 00:00:00,85.394,126.064,85.394,85.394,125.585,130.392,132.812,129.33,85.394
2018-01-09 00:00:00,85.413,125.069,85.413,85.413,124.632,129.445,131.567,128.08,85.413
2018-01-10 00:00:00,85.796,125.177,85.796,85.796,124.244,128.938,132.498,128.167,85.796
2018-01-11 00:00:00,86.172,125.296,86.172,86.172,124.634,129.244,132.728,128.288,86.172
2018-01-12 00:00:00,86.167,125.595,86.167,86.167,124.935,129.498,133.295,128.696,86.167
2018-01-16 00:00:00,86.312,126.011,86.312,86.312,125.352,129.86,133.499,129.09,86.312
2018-01-17 00:00:00,85.821,125.571,85.821,85.821,125.422,129.823,132.728,128.794,85.821
2018-01-18 00:00:00,85.651,124.808,85.651,85.651,124.748,129.141,132.003,128.018,85.651
2018-01-19 00:00:00,85.115,123.958,85.115,85.115,124.108,128.509,132.076,127.636,85.115
2018-01-22 00:00:00,85.15,124.093,85.15,85.15,123.983,128.576,132.427,127.653,85.15
2018-01-23 00:00:00,86.081,124.94,86.081,86.081,123.822,128.941,133.01,128.366,86.081
2018-01-24 00:00:00,86.725,124.422,86.725,86.725,123.285,128.593,132.185,127.924,86.725
2018-01-25 00:00:00,87.154,125.541,87.154,87.154,123.637,129.008,133.178,128.378,87.154
2018-01-25 00:00:00,87.154,125.541,100.569,87.154,123.637,129.008,133.178,128.378,87.154
2018-01-26 00:00:00,87.278,124.884,87.278,87.278,123.493,128.986,132.484,127.962,87.278
2018-01-29 00:00:00,86.766,124.292,86.766,86.766,122.963,128.48,132.118,127.837,86.766
2018-01-30 00:00:00,85.965,124.043,85.965,85.965,122.7,128,131.77,127.57,85.965
2018-01-31 00:00:00,86.051,124.513,86.051,86.051,122.82,128.324,131.91,127.523,86.051
2018-02-01 00:00:00,85.612,123.177,85.612,85.612,122.212,127.936,130.995,126.458,85.612
2018-02-02 00:00:00,85.114,122.811,85.114,85.114,121.211,126.464,130.063,125.556,85.114
2018-02-05 00:00:00,84.344,123.836,84.344,84.344,121.494,126.501,130.396,125.875,84.344
2018-02-06 00:00:00,82.991,123.036,82.991,82.991,121.304,126.203,129.454,125.344,82.991
2018-02-07 00:00:00,83.012,122.951,83.012,83.012,120.784,125.983,129.075,125.091,83.012
2018-02-08 00:00:00,82.053,122.325,82.053,82.053,120.324,125.53,128.802,125.012,82.053
2018-02-09 00:00:00,79.477,121.576,79.477,79.477,119.882,125.146,127.978,124.139,79.477
2018-02-12 00:00:00,81.34,121.515,81.34,81.34,120.031,125.333,128.235,124.307,81.34
2018-02-13 00:00:00,80.678,121.997,80.678,80.678,120.329,124.955,128.403,124.795,80.678
2018-02-14 00:00:00,81.069,121.216,81.069,81.069,119.784,124.296,127.321,123.881,81.069
2018-02-15 00:00:00,81.815,121.594,81.815,81.815,119.733,124.61,127.256,123.885,81.815
2018-02-16 00:00:00,81.77,122.125,81.77,81.77,120.019,124.98,127.754,124.498,81.77
2018-02-20 00:00:00,81.918,121.825,81.918,81.918,119.8,124.719,127.617,124.356,81.918
2018-02-21 00:00:00,80.286,121.138,80.286,80.286,119.119,124.105,126.454,123.305,80.286
2018-02-22 00:00:00,80.326,121.469,80.326,80.326,118.945,123.828,126.837,123.707,80.326
2018-02-23 00:00:00,80.634,122.08,80.634,80.634,119.425,124.221,127.836,124.212,80.634
2018-02-26 00:00:00,81.016,122.091,81.016,81.016,119.782,124.62,127.407,124.162,81.016
2018-02-27 00:00:00,80.678,121.787,80.678,80.678,119.527,124.422,126.944,124.019,80.678
2018-02-28 00:00:00,80.402,122.208,80.402,80.402,119.847,124.684,127.48,124.431,80.402
2018-03-01 00:00:00,79.072,122.612,79.072,79.072,120.269,125.077,127.936,125.053,79.072
2018-03-02 00:00:00,79.116,121.911,79.116,79.116,119.873,124.847,127.121,124.24,79.116
2018-03-05 00:00:00,79.369,121.772,79.369,79.369,119.643,124.699,126.978,124.097,79.369
2018-03-06 00:00:00,79.772,122.36,79.772,79.772,119.655,124.68,127.562,124.757,79.772
2018-03-07 00:00:00,79.245,121.706,79.245,79.245,119.535,124.558,126.925,124.023,79.245
2018-03-08 00:00:00,79.081,121.928,79.081,79.081,119.747,124.704,126.979,124.215,79.081
2018-03-09 00:00:00,80.008,121.595,80.008,80.008,119.077,124.38,126.648,123.736,80.008
2018-03-12 00:00:00,79.834,122.216,79.834,79.834,119.266,124.495,126.892,124.415,79.834
2018-03-13 00:00:00,79.405,122.44,79.405,79.405,119.659,124.702,126.599,124.632,79.405
2018-03-14 00:00:00,79.311,122.823,79.311,79.311,120.324,125.494,126.982,125.166,79.311
2018-03-15 00:00:00,78.875,122.759,78.875,78.875,120.456,125.655,126.985,125.052,78.875
2018-03-16 00:00:00,79.209,122.614,79.209,79.209,120.211,125.465,126.751,124.261,79.209
2018-03-19 00:00:00,78.858,122.539,78.858,78.858,120.076,125.136,127.014,123.957,78.858
2018-03-20 00:00:00,78.813,121.987,78.813,78.813,119.743,124.656,126.626,123.498,78.813
2018-03-21 00:00:00,79.229,122.064,79.229,79.229,118.449,124.52,126.792,123.357,79.229
2018-03-22 00:00:00,78.714,122.545,78.714,78.714,118.747,125.139,127.189,123.925,78.714
2018-03-23 00:00:00,78.696,122.786,78.696,78.696,118.632,124.949,127.532,123.498,78.696
2018-03-26 00:00:00,78.493,122.141,78.493,78.493,117.712,124.776,126.476,122.881,78.493
2018-03-27 00:00:00,78.714,123.473,78.714,78.714,118.258,125.243,127.646,123.833,78.714
2018-03-28 00:00:00,78.346,122.934,78.346,78.346,118.355,125.731,127.534,123.407,78.346
2018-03-29 00:00:00,78.609,123.814,78.609,78.609,119.124,126.672,128.263,124.11,78.609
2018-04-02 00:00:00,78.194,123.923,78.194,78.194,119.164,126.718,128.52,124.101,78.194
2018-04-03 00:00:00,78.318,123.299,78.318,78.318,118.633,126.317,127.878,123.518,78.318
2018-04-04 00:00:00,78.48,122.827,78.48,78.48,118.435,126.158,127.457,123.045,78.48
2018-04-05 00:00:00,79.324,122.619,79.324,79.324,117.889,125.512,127.108,122.579,79.324
2018-04-06 00:00:00,78.954,123.531,78.954,78.954,118.503,126.003,128.265,123.443,78.954
2018-04-09 00:00:00,79.518,123.544,79.518,79.518,118.67,126.101,128.256,123.458,79.518
2018-04-10 00:00:00,80.039,123.096,80.039,80.039,118.645,126.156,127.979,123.359,80.039
2018-04-11 00:00:00,80.714,123.369,80.714,80.714,118.916,126.471,128.25,123.616,80.714
2018-04-12 00:00:00,81.184,122.525,81.184,81.184,118.41,126.225,127.404,123.014,81.184
2018-04-13 00:00:00,81.639,122.774,81.639,81.639,118.41,126.15,127.856,123.231,81.639
2018-04-16 00:00:00,81.844,123.166,81.844,81.844,118.399,126.022,128.293,123.43,81.844
2018-04-17 00:00:00,82.287,123.12,82.287,82.287,118.626,126.184,128.242,123.384,82.287
2018-04-18 00:00:00,83.523,122.657,83.523,83.523,118.325,125.975,127.746,122.932,83.523
2018-04-19 00:00:00,83.553,121.896,83.553,83.553,117.546,125.225,126.946,122.365,83.553
2018-04-20 00:00:00,83.082,121.141,83.082,83.082,117.037,124.629,126.076,121.624,83.082
2018-04-23 00:00:00,83.26,121.159,83.26,83.26,116.801,124.241,125.933,121.744,83.26
2018-04-24 00:00:00,83.658,120.717,83.658,83.658,116.591,124.048,125.413,121.288,83.658
2018-04-25 00:00:00,83.436,119.91,83.436,83.436,116.021,123.528,124.905,120.688,83.436
2018-04-26 00:00:00,84.342,120.512,84.342,84.342,116.272,123.732,125.269,121.26,84.342
2018-04-27 00:00:00,84.132,120.93,84.132,84.132,116.833,124.351,125.353,121.843,84.132
2018-04-30 00:00:00,84.126,121.208,84.126,84.126,117.065,124.492,126.114,122.067,84.126
2018-05-01 00:00:00,83.68,121.1,83.68,83.68,116.789,124.255,125.728,121.96,83.68
2018-05-02 00:00:00,83.796,120.85,83.796,83.796,116.797,124.158,125.423,121.799,83.796
2018-05-03 00:00:00,83.473,120.899,83.473,83.473,117.141,124.364,125.651,122.077,83.473
2018-05-04 00:00:00,83.702,120.843,83.702,83.702,117.123,124.374,125.591,122.017,83.702
2018-05-07 00:00:00,83.894,120.658,83.894,83.894,117.059,124.285,125.241,121.715,83.894
2018-05-14 00:00:00,84.791,120.011,84.791,84.791,116.81,124.283,124.78,121.532,84.791
2018-05-15 00:00:00,85.386,119.347,85.386,85.386,115.964,123.351,123.741,120.939,85.386
2018-05-16 00:00:00,85.262,118.989,85.262,85.262,115.499,123.001,123.351,120.803,85.262
2018-05-17 00:00:00,85.57,118.762,85.57,85.57,115.064,122.623,122.955,120.536,85.57
2018-05-18 00:00:00,85.478,119.35,85.478,85.478,115.446,123.033,123.711,121.131,85.478
2018-05-21 00:00:00,85.679,119.29,85.679,85.679,115.556,123.195,124.182,121.001,85.679
2018-05-22 00:00:00,86.078,119.396,86.078,86.078,115.5,123.19,124.285,121.102,86.078
2018-05-23 00:00:00,85.603,120.308,85.603,85.603,115.97,123.603,124.574,121.717,85.603
2018-05-24 00:00:00,85.327,120.625,85.327,85.327,116.539,124.1,124.892,121.743,85.327
2018-05-25 00:00:00,84.474,121.135,84.474,84.474,117.043,124.623,125.407,122.345,84.474
2018-05-29 00:00:00,83.895,123.264,83.895,83.895,118.509,125.559,127.535,124.524,83.895
2018-05-30 00:00:00,84.699,122.232,84.699,84.699,118.483,125.525,126.324,123.205,84.699
2018-05-31 00:00:00,84.65,122.056,84.65,84.65,118.381,125.34,125.376,123.642,84.65
2018-06-01 00:00:00,84.478,121.406,84.478,84.478,117.071,125.207,125.257,123.347,84.478
2018-06-04 00:00:00,84.384,120.808,84.384,84.384,116.452,124.575,124.638,122.765,84.384
2018-06-05 00:00:00,84.76,120.928,84.76,84.76,116.739,124.841,124.759,122.684,84.76
2018-06-06 00:00:00,84.527,120.382,84.527,84.527,115.927,124.189,124.225,122.079,84.527
2018-06-07 00:00:00,84.787,121.077,84.787,84.787,116.51,124.598,124.883,122.735,84.787
2018-06-08 00:00:00,84.712,120.647,84.712,84.712,116.567,124.649,124.12,122.321,84.712
2018-06-11 00:00:00,84.816,120.557,84.816,84.816,116.499,124.382,123.887,122.242,84.816
2018-06-12 00:00:00,85.248,120.42,85.248,85.248,116.456,124.282,123.756,122.103,85.248
2018-06-13 00:00:00,85.281,120.377,85.281,85.281,115.604,124.222,123.844,122.281,85.281
2018-06-14 00:00:00,85.552,120.862,85.552,85.552,116.199,124.31,124.336,122.759,85.552
2018-06-15 00:00:00,85.338,120.967,85.338,85.338,116.248,124.959,124.462,123.014,85.338
2018-06-18 00:00:00,85.263,120.595,85.263,85.263,116.148,124.929,124.498,123.053,85.263
2018-06-19 00:00:00,84.273,120.792,84.273,84.273,116.685,125.015,124.213,122.798,84.273
2018-06-20 00:00:00,84.578,119.708,84.578,84.578,116.024,124.286,123.226,121.996,84.578
2018-06-21 00:00:00,84.474,119.75,84.474,84.474,115.665,123.648,122.948,122.591,84.474
2018-06-22 00:00:00,84.92,119.638,84.92,84.92,115.79,123.951,123.094,122.377,84.92
2018-06-25 00:00:00,84.317,119.749,84.317,84.317,116.19,124.091,123.32,122.599,84.317
2018-06-26 00:00:00,84.285,119.711,84.285,84.285,115.975,124.167,122.584,122.542,84.285
2018-06-27 00:00:00,84.249,120.51,84.249,84.249,116.452,124.854,123.573,123.301,84.249
2018-06-28 00:00:00,83.117,120.333,83.117,83.117,115.924,124.89,123.472,123.191,83.117
2018-06-29 00:00:00,83.143,120.272,83.143,83.143,115.689,124.895,123.831,122.893,83.143
2018-07-02 00:00:00,83.285,119.996,83.285,83.285,115.694,124.747,123.92,122.698,83.285
2018-07-03 00:00:00,83.405,120.806,83.405,83.405,115.973,125.324,124.484,123.012,83.405
2018-07-05 00:00:00,83.25,121.164,83.25,83.25,116.256,125.518,124.829,123.04,83.25
2018-07-06 00:00:00,83.401,121.312,83.401,83.401,116.527,126.233,125.079,122.987,83.401
2018-07-09 00:00:00,83.468,120.749,83.468,83.468,115.518,125.995,124.525,122.462,83.468
2018-07-10 00:00:00,83.804,121.057,83.804,83.804,116.545,125.863,125.18,122.871,83.804
2018-07-11 00:00:00,83.118,121.093,83.118,83.118,117.195,125.892,124.574,122.953,83.118
2018-07-12 00:00:00,82.935,121.378,82.935,82.935,117.262,125.901,125.129,123.005,82.935
2018-07-13 00:00:00,82.875,121.491,82.875,82.875,117.495,126.1,125.509,123.416,82.875
2018-07-16 00:00:00,82.32,120.879,82.32,82.32,117.282,125.97,125.236,122.834,82.32
2018-07-17 00:00:00,82.236,120.845,82.236,82.236,117.063,126.067,125.195,123.07,82.236
2018-07-18 00:00:00,82.26,120.686,82.26,82.26,116.622,125.749,124.911,122.901,82.26
2018-07-19 00:00:00,82.095,121.003,82.095,82.095,116.695,125.978,125.842,123.377,82.095
2018-07-20 00:00:00,82.191,120.08,82.191,82.191,116.021,125.3,124.854,122.383,82.191
2018-07-23 00:00:00,82.121,119.302,82.121,82.121,115.198,124.308,123.775,121.571,82.121
2018-07-24 00:00:00,82.307,119.771,82.307,82.307,115.25,124.437,124.226,121.758,82.307
2018-07-25 00:00:00,82.281,119.553,82.281,82.281,116.458,124.533,123.825,121.363,82.281
2018-07-26 00:00:00,82.872,119.641,82.872,82.872,116.428,124.288,124.221,121.693,82.872
2018-07-27 00:00:00,82.863,119.917,82.863,82.863,116.527,124.304,124.483,122.069,82.863
2018-07-30 00:00:00,83.012,119.83,83.012,83.012,116.301,124.098,124.464,121.735,83.012
2018-07-31 00:00:00,83.49,120.035,83.49,83.49,116.683,124.511,125.315,121.826,83.49
2018-08-01 00:00:00,83.179,119.359,83.179,83.179,116.43,123.962,124.401,121.172,83.179
2018-08-02 00:00:00,83.326,119.589,83.326,83.326,116.42,123.916,124.536,121.242,83.326
2018-08-03 00:00:00,83.127,120.45,83.127,83.127,116.713,124.245,124.991,121.762,83.127
2018-08-06 00:00:00,83.83,120.745,83.83,83.83,116.813,124.543,124.961,121.853,83.83
2018-08-07 00:00:00,84.235,120.214,84.235,84.235,116.587,124.244,124.401,121.419,84.235
2018-08-08 00:00:00,83.949,120.264,83.949,83.949,116.392,124.211,124.435,121.139,83.949
2018-08-09 00:00:00,83.491,120.124,83.491,83.491,116.822,124.626,124.516,122.022,83.491
2018-08-10 00:00:00,83.16,120.276,83.16,83.16,117.464,125.316,124.771,122.69,83.16
2018-08-13 00:00:00,82.607,120.168,82.607,82.607,117.549,125.251,124.562,122.412,82.607
2018-08-14 00:00:00,82.836,119.909,82.836,82.836,117.611,124.908,124.333,122.489,82.836
2018-08-15 00:00:00,81.937,120.486,81.937,81.937,117.919,125.23,124.544,123.049,81.937
2018-08-16 00:00:00,82.057,120.441,82.057,82.057,118.069,125.225,124.749,123.152,82.057
2018-08-17 00:00:00,82.098,120.942,82.098,82.098,118.22,125.425,124.775,123.365,82.098
2018-08-20 00:00:00,82.662,121.278,82.662,82.662,118.642,125.826,125.335,123.516,82.662
2018-08-21 00:00:00,82.612,121.125,82.612,82.612,118.395,125.65,125.007,123.664,82.612
2018-08-22 00:00:00,82.761,121.25,82.761,82.761,118.459,125.859,125.125,123.787,82.761
2018-08-23 00:00:00,82.626,121.22,82.626,82.626,118.348,125.903,125.101,123.905,82.626
2018-08-24 00:00:00,83.359,121.538,83.359,83.359,118.346,125.991,125.231,123.93,83.359
2018-08-27 00:00:00,82.795,121.065,82.795,82.795,118.031,125.563,124.734,123.971,82.795
2018-08-28 00:00:00,82.923,120.734,82.923,82.923,117.541,125.018,124.374,122.961,82.923
2018-08-29 00:00:00,83.087,120.771,83.087,83.087,117.417,124.9,124.657,123.114,83.087
2018-08-30 00:00:00,82.878,121.01,82.878,82.878,117.747,125.03,124.968,123.691,82.878
2018-08-31 00:00:00,82.404,120.665,82.404,82.404,117.902,125.032,124.511,123.288,82.404
2018-09-04 00:00:00,82.852,119.903,82.852,82.852,117.3,124.625,123.463,122.516,82.852
2018-09-05 00:00:00,83.048,119.547,83.048,83.048,117.629,124.501,123.157,122.434,83.048
2018-09-06 00:00:00,82.556,119.834,82.556,82.556,117.7,124.639,123.538,122.598,82.556
2018-09-07 00:00:00,83.123,119.182,83.123,83.123,117.265,124.161,122.878,121.862,83.123
2018-09-10 00:00:00,83.288,119.685,83.288,83.288,117.506,124.227,123.272,122.05,83.288
2018-09-11 00:00:00,83.404,119.147,83.404,83.404,117.009,123.88,122.887,121.394,83.404
2018-09-12 00:00:00,84.448,119.451,84.448,84.448,117.077,123.943,123.338,121.624,84.448
2018-09-13 00:00:00,84.297,119.286,84.297,84.297,117.101,124.198,123.173,121.473,84.297
2018-09-14 00:00:00,84.048,119.199,84.048,84.048,116.897,123.813,123.249,121.636,84.048
2018-09-17 00:00:00,84.198,119.547,84.198,84.198,116.848,123.725,123.763,121.759,84.198
2018-09-18 00:00:00,84.425,118.504,84.425,84.425,116.035,123.009,122.623,120.841,84.425
2018-09-19 00:00:00,84.436,118.459,84.436,84.436,115.477,122.402,123.558,120.775,84.436
2018-09-20 00:00:00,85.368,118.361,85.368,85.368,115.821,122.621,122.987,120.678,85.368
2018-09-21 00:00:00,85.528,118.88,85.528,85.528,115.737,122.661,123.222,121.001,85.528
2018-09-24 00:00:00,86.006,118.595,86.006,86.006,115.715,122.495,122.93,120.725,86.006
2018-09-25 00:00:00,86.12,118.431,86.12,86.12,115.422,122.269,122.756,120.636,86.12
2018-09-26 00:00:00,85.998,119.084,85.998,85.998,115.684,122.793,123.614,121.353,85.998
2018-09-27 00:00:00,86.183,119.036,86.183,86.183,115.98,123.183,123.452,121.463,86.183
2018-09-28 00:00:00,86.456,118.937,86.456,86.456,116.093,123.111,123.356,121.37,86.456
2018-10-01 00:00:00,86.587,118.642,86.587,86.587,115.96,122.657,122.721,121.019,86.587
2018-10-02 00:00:00,86.203,118.858,86.203,86.203,115.901,122.932,123.102,121.039,86.203
2018-10-03 00:00:00,86.285,117.376,86.285,86.285,114.609,121.997,121.61,119.905,86.285
2018-10-04 00:00:00,84.875,117.087,84.875,84.875,113.789,120.899,121.405,119.504,84.875
2018-10-05 00:00:00,84.63,116.372,84.63,84.63,113.18,120.513,120.885,119.305,84.63
2018-10-09 00:00:00,84.498,116.842,84.498,84.498,113.449,120.703,121.279,119.489,84.498
2018-10-10 00:00:00,84.051,116.932,84.051,84.051,113.02,120.643,121.237,119.858,84.051
2018-10-11 00:00:00,83.405,117.06,83.405,83.405,113.886,121.309,121.393,119.974,83.405
2018-10-12 00:00:00,83.974,116.867,83.974,83.974,113.557,121.208,121.346,119.853,83.974
2018-10-15 00:00:00,84.002,117.048,84.002,84.002,113.518,121.248,121.323,120.016,84.002
2018-10-16 00:00:00,85.012,116.822,85.012,85.012,113.738,121.216,121.198,119.95,85.012
2018-10-17 00:00:00,84.929,116.162,84.929,84.929,113.593,121.091,120.414,119.327,84.929
2018-10-18 00:00:00,84.404,116.36,84.404,84.404,113.451,120.777,120.625,119.535,84.404
2018-10-19 00:00:00,84.576,116.003,84.576,84.576,113.248,120.655,120.148,119.264,84.576
2018-10-22 00:00:00,85.029,116.144,85.029,85.029,113.124,120.511,120.317,119.256,85.029
2018-10-23 00:00:00,83.36,115.916,83.36,83.36,113.308,120.739,119.672,118.997,83.36
2018-10-24 00:00:00,83.551,116.577,83.551,83.551,113.611,121.04,120.712,119.565,83.551
2018-10-25 00:00:00,82.869,116.498,82.869,82.869,113.567,120.994,120.443,119.662,82.869
2018-10-26 00:00:00,82.396,115.887,82.396,82.396,113.925,121.253,120.453,119.782,82.396
2018-10-29 00:00:00,81.578,115.929,81.578,81.578,113.674,121.061,120.521,119.584,81.578
2018-10-30 00:00:00,80.01,115.34,80.01,80.01,113.327,120.701,119.75,118.988,80.01
2018-10-31 00:00:00,80.447,115.105,80.447,80.447,112.933,120.364,119.729,118.745,80.447
2018-11-01 00:00:00,80.309,115.271,80.309,80.309,112.864,120.319,119.562,118.738,80.309
2018-11-02 00:00:00,79.735,114.408,79.735,79.735,112.148,119.587,119.038,117.872,79.735
2018-11-05 00:00:00,79.135,114.564,79.135,79.135,112.206,119.637,119.082,118.005,79.135
2018-11-06 00:00:00,78.803,114.652,78.803,78.803,112.191,119.658,119.33,118.054,78.803
2018-11-07 00:00:00,79.093,115.035,79.093,79.093,112.56,119.838,119.948,118.295,79.093
2018-11-08 00:00:00,79.045,115.093,79.045,79.045,112.392,119.658,119.597,118.376,79.045
2018-11-09 00:00:00,78.041,115.575,78.041,78.041,112.815,120.045,120.543,118.938,78.041
2018-11-13 00:00:00,75.594,115.846,75.594,75.594,113.243,120.371,120.156,119.244,75.594
2018-11-14 00:00:00,75.931,115.969,75.931,75.931,113.173,120.372,120.133,118.997,75.931
2018-11-15 00:00:00,74.077,115.728,74.077,74.077,113.118,120.408,119.996,118.89,74.077
2018-11-16 00:00:00,74.363,116.175,74.363,74.363,113.266,120.643,119.719,119.284,74.363
2018-11-19 00:00:00,70.462,116.032,70.462,70.462,113.559,120.938,120.378,118.839,70.462
2018-11-20 00:00:00,71.727,115.976,71.727,71.727,113.224,121.052,120.172,118.755,71.727
2018-11-21 00:00:00,73.299,115.816,73.299,73.299,113.041,120.973,120.396,118.522,73.299
2018-11-23 00:00:00,71.468,116.082,71.468,71.468,113.218,121.177,120.685,118.573,71.468
2018-11-26 00:00:00,71.922,115.588,71.922,71.922,113.187,121.01,120.637,118.645,71.922
2018-11-27 00:00:00,71.418,115.856,71.418,71.418,112.89,121.141,120.752,118.613,71.418
2018-11-28 00:00:00,72.097,115.673,72.097,72.097,112.356,120.872,120.132,118.197,72.097
2018-11-29 00:00:00,73.488,115.217,73.488,73.488,112.539,120.806,120.453,118.416,73.488
2018-11-30 00:00:00,72.339,115.606,72.339,72.339,112.43,120.913,120.141,118.833,72.339
2018-12-03 00:00:00,74.311,116.232,74.311,74.311,112.73,121.228,120.765,119.291,74.311
2018-12-04 00:00:00,73.072,117.215,73.072,73.072,113.724,122.347,121.325,120.257,73.072
2018-12-06 00:00:00,71.897,116.503,71.897,71.897,113.881,123.102,121.004,120.464,71.897
2018-12-07 00:00:00,74.125,117.258,74.125,74.125,113.834,123.002,121.881,120.895,74.125
2018-12-10 00:00:00,71.954,117.039,71.954,71.954,114.311,123.303,121.284,120.826,71.954
2018-12-11 00:00:00,73.044,117.117,73.044,73.044,114.51,123.031,121.271,120.953,73.044
2018-12-12 00:00:00,72.465,116.976,72.465,72.465,114.26,122.666,121.251,121.106,72.465
2018-12-13 00:00:00,73.019,116.923,73.019,73.019,114.138,122.711,121.292,120.976,73.019
2018-12-14 00:00:00,71.971,117.295,71.971,71.971,114.284,122.858,121.546,120.983,71.971
2018-12-17 00:00:00,71.423,118.032,71.423,71.423,114.765,123.136,121.93,121.611,71.423
2018-12-18 00:00:00,69.575,118.429,69.575,69.575,115.247,123.418,122.422,122.24,69.575
2018-12-19 00:00:00,68.786,119.242,68.786,68.786,115.961,123.944,123.16,123.159,68.786
2018-12-20 00:00:00,66.168,118.247,66.168,66.168,116.138,124.262,122.045,122.655,66.168
2018-12-21 00:00:00,65.458,118.318,65.458,65.458,115.865,123.988,122.561,122.597,65.458
2018-12-24 00:00:00,64.784,118.963,64.784,64.784,116.145,124.227,122.984,123.427,64.784
2018-12-26 00:00:00,66.402,117.729,66.402,66.402,115.778,123.254,121.854,122.28,66.402
2018-12-27 00:00:00,65.186,117.857,65.186,65.186,115.692,123.011,121.686,122.493,65.186
2018-12-28 00:00:00,67.3,118.521,67.3,67.3,115.486,123.142,122.06,123.017,67.3
2018-12-31 00:00:00,66.912,118.607,66.912,66.912,115.579,123.315,122.741,122.897,66.912
2019-01-02 00:00:00,68.425,119.411,68.425,68.425,116.007,123.484,123.301,123.738,68.425
2019-01-03 00:00:00,68.574,118.983,68.574,68.574,116.749,124.168,121.984,123.877,68.574
2019-01-04 00:00:00,71.89,117.973,71.89,71.89,115.934,123.315,121.08,123.179,71.89
2019-01-07 00:00:00,75.135,118.924,75.135,75.135,115.716,122.971,121.39,123.237,75.135
2019-01-08 00:00:00,76.105,117.322,76.105,76.105,115.411,122.732,121.782,122.817,76.105
2019-01-09 00:00:00,77.099,118.949,77.099,77.099,115.153,122.472,122.604,123.267,77.099
2019-01-10 00:00:00,76.167,117.401,76.167,76.167,114.852,122.163,122.208,122.633,76.167
2019-01-11 00:00:00,75.32,117.689,75.32,75.32,114.988,122.119,122.496,122.712,75.32
