,EH0970051 Corp,037411AR6 Corp,62912XAC8 Corp,292505AG9 Corp,62912XAC8 Corp_4,126650BJ8 Corp,881575AC8 Corp,881575AC8 Corp_7,00817YAG3 Corp,EH0970051 Corp_9,292505AG9 Corp_10
Company,Marks & Spencer PLC,Apache Corp,NGPL PipeCo LLC,Ovintiv Inc,NGPL PipeCo LLC,CVS Health Corp,Tesco PLC,Tesco PLC,Aetna Inc,Marks & Spencer PLC,Ovintiv Inc
Ticker,MARSPE,APA,NGPLCO,OVV,NGPLCO,CVS,TSCOLN,TSCOLN,AET,MARSPE,OVV
Rating,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-
Issue Date,2007-12-06 00:00:00,2007-01-26 00:00:00,2007-12-21 00:00:00,2007-12-04 00:00:00,2007-12-21 00:00:00,2007-05-25 00:00:00,2007-11-05 00:00:00,2007-11-05 00:00:00,2007-12-04 00:00:00,2007-12-06 00:00:00,2007-12-04 00:00:00
Maturity Date,2037-12-01 00:00:00,2037-01-15 00:00:00,2037-12-15 00:00:00,2038-02-01 00:00:00,2037-12-15 00:00:00,2027-06-01 00:00:00,2037-11-15 00:00:00,2037-11-15 00:00:00,2037-12-15 00:00:00,2037-12-01 00:00:00,2038-02-01 00:00:00
Coupon ,7.125,6,7.768,6.5,7.768,6.25,6.15,6.15,6.75,7.125,6.5
Tenor (days),10953,10947,10952,11017,10952,7312,10968,10968,10969,10953,11017
2017-01-27 00:00:00,82.569,82.569,82.569,82.569,82.569,82.569,82.569,82.569,82.569,82.569,82.569
2017-01-30 00:00:00,81.432,81.432,81.432,81.432,81.432,81.432,81.432,81.432,81.432,81.432,81.432
2017-01-31 00:00:00,80.878,80.878,80.878,80.878,80.878,80.878,80.878,80.878,80.878,80.878,80.878
2017-02-01 00:00:00,80.611,80.611,80.611,80.611,80.611,80.611,80.611,80.611,80.611,80.611,80.611
2017-02-02 00:00:00,80.55,80.55,80.55,80.55,80.55,80.55,80.55,80.55,80.55,80.55,80.55
2017-02-03 00:00:00,80.897,80.897,80.897,80.897,80.897,80.897,80.897,80.897,80.897,80.897,80.897
2017-02-06 00:00:00,80.578,80.578,80.578,80.578,80.578,80.578,80.578,80.578,80.578,80.578,80.578
2017-02-07 00:00:00,80.467,80.467,80.467,80.467,80.467,80.467,80.467,80.467,80.467,80.467,80.467
2017-02-08 00:00:00,79.494,79.494,79.494,79.494,79.494,79.494,79.494,79.494,79.494,79.494,79.494
2017-02-08 00:00:00,79.494,79.494,79.494,79.494,100.569,79.494,79.494,79.494,79.494,79.494,79.494
2017-02-08 00:00:00,79.494,79.494,100.569,79.494,79.494,79.494,79.494,79.494,79.494,79.494,79.494
2017-02-08 00:00:00,79.494,79.494,100.569,79.494,100.569,79.494,79.494,79.494,79.494,79.494,79.494
2017-02-09 00:00:00,79.201,79.201,79.201,79.201,79.201,79.201,79.201,79.201,79.201,79.201,79.201
2017-02-10 00:00:00,79.828,79.828,79.828,79.828,79.828,79.828,79.828,79.828,79.828,79.828,79.828
2017-02-13 00:00:00,79.611,79.611,79.611,79.611,79.611,79.611,79.611,79.611,79.611,79.611,79.611
2017-02-14 00:00:00,80.085,80.085,80.085,80.085,80.085,80.085,80.085,80.085,80.085,80.085,80.085
2017-02-15 00:00:00,79.534,79.534,79.534,79.534,79.534,79.534,79.534,79.534,79.534,79.534,79.534
2017-02-16 00:00:00,79.15,79.15,79.15,79.15,79.15,79.15,79.15,79.15,79.15,79.15,79.15
2017-02-17 00:00:00,79.345,79.345,79.345,79.345,79.345,79.345,79.345,79.345,79.345,79.345,79.345
2017-02-21 00:00:00,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895
2017-02-22 00:00:00,80.129,80.129,80.129,80.129,80.129,80.129,80.129,80.129,80.129,80.129,80.129
2017-02-23 00:00:00,82.255,82.255,82.255,82.255,82.255,82.255,82.255,82.255,82.255,82.255,82.255
2017-02-24 00:00:00,83.069,83.069,83.069,83.069,83.069,83.069,83.069,83.069,83.069,83.069,83.069
2017-02-27 00:00:00,82.26,82.26,82.26,82.26,82.26,82.26,82.26,82.26,82.26,82.26,82.26
2017-02-28 00:00:00,81.263,81.263,81.263,81.263,81.263,81.263,81.263,81.263,81.263,81.263,81.263
2017-03-01 00:00:00,82.633,82.633,82.633,82.633,82.633,82.633,82.633,82.633,82.633,82.633,82.633
2017-03-02 00:00:00,81.92,81.92,81.92,81.92,81.92,81.92,81.92,81.92,81.92,81.92,81.92
2017-03-03 00:00:00,81.719,81.719,81.719,81.719,81.719,81.719,81.719,81.719,81.719,81.719,81.719
2017-03-06 00:00:00,81.031,81.031,81.031,81.031,81.031,81.031,81.031,81.031,81.031,81.031,81.031
2017-03-07 00:00:00,79.439,79.439,79.439,79.439,79.439,79.439,79.439,79.439,79.439,79.439,79.439
2017-03-08 00:00:00,77.141,77.141,77.141,77.141,77.141,77.141,77.141,77.141,77.141,77.141,77.141
2017-03-09 00:00:00,75.816,75.816,75.816,75.816,75.816,75.816,75.816,75.816,75.816,75.816,75.816
2017-03-10 00:00:00,77.194,77.194,77.194,77.194,77.194,77.194,77.194,77.194,77.194,77.194,77.194
2017-03-13 00:00:00,78.029,78.029,78.029,78.029,78.029,78.029,78.029,78.029,78.029,78.029,78.029
2017-03-14 00:00:00,76.939,76.939,76.939,76.939,76.939,76.939,76.939,76.939,76.939,76.939,76.939
2017-03-15 00:00:00,80.539,80.539,80.539,80.539,80.539,80.539,80.539,80.539,80.539,80.539,80.539
2017-03-16 00:00:00,79.461,79.461,79.461,79.461,79.461,79.461,79.461,79.461,79.461,79.461,79.461
2017-03-17 00:00:00,79.994,79.994,79.994,79.994,79.994,79.994,79.994,79.994,79.994,79.994,79.994
2017-03-20 00:00:00,78.953,78.953,78.953,78.953,78.953,78.953,78.953,78.953,78.953,78.953,78.953
2017-03-21 00:00:00,77.416,77.416,77.416,77.416,77.416,77.416,77.416,77.416,77.416,77.416,77.416
2017-03-22 00:00:00,76.75,76.75,76.75,76.75,76.75,76.75,76.75,76.75,76.75,76.75,76.75
2017-03-23 00:00:00,77.333,77.333,77.333,77.333,77.333,77.333,77.333,77.333,77.333,77.333,77.333
2017-03-24 00:00:00,78.663,78.663,78.663,78.663,78.663,78.663,78.663,78.663,78.663,78.663,78.663
2017-03-27 00:00:00,77.978,77.978,77.978,77.978,77.978,77.978,77.978,77.978,77.978,77.978,77.978
2017-03-28 00:00:00,79.137,79.137,79.137,79.137,79.137,79.137,79.137,79.137,79.137,79.137,79.137
2017-03-29 00:00:00,81.636,81.636,81.636,81.636,81.636,81.636,81.636,81.636,81.636,81.636,81.636
2017-03-30 00:00:00,82.611,82.611,82.611,82.611,82.611,82.611,82.611,82.611,82.611,82.611,82.611
2017-03-31 00:00:00,82.629,82.629,82.629,82.629,82.629,82.629,82.629,82.629,82.629,82.629,82.629
2017-04-03 00:00:00,82.843,82.843,82.843,82.843,82.843,82.843,82.843,82.843,82.843,82.843,82.843
2017-04-04 00:00:00,82.811,82.811,82.811,82.811,82.811,82.811,82.811,82.811,82.811,82.811,82.811
2017-04-05 00:00:00,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605
2017-04-06 00:00:00,82.624,82.624,82.624,82.624,82.624,82.624,82.624,82.624,82.624,82.624,82.624
2017-04-07 00:00:00,82.575,82.575,82.575,82.575,82.575,82.575,82.575,82.575,82.575,82.575,82.575
2017-04-10 00:00:00,82.894,82.894,82.894,82.894,82.894,82.894,82.894,82.894,82.894,82.894,82.894
2017-04-11 00:00:00,82.244,82.244,82.244,82.244,82.244,82.244,82.244,82.244,82.244,82.244,82.244
2017-04-12 00:00:00,82.285,82.285,82.285,82.285,82.285,82.285,82.285,82.285,82.285,82.285,82.285
2017-04-13 00:00:00,81.601,81.601,81.601,81.601,81.601,81.601,81.601,81.601,81.601,81.601,81.601
2017-04-17 00:00:00,81.085,81.085,81.085,81.085,81.085,81.085,81.085,81.085,81.085,81.085,81.085
2017-04-18 00:00:00,80.499,80.499,80.499,80.499,80.499,80.499,80.499,80.499,80.499,80.499,80.499
2017-04-19 00:00:00,78.981,78.981,78.981,78.981,78.981,78.981,78.981,78.981,78.981,78.981,78.981
2017-04-20 00:00:00,79.315,79.315,79.315,79.315,79.315,79.315,79.315,79.315,79.315,79.315,79.315
2017-04-21 00:00:00,78.702,78.702,78.702,78.702,78.702,78.702,78.702,78.702,78.702,78.702,78.702
2017-04-24 00:00:00,78.389,78.389,78.389,78.389,78.389,78.389,78.389,78.389,78.389,78.389,78.389
2017-04-25 00:00:00,79.897,79.897,79.897,79.897,79.897,79.897,79.897,79.897,79.897,79.897,79.897
2017-04-26 00:00:00,80.641,80.641,80.641,80.641,80.641,80.641,80.641,80.641,80.641,80.641,80.641
2017-04-27 00:00:00,79.247,79.247,79.247,79.247,79.247,79.247,79.247,79.247,79.247,79.247,79.247
2017-04-28 00:00:00,80.569,80.569,80.569,80.569,80.569,80.569,80.569,80.569,80.569,80.569,80.569
2017-05-01 00:00:00,80.078,80.078,80.078,80.078,80.078,80.078,80.078,80.078,80.078,80.078,80.078
2017-05-02 00:00:00,79.621,79.621,79.621,79.621,79.621,79.621,79.621,79.621,79.621,79.621,79.621
2017-05-03 00:00:00,79.802,79.802,79.802,79.802,79.802,79.802,79.802,79.802,79.802,79.802,79.802
2017-05-04 00:00:00,77.876,77.876,77.876,77.876,77.876,77.876,77.876,77.876,77.876,77.876,77.876
2017-05-05 00:00:00,78.061,78.061,78.061,78.061,78.061,78.061,78.061,78.061,78.061,78.061,78.061
2017-05-08 00:00:00,77.404,77.404,77.404,77.404,77.404,77.404,77.404,77.404,77.404,77.404,77.404
2017-05-09 00:00:00,77.138,77.138,77.138,77.138,77.138,77.138,77.138,77.138,77.138,77.138,77.138
2017-05-10 00:00:00,78.621,78.621,78.621,78.621,78.621,78.621,78.621,78.621,78.621,78.621,78.621
2017-05-11 00:00:00,79.256,79.256,79.256,79.256,79.256,79.256,79.256,79.256,79.256,79.256,79.256
2017-05-12 00:00:00,78.636,78.636,78.636,78.636,78.636,78.636,78.636,78.636,78.636,78.636,78.636
2017-05-15 00:00:00,79.473,79.473,79.473,79.473,79.473,79.473,79.473,79.473,79.473,79.473,79.473
2017-05-16 00:00:00,79.476,79.476,79.476,79.476,79.476,79.476,79.476,79.476,79.476,79.476,79.476
2017-05-17 00:00:00,78.56,78.56,78.56,78.56,78.56,78.56,78.56,78.56,78.56,78.56,78.56
2017-05-18 00:00:00,77.552,77.552,77.552,77.552,77.552,77.552,77.552,77.552,77.552,77.552,77.552
2017-05-19 00:00:00,78.407,78.407,78.407,78.407,78.407,78.407,78.407,78.407,78.407,78.407,78.407
2017-05-22 00:00:00,78.693,78.693,78.693,78.693,78.693,78.693,78.693,78.693,78.693,78.693,78.693
2017-05-23 00:00:00,78.753,78.753,78.753,78.753,78.753,78.753,78.753,78.753,78.753,78.753,78.753
2017-05-24 00:00:00,78.916,78.916,78.916,78.916,78.916,78.916,78.916,78.916,78.916,78.916,78.916
2017-05-25 00:00:00,77.482,77.482,77.482,77.482,77.482,77.482,77.482,77.482,77.482,77.482,77.482
2017-05-26 00:00:00,77.935,77.935,77.935,77.935,77.935,77.935,77.935,77.935,77.935,77.935,77.935
2017-05-30 00:00:00,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2
2017-05-31 00:00:00,77.789,77.789,77.789,77.789,77.789,77.789,77.789,77.789,77.789,77.789,77.789
2017-06-01 00:00:00,78.047,78.047,78.047,78.047,78.047,78.047,78.047,78.047,78.047,78.047,78.047
2017-06-02 00:00:00,77.623,77.623,77.623,77.623,77.623,77.623,77.623,77.623,77.623,77.623,77.623
2017-06-05 00:00:00,77.065,77.065,77.065,77.065,77.065,77.065,77.065,77.065,77.065,77.065,77.065
2017-06-06 00:00:00,76.859,76.859,76.859,76.859,76.859,76.859,76.859,76.859,76.859,76.859,76.859
2017-06-07 00:00:00,75.385,75.385,75.385,75.385,75.385,75.385,75.385,75.385,75.385,75.385,75.385
2017-06-08 00:00:00,74.379,74.379,74.379,74.379,74.379,74.379,74.379,74.379,74.379,74.379,74.379
2017-06-09 00:00:00,75.271,75.271,75.271,75.271,75.271,75.271,75.271,75.271,75.271,75.271,75.271
2017-06-12 00:00:00,75.307,75.307,75.307,75.307,75.307,75.307,75.307,75.307,75.307,75.307,75.307
2017-06-13 00:00:00,76.267,76.267,76.267,76.267,76.267,76.267,76.267,76.267,76.267,76.267,76.267
2017-06-14 00:00:00,76.308,76.308,76.308,76.308,76.308,76.308,76.308,76.308,76.308,76.308,76.308
2017-06-15 00:00:00,74.626,74.626,74.626,74.626,74.626,74.626,74.626,74.626,74.626,74.626,74.626
2017-06-16 00:00:00,73.873,73.873,73.873,73.873,73.873,73.873,73.873,73.873,73.873,73.873,73.873
2017-06-19 00:00:00,74.055,74.055,74.055,74.055,74.055,74.055,74.055,74.055,74.055,74.055,74.055
2017-06-20 00:00:00,72.136,72.136,72.136,72.136,72.136,72.136,72.136,72.136,72.136,72.136,72.136
2017-06-21 00:00:00,69.973,69.973,69.973,69.973,69.973,69.973,69.973,69.973,69.973,69.973,69.973
2017-06-22 00:00:00,70.636,70.636,70.636,70.636,70.636,70.636,70.636,70.636,70.636,70.636,70.636
2017-06-23 00:00:00,70.835,70.835,70.835,70.835,70.835,70.835,70.835,70.835,70.835,70.835,70.835
2017-06-26 00:00:00,71.905,71.905,71.905,71.905,71.905,71.905,71.905,71.905,71.905,71.905,71.905
2017-06-27 00:00:00,73.641,73.641,73.641,73.641,73.641,73.641,73.641,73.641,73.641,73.641,73.641
2017-06-28 00:00:00,73.46,73.46,73.46,73.46,73.46,73.46,73.46,73.46,73.46,73.46,73.46
2017-06-29 00:00:00,72.94,72.94,72.94,72.94,72.94,72.94,72.94,72.94,72.94,72.94,72.94
2017-06-30 00:00:00,72.975,72.975,72.975,72.975,72.975,72.975,72.975,72.975,72.975,72.975,72.975
2017-07-03 00:00:00,73.187,73.187,73.187,73.187,73.187,73.187,73.187,73.187,73.187,73.187,73.187
2017-07-05 00:00:00,72.496,72.496,72.496,72.496,72.496,72.496,72.496,72.496,72.496,72.496,72.496
2017-07-06 00:00:00,72.429,72.429,72.429,72.429,72.429,72.429,72.429,72.429,72.429,72.429,72.429
2017-07-07 00:00:00,71.985,71.985,71.985,71.985,71.985,71.985,71.985,71.985,71.985,71.985,71.985
2017-07-10 00:00:00,71.829,71.829,71.829,71.829,71.829,71.829,71.829,71.829,71.829,71.829,71.829
2017-07-11 00:00:00,72.204,72.204,72.204,72.204,72.204,72.204,72.204,72.204,72.204,72.204,72.204
2017-07-12 00:00:00,73.304,73.304,73.304,73.304,73.304,73.304,73.304,73.304,73.304,73.304,73.304
2017-07-13 00:00:00,73.363,73.363,73.363,73.363,73.363,73.363,73.363,73.363,73.363,73.363,73.363
2017-07-14 00:00:00,73.939,73.939,73.939,73.939,73.939,73.939,73.939,73.939,73.939,73.939,73.939
2017-07-17 00:00:00,73.523,73.523,73.523,73.523,73.523,73.523,73.523,73.523,73.523,73.523,73.523
2017-07-18 00:00:00,73.759,73.759,73.759,73.759,73.759,73.759,73.759,73.759,73.759,73.759,73.759
2017-07-19 00:00:00,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256
2017-07-20 00:00:00,74.658,74.658,74.658,74.658,74.658,74.658,74.658,74.658,74.658,74.658,74.658
2017-07-21 00:00:00,73.409,73.409,73.409,73.409,73.409,73.409,73.409,73.409,73.409,73.409,73.409
2017-07-24 00:00:00,73.215,73.215,73.215,73.215,73.215,73.215,73.215,73.215,73.215,73.215,73.215
2017-07-25 00:00:00,74.387,74.387,74.387,74.387,74.387,74.387,74.387,74.387,74.387,74.387,74.387
2017-07-26 00:00:00,74.591,74.591,74.591,74.591,74.591,74.591,74.591,74.591,74.591,74.591,74.591
2017-07-27 00:00:00,74.115,74.115,74.115,74.115,74.115,74.115,74.115,74.115,74.115,74.115,74.115
2017-07-28 00:00:00,74.197,74.197,74.197,74.197,74.197,74.197,74.197,74.197,74.197,74.197,74.197
2017-07-31 00:00:00,74.518,74.518,74.518,74.518,74.518,74.518,74.518,74.518,74.518,74.518,74.518
2017-08-01 00:00:00,73.997,73.997,73.997,73.997,73.997,73.997,73.997,73.997,73.997,73.997,73.997
2017-08-02 00:00:00,74.379,74.379,74.379,74.379,74.379,74.379,74.379,74.379,74.379,74.379,74.379
2017-08-03 00:00:00,75.084,75.084,75.084,75.084,75.084,75.084,75.084,75.084,75.084,75.084,75.084
2017-08-04 00:00:00,75.442,75.442,75.442,75.442,75.442,75.442,75.442,75.442,75.442,75.442,75.442
2017-08-07 00:00:00,75.401,75.401,75.401,75.401,75.401,75.401,75.401,75.401,75.401,75.401,75.401
2017-08-08 00:00:00,75.304,75.304,75.304,75.304,75.304,75.304,75.304,75.304,75.304,75.304,75.304
2017-08-09 00:00:00,74.69,74.69,74.69,74.69,74.69,74.69,74.69,74.69,74.69,74.69,74.69
2017-08-10 00:00:00,74.483,74.483,74.483,74.483,74.483,74.483,74.483,74.483,74.483,74.483,74.483
2017-08-11 00:00:00,74.462,74.462,74.462,74.462,74.462,74.462,74.462,74.462,74.462,74.462,74.462
2017-08-14 00:00:00,74.619,74.619,74.619,74.619,74.619,74.619,74.619,74.619,74.619,74.619,74.619
2017-08-15 00:00:00,75.298,75.298,75.298,75.298,75.298,75.298,75.298,75.298,75.298,75.298,75.298
2017-08-16 00:00:00,76.267,76.267,76.267,76.267,76.267,76.267,76.267,76.267,76.267,76.267,76.267
2017-08-17 00:00:00,76.373,76.373,76.373,76.373,76.373,76.373,76.373,76.373,76.373,76.373,76.373
2017-08-18 00:00:00,76.418,76.418,76.418,76.418,76.418,76.418,76.418,76.418,76.418,76.418,76.418
2017-08-21 00:00:00,76.36,76.36,76.36,76.36,76.36,76.36,76.36,76.36,76.36,76.36,76.36
2017-08-22 00:00:00,76.835,76.835,76.835,76.835,76.835,76.835,76.835,76.835,76.835,76.835,76.835
2017-08-23 00:00:00,76.426,76.426,76.426,76.426,76.426,76.426,76.426,76.426,76.426,76.426,76.426
2017-08-24 00:00:00,76.39,76.39,76.39,76.39,76.39,76.39,76.39,76.39,76.39,76.39,76.39
2017-08-25 00:00:00,76.849,76.849,76.849,76.849,76.849,76.849,76.849,76.849,76.849,76.849,76.849
2017-08-28 00:00:00,76.385,76.385,76.385,76.385,76.385,76.385,76.385,76.385,76.385,76.385,76.385
2017-08-29 00:00:00,76.462,76.462,76.462,76.462,76.462,76.462,76.462,76.462,76.462,76.462,76.462
2017-08-30 00:00:00,76.345,76.345,76.345,76.345,76.345,76.345,76.345,76.345,76.345,76.345,76.345
2017-08-31 00:00:00,76.679,76.679,76.679,76.679,76.679,76.679,76.679,76.679,76.679,76.679,76.679
2017-09-01 00:00:00,76.866,76.866,76.866,76.866,76.866,76.866,76.866,76.866,76.866,76.866,76.866
2017-09-05 00:00:00,77.207,77.207,77.207,77.207,77.207,77.207,77.207,77.207,77.207,77.207,77.207
2017-09-06 00:00:00,77.951,77.951,77.951,77.951,77.951,77.951,77.951,77.951,77.951,77.951,77.951
2017-09-07 00:00:00,78.388,78.388,78.388,78.388,78.388,78.388,78.388,78.388,78.388,78.388,78.388
2017-09-08 00:00:00,77.959,77.959,77.959,77.959,77.959,77.959,77.959,77.959,77.959,77.959,77.959
2017-09-11 00:00:00,78.114,78.114,78.114,78.114,78.114,78.114,78.114,78.114,78.114,78.114,78.114
2017-09-12 00:00:00,78.327,78.327,78.327,78.327,78.327,78.327,78.327,78.327,78.327,78.327,78.327
2017-09-13 00:00:00,80.073,80.073,80.073,80.073,80.073,80.073,80.073,80.073,80.073,80.073,80.073
2017-09-14 00:00:00,81.722,81.722,81.722,81.722,81.722,81.722,81.722,81.722,81.722,81.722,81.722
2017-09-15 00:00:00,80.588,80.588,80.588,80.588,80.588,80.588,80.588,80.588,80.588,80.588,80.588
2017-09-18 00:00:00,80.638,80.638,80.638,80.638,80.638,80.638,80.638,80.638,80.638,80.638,80.638
2017-09-19 00:00:00,80.71,80.71,80.71,80.71,80.71,80.71,80.71,80.71,80.71,80.71,80.71
2017-09-20 00:00:00,81.134,81.134,81.134,81.134,81.134,81.134,81.134,81.134,81.134,81.134,81.134
2017-09-21 00:00:00,80.725,80.725,80.725,80.725,80.725,80.725,80.725,80.725,80.725,80.725,80.725
2017-09-22 00:00:00,80.207,80.207,80.207,80.207,80.207,80.207,80.207,80.207,80.207,80.207,80.207
2017-09-25 00:00:00,81.097,81.097,81.097,81.097,81.097,81.097,81.097,81.097,81.097,81.097,81.097
2017-09-26 00:00:00,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714
2017-09-27 00:00:00,82.015,82.015,82.015,82.015,82.015,82.015,82.015,82.015,82.015,82.015,82.015
2017-09-28 00:00:00,81.817,81.817,81.817,81.817,81.817,81.817,81.817,81.817,81.817,81.817,81.817
2017-09-29 00:00:00,82.318,82.318,82.318,82.318,82.318,82.318,82.318,82.318,82.318,82.318,82.318
2017-10-02 00:00:00,81.746,81.746,81.746,81.746,81.746,81.746,81.746,81.746,81.746,81.746,81.746
2017-10-03 00:00:00,81.772,81.772,81.772,81.772,81.772,81.772,81.772,81.772,81.772,81.772,81.772
2017-10-04 00:00:00,82.217,82.217,82.217,82.217,82.217,82.217,82.217,82.217,82.217,82.217,82.217
2017-10-05 00:00:00,82.317,82.317,82.317,82.317,82.317,82.317,82.317,82.317,82.317,82.317,82.317
2017-10-06 00:00:00,82.116,82.116,82.116,82.116,82.116,82.116,82.116,82.116,82.116,82.116,82.116
2017-10-10 00:00:00,81.984,81.984,81.984,81.984,81.984,81.984,81.984,81.984,81.984,81.984,81.984
2017-10-11 00:00:00,82.062,82.062,82.062,82.062,82.062,82.062,82.062,82.062,82.062,82.062,82.062
2017-10-12 00:00:00,81.845,81.845,81.845,81.845,81.845,81.845,81.845,81.845,81.845,81.845,81.845
2017-10-13 00:00:00,81.852,81.852,81.852,81.852,81.852,81.852,81.852,81.852,81.852,81.852,81.852
2017-10-16 00:00:00,82.164,82.164,82.164,82.164,82.164,82.164,82.164,82.164,82.164,82.164,82.164
2017-10-17 00:00:00,82.208,82.208,82.208,82.208,82.208,82.208,82.208,82.208,82.208,82.208,82.208
2017-10-18 00:00:00,82.247,82.247,82.247,82.247,82.247,82.247,82.247,82.247,82.247,82.247,82.247
2017-10-19 00:00:00,82.155,82.155,82.155,82.155,82.155,82.155,82.155,82.155,82.155,82.155,82.155
2017-10-20 00:00:00,81.883,81.883,81.883,81.883,81.883,81.883,81.883,81.883,81.883,81.883,81.883
2017-10-23 00:00:00,81.985,81.985,81.985,81.985,81.985,81.985,81.985,81.985,81.985,81.985,81.985
2017-10-24 00:00:00,81.864,81.864,81.864,81.864,81.864,81.864,81.864,81.864,81.864,81.864,81.864
2017-10-25 00:00:00,81.321,81.321,81.321,81.321,81.321,81.321,81.321,81.321,81.321,81.321,81.321
2017-10-26 00:00:00,80.963,80.963,80.963,80.963,80.963,80.963,80.963,80.963,80.963,80.963,80.963
2017-10-27 00:00:00,81.078,81.078,81.078,81.078,81.078,81.078,81.078,81.078,81.078,81.078,81.078
2017-10-30 00:00:00,80.802,80.802,80.802,80.802,80.802,80.802,80.802,80.802,80.802,80.802,80.802
2017-10-31 00:00:00,81.257,81.257,81.257,81.257,81.257,81.257,81.257,81.257,81.257,81.257,81.257
2017-11-01 00:00:00,82.458,82.458,82.458,82.458,82.458,82.458,82.458,82.458,82.458,82.458,82.458
2017-11-02 00:00:00,82.806,82.806,82.806,82.806,82.806,82.806,82.806,82.806,82.806,82.806,82.806
2017-11-03 00:00:00,82.652,82.652,82.652,82.652,82.652,82.652,82.652,82.652,82.652,82.652,82.652
2017-11-06 00:00:00,82.976,82.976,82.976,82.976,82.976,82.976,82.976,82.976,82.976,82.976,82.976
2017-11-07 00:00:00,82.705,82.705,82.705,82.705,82.705,82.705,82.705,82.705,82.705,82.705,82.705
2017-11-08 00:00:00,82.007,82.007,82.007,82.007,82.007,82.007,82.007,82.007,82.007,82.007,82.007
2017-11-09 00:00:00,81.135,81.135,81.135,81.135,81.135,81.135,81.135,81.135,81.135,81.135,81.135
2017-11-10 00:00:00,81.336,81.336,81.336,81.336,81.336,81.336,81.336,81.336,81.336,81.336,81.336
2017-11-13 00:00:00,81.459,81.459,81.459,81.459,81.459,81.459,81.459,81.459,81.459,81.459,81.459
2017-11-14 00:00:00,79.951,79.951,79.951,79.951,79.951,79.951,79.951,79.951,79.951,79.951,79.951
2017-11-15 00:00:00,77.873,77.873,77.873,77.873,77.873,77.873,77.873,77.873,77.873,77.873,77.873
2017-11-16 00:00:00,79.075,79.075,79.075,79.075,79.075,79.075,79.075,79.075,79.075,79.075,79.075
2017-11-17 00:00:00,79.967,79.967,79.967,79.967,79.967,79.967,79.967,79.967,79.967,79.967,79.967
2017-11-20 00:00:00,79.612,79.612,79.612,79.612,79.612,79.612,79.612,79.612,79.612,79.612,79.612
2017-11-21 00:00:00,79.707,79.707,79.707,79.707,79.707,79.707,79.707,79.707,79.707,79.707,79.707
2017-11-22 00:00:00,80.31,80.31,80.31,80.31,80.31,80.31,80.31,80.31,80.31,80.31,80.31
2017-11-24 00:00:00,80.692,80.692,80.692,80.692,80.692,80.692,80.692,80.692,80.692,80.692,80.692
2017-11-27 00:00:00,80.303,80.303,80.303,80.303,80.303,80.303,80.303,80.303,80.303,80.303,80.303
2017-11-28 00:00:00,80.219,80.219,80.219,80.219,80.219,80.219,80.219,80.219,80.219,80.219,80.219
2017-11-29 00:00:00,80.182,80.182,80.182,80.182,80.182,80.182,80.182,80.182,80.182,80.182,80.182
2017-11-30 00:00:00,80.146,80.146,80.146,80.146,80.146,80.146,80.146,80.146,80.146,80.146,80.146
2017-12-01 00:00:00,80.936,80.936,80.936,80.936,80.936,80.936,80.936,80.936,80.936,80.936,80.936
2017-12-04 00:00:00,81.393,81.393,81.393,81.393,81.393,81.393,81.393,81.393,81.393,81.393,81.393
2017-12-05 00:00:00,82.232,82.232,82.232,82.232,82.232,82.232,82.232,82.232,82.232,82.232,82.232
2017-12-06 00:00:00,81.491,81.491,81.491,81.491,81.491,81.491,81.491,81.491,81.491,81.491,81.491
2017-12-07 00:00:00,81.39,81.39,81.39,81.39,81.39,81.39,81.39,81.39,81.39,81.39,81.39
2017-12-08 00:00:00,81.556,81.556,81.556,81.556,81.556,81.556,81.556,81.556,81.556,81.556,81.556
2017-12-11 00:00:00,81.183,81.183,81.183,81.183,81.183,81.183,81.183,81.183,81.183,81.183,81.183
2017-12-12 00:00:00,81.515,81.515,81.515,81.515,81.515,81.515,81.515,81.515,81.515,81.515,81.515
2017-12-13 00:00:00,81.541,81.541,81.541,81.541,81.541,81.541,81.541,81.541,81.541,81.541,81.541
2017-12-14 00:00:00,81.511,81.511,81.511,81.511,81.511,81.511,81.511,81.511,81.511,81.511,81.511
2017-12-15 00:00:00,81.073,81.073,81.073,81.073,81.073,81.073,81.073,81.073,81.073,81.073,81.073
2017-12-18 00:00:00,80.759,80.759,80.759,80.759,80.759,80.759,80.759,80.759,80.759,80.759,80.759
2017-12-19 00:00:00,80.468,80.468,80.468,80.468,80.468,80.468,80.468,80.468,80.468,80.468,80.468
2017-12-20 00:00:00,80.307,80.307,80.307,80.307,80.307,80.307,80.307,80.307,80.307,80.307,80.307
2017-12-21 00:00:00,80.369,80.369,80.369,80.369,80.369,80.369,80.369,80.369,80.369,80.369,80.369
2017-12-22 00:00:00,79.986,79.986,79.986,79.986,79.986,79.986,79.986,79.986,79.986,79.986,79.986
