,EH0970051 Corp,037411AR6 Corp,62912XAC8 Corp,292505AG9 Corp,62912XAC8 Corp_4,126650BJ8 Corp,881575AC8 Corp,881575AC8 Corp_7,00817YAG3 Corp,EH0970051 Corp_9,292505AG9 Corp_10
Company,Marks & Spencer PLC,Apache Corp,NGPL PipeCo LLC,Ovintiv Inc,NGPL PipeCo LLC,CVS Health Corp,Tesco PLC,Tesco PLC,Aetna Inc,Marks & Spencer PLC,Ovintiv Inc
Ticker,MARSPE,APA,NGPLCO,OVV,NGPLCO,CVS,TSCOLN,TSCOLN,AET,MARSPE,OVV
Rating,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-
Issue Date,2007-12-06 00:00:00,2007-01-26 00:00:00,2007-12-21 00:00:00,2007-12-04 00:00:00,2007-12-21 00:00:00,2007-05-25 00:00:00,2007-11-05 00:00:00,2007-11-05 00:00:00,2007-12-04 00:00:00,2007-12-06 00:00:00,2007-12-04 00:00:00
Maturity Date,2037-12-01 00:00:00,2037-01-15 00:00:00,2037-12-15 00:00:00,2038-02-01 00:00:00,2037-12-15 00:00:00,2027-06-01 00:00:00,2037-11-15 00:00:00,2037-11-15 00:00:00,2037-12-15 00:00:00,2037-12-01 00:00:00,2038-02-01 00:00:00
Coupon ,7.125,6,7.768,6.5,7.768,6.25,6.15,6.15,6.75,7.125,6.5
Tenor (days),10953,10947,10952,11017,10952,7312,10968,10968,10969,10953,11017
2019-12-23 00:00:00,72.306,72.306,72.306,72.306,72.306,72.306,72.306,72.306,72.306,72.306,72.306
2019-12-24 00:00:00,72.219,72.219,72.219,72.219,72.219,72.219,72.219,72.219,72.219,72.219,72.219
2019-12-26 00:00:00,71.819,71.819,71.819,71.819,71.819,71.819,71.819,71.819,71.819,71.819,71.819
2019-12-27 00:00:00,71.563,71.563,71.563,71.563,71.563,71.563,71.563,71.563,71.563,71.563,71.563
2019-12-30 00:00:00,72.059,72.059,72.059,72.059,72.059,72.059,72.059,72.059,72.059,72.059,72.059
2019-12-31 00:00:00,71.56,71.56,71.56,71.56,71.56,71.56,71.56,71.56,71.56,71.56,71.56
2020-01-02 00:00:00,71.637,71.637,71.637,71.637,71.637,71.637,71.637,71.637,71.637,71.637,71.637
2020-01-03 00:00:00,74.254,74.254,74.254,74.254,74.254,74.254,74.254,74.254,74.254,74.254,74.254
2020-01-06 00:00:00,72.949,72.949,72.949,72.949,72.949,72.949,72.949,72.949,72.949,72.949,72.949
2020-01-07 00:00:00,73.325,73.325,73.325,73.325,73.325,73.325,73.325,73.325,73.325,73.325,73.325
2020-01-08 00:00:00,71.372,71.372,71.372,71.372,71.372,71.372,71.372,71.372,71.372,71.372,71.372
2020-01-09 00:00:00,73.499,73.499,73.499,73.499,73.499,73.499,73.499,73.499,73.499,73.499,73.499
2020-01-10 00:00:00,71.803,71.803,71.803,71.803,71.803,71.803,71.803,71.803,71.803,71.803,71.803
2020-01-13 00:00:00,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8
2020-01-14 00:00:00,70.879,70.879,70.879,70.879,70.879,70.879,70.879,70.879,70.879,70.879,70.879
2020-01-15 00:00:00,70.816,70.816,70.816,70.816,70.816,70.816,70.816,70.816,70.816,70.816,70.816
2020-01-16 00:00:00,70.904,70.904,70.904,70.904,70.904,70.904,70.904,70.904,70.904,70.904,70.904
2020-01-17 00:00:00,71.031,71.031,71.031,71.031,71.031,71.031,71.031,71.031,71.031,71.031,71.031
2020-01-21 00:00:00,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724,70.724
2020-01-22 00:00:00,68.82,68.82,68.82,68.82,68.82,68.82,68.82,68.82,68.82,68.82,68.82
2020-01-23 00:00:00,68.523,68.523,68.523,68.523,68.523,68.523,68.523,68.523,68.523,68.523,68.523
2020-01-24 00:00:00,66.994,66.994,66.994,66.994,66.994,66.994,66.994,66.994,66.994,66.994,66.994
2020-01-27 00:00:00,64.919,64.919,64.919,64.919,64.919,64.919,64.919,64.919,64.919,64.919,64.919
2020-01-28 00:00:00,66.357,66.357,66.357,66.357,66.357,66.357,66.357,66.357,66.357,66.357,66.357
2020-01-29 00:00:00,66.571,66.571,66.571,66.571,66.571,66.571,66.571,66.571,66.571,66.571,66.571
2020-01-30 00:00:00,64.98,64.98,64.98,64.98,64.98,64.98,64.98,64.98,64.98,64.98,64.98
2020-01-31 00:00:00,65.012,65.012,65.012,65.012,65.012,65.012,65.012,65.012,65.012,65.012,65.012
2020-02-03 00:00:00,63.901,63.901,63.901,63.901,63.901,63.901,63.901,63.901,63.901,63.901,63.901
2020-02-04 00:00:00,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87
2020-02-05 00:00:00,65.844,65.844,65.844,65.844,65.844,65.844,65.844,65.844,65.844,65.844,65.844
2020-02-06 00:00:00,66.043,66.043,66.043,66.043,66.043,66.043,66.043,66.043,66.043,66.043,66.043
2020-02-07 00:00:00,65.991,65.991,65.991,65.991,65.991,65.991,65.991,65.991,65.991,65.991,65.991
2020-02-10 00:00:00,65.581,65.581,65.581,65.581,65.581,65.581,65.581,65.581,65.581,65.581,65.581
2020-02-11 00:00:00,65.17,65.17,65.17,65.17,65.17,65.17,65.17,65.17,65.17,65.17,65.17
2020-02-12 00:00:00,65.438,65.438,65.438,65.438,65.438,65.438,65.438,65.438,65.438,65.438,65.438
2020-02-13 00:00:00,65.473,65.473,65.473,65.473,65.473,65.473,65.473,65.473,65.473,65.473,65.473
2020-02-14 00:00:00,65.156,65.156,65.156,65.156,65.156,65.156,65.156,65.156,65.156,65.156,65.156
2020-02-18 00:00:00,64.392,64.392,64.392,64.392,64.392,64.392,64.392,64.392,64.392,64.392,64.392
2020-02-19 00:00:00,64.395,64.395,64.395,64.395,64.395,64.395,64.395,64.395,64.395,64.395,64.395
2020-02-20 00:00:00,64.616,64.616,64.616,64.616,64.616,64.616,64.616,64.616,64.616,64.616,64.616
2020-02-21 00:00:00,63.81,63.81,63.81,63.81,63.81,63.81,63.81,63.81,63.81,63.81,63.81
2020-02-24 00:00:00,61.638,61.638,61.638,61.638,61.638,61.638,61.638,61.638,61.638,61.638,61.638
2020-02-25 00:00:00,58.632,58.632,58.632,58.632,58.632,58.632,58.632,58.632,58.632,58.632,58.632
2020-02-26 00:00:00,59.843,59.843,59.843,59.843,59.843,59.843,59.843,59.843,59.843,59.843,59.843
2020-02-27 00:00:00,56.19,56.19,56.19,56.19,56.19,56.19,56.19,56.19,56.19,56.19,56.19
2020-02-28 00:00:00,54.571,54.571,54.571,54.571,54.571,54.571,54.571,54.571,54.571,54.571,54.571
2020-03-02 00:00:00,56.849,56.849,56.849,56.849,56.849,56.849,56.849,56.849,56.849,56.849,56.849
2020-03-03 00:00:00,57.073,57.073,57.073,57.073,57.073,57.073,57.073,57.073,57.073,57.073,57.073
2020-03-04 00:00:00,57.728,57.728,57.728,57.728,57.728,57.728,57.728,57.728,57.728,57.728,57.728
2020-03-05 00:00:00,55.766,55.766,55.766,55.766,55.766,55.766,55.766,55.766,55.766,55.766,55.766
2020-03-06 00:00:00,52.752,52.752,52.752,52.752,52.752,52.752,52.752,52.752,52.752,52.752,52.752
2020-03-09 00:00:00,29.046,29.046,29.046,29.046,29.046,29.046,29.046,29.046,29.046,29.046,29.046
2020-03-10 00:00:00,34.715,34.715,34.715,34.715,34.715,34.715,34.715,34.715,34.715,34.715,34.715
2020-03-11 00:00:00,32.986,32.986,32.986,32.986,32.986,32.986,32.986,32.986,32.986,32.986,32.986
2020-03-12 00:00:00,25.725,25.725,25.725,25.725,25.725,25.725,25.725,25.725,25.725,25.725,25.725
2020-03-13 00:00:00,26.554,26.554,26.554,26.554,26.554,26.554,26.554,26.554,26.554,26.554,26.554
2020-03-16 00:00:00,23.996,23.996,23.996,23.996,23.996,23.996,23.996,23.996,23.996,23.996,23.996
2020-03-17 00:00:00,24.824,24.824,24.824,24.824,24.824,24.824,24.824,24.824,24.824,24.824,24.824
2020-03-18 00:00:00,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256
2020-03-19 00:00:00,19.851,19.851,19.851,19.851,19.851,19.851,19.851,19.851,19.851,19.851,19.851
2020-03-20 00:00:00,20.245,20.245,20.245,20.245,20.245,20.245,20.245,20.245,20.245,20.245,20.245
2020-03-23 00:00:00,19.877,19.877,19.877,19.877,19.877,19.877,19.877,19.877,19.877,19.877,19.877
2020-03-24 00:00:00,20.19,20.19,20.19,20.19,20.19,20.19,20.19,20.19,20.19,20.19,20.19
2020-03-25 00:00:00,23.386,23.386,23.386,23.386,23.386,23.386,23.386,23.386,23.386,23.386,23.386
2020-03-26 00:00:00,19.965,19.965,19.965,19.965,19.965,19.965,19.965,19.965,19.965,19.965,19.965
2020-03-27 00:00:00,21.099,21.099,21.099,21.099,21.099,21.099,21.099,21.099,21.099,21.099,21.099
2020-03-30 00:00:00,21.235,21.235,21.235,21.235,21.235,21.235,21.235,21.235,21.235,21.235,21.235
2020-03-31 00:00:00,21.352,21.352,21.352,21.352,21.352,21.352,21.352,21.352,21.352,21.352,21.352
2020-04-01 00:00:00,24.997,24.997,24.997,24.997,24.997,24.997,24.997,24.997,24.997,24.997,24.997
2020-04-02 00:00:00,24.844,24.844,24.844,24.844,24.844,24.844,24.844,24.844,24.844,24.844,24.844
2020-04-03 00:00:00,26.658,26.658,26.658,26.658,26.658,26.658,26.658,26.658,26.658,26.658,26.658
2020-04-06 00:00:00,26.695,26.695,26.695,26.695,26.695,26.695,26.695,26.695,26.695,26.695,26.695
2020-04-07 00:00:00,24.876,24.876,24.876,24.876,24.876,24.876,24.876,24.876,24.876,24.876,24.876
2020-04-08 00:00:00,25.854,25.854,25.854,25.854,25.854,25.854,25.854,25.854,25.854,25.854,25.854
2020-04-09 00:00:00,27.469,27.469,27.469,27.469,27.469,27.469,27.469,27.469,27.469,27.469,27.469
2020-04-13 00:00:00,25.965,25.965,25.965,25.965,25.965,25.965,25.965,25.965,25.965,25.965,25.965
2020-04-14 00:00:00,27.562,27.562,27.562,27.562,27.562,27.562,27.562,27.562,27.562,27.562,27.562
2020-04-15 00:00:00,27.59,27.59,27.59,27.59,27.59,27.59,27.59,27.59,27.59,27.59,27.59
2020-04-16 00:00:00,23.541,23.541,23.541,23.541,23.541,23.541,23.541,23.541,23.541,23.541,23.541
2020-04-17 00:00:00,23.08,23.08,23.08,23.08,23.08,23.08,23.08,23.08,23.08,23.08,23.08
2020-04-20 00:00:00,24.233,24.233,24.233,24.233,24.233,24.233,24.233,24.233,24.233,24.233,24.233
2020-04-21 00:00:00,23.409,23.409,23.409,23.409,23.409,23.409,23.409,23.409,23.409,23.409,23.409
2020-04-22 00:00:00,23.896,23.896,23.896,23.896,23.896,23.896,23.896,23.896,23.896,23.896,23.896
2020-04-23 00:00:00,21.463,21.463,21.463,21.463,21.463,21.463,21.463,21.463,21.463,21.463,21.463
2020-04-24 00:00:00,21.503,21.503,21.503,21.503,21.503,21.503,21.503,21.503,21.503,21.503,21.503
2020-04-27 00:00:00,17.632,17.632,17.632,17.632,17.632,17.632,17.632,17.632,17.632,17.632,17.632
2020-04-28 00:00:00,18.507,18.507,18.507,18.507,18.507,18.507,18.507,18.507,18.507,18.507,18.507
2020-04-29 00:00:00,21.597,21.597,21.597,21.597,21.597,21.597,21.597,21.597,21.597,21.597,21.597
2020-04-30 00:00:00,22.284,22.284,22.284,22.284,22.284,22.284,22.284,22.284,22.284,22.284,22.284
2020-05-01 00:00:00,22.494,22.494,22.494,22.494,22.494,22.494,22.494,22.494,22.494,22.494,22.494
2020-05-04 00:00:00,22.165,22.165,22.165,22.165,22.165,22.165,22.165,22.165,22.165,22.165,22.165
2020-05-05 00:00:00,23.249,23.249,23.249,23.249,23.249,23.249,23.249,23.249,23.249,23.249,23.249
2020-05-06 00:00:00,25.753,25.753,25.753,25.753,25.753,25.753,25.753,25.753,25.753,25.753,25.753
2020-05-07 00:00:00,26.51,26.51,26.51,26.51,26.51,26.51,26.51,26.51,26.51,26.51,26.51
2020-05-08 00:00:00,27.591,27.591,27.591,27.591,27.591,27.591,27.591,27.591,27.591,27.591,27.591
2020-05-11 00:00:00,30.308,30.308,30.308,30.308,30.308,30.308,30.308,30.308,30.308,30.308,30.308
2020-05-12 00:00:00,29.915,29.915,29.915,29.915,29.915,29.915,29.915,29.915,29.915,29.915,29.915
2020-05-13 00:00:00,29.828,29.828,29.828,29.828,29.828,29.828,29.828,29.828,29.828,29.828,29.828
2020-05-14 00:00:00,28.623,28.623,28.623,28.623,28.623,28.623,28.623,28.623,28.623,28.623,28.623
2020-05-15 00:00:00,28.499,28.499,28.499,28.499,28.499,28.499,28.499,28.499,28.499,28.499,28.499
2020-05-18 00:00:00,30.097,30.097,30.097,30.097,30.097,30.097,30.097,30.097,30.097,30.097,30.097
2020-05-19 00:00:00,30.007,30.007,30.007,30.007,30.007,30.007,30.007,30.007,30.007,30.007,30.007
2020-05-20 00:00:00,30.433,30.433,30.433,30.433,30.433,30.433,30.433,30.433,30.433,30.433,30.433
2020-05-21 00:00:00,30.196,30.196,30.196,30.196,30.196,30.196,30.196,30.196,30.196,30.196,30.196
2020-05-22 00:00:00,30.163,30.163,30.163,30.163,30.163,30.163,30.163,30.163,30.163,30.163,30.163
2020-05-26 00:00:00,30.583,30.583,30.583,30.583,30.583,30.583,30.583,30.583,30.583,30.583,30.583
2020-05-27 00:00:00,30.748,30.748,30.748,30.748,30.748,30.748,30.748,30.748,30.748,30.748,30.748
2020-05-28 00:00:00,29.91,29.91,29.91,29.91,29.91,29.91,29.91,29.91,29.91,29.91,29.91
2020-05-29 00:00:00,30.168,30.168,30.168,30.168,30.168,30.168,30.168,30.168,30.168,30.168,30.168
2020-06-01 00:00:00,30.046,30.046,30.046,30.046,30.046,30.046,30.046,30.046,30.046,30.046,30.046
2020-06-02 00:00:00,30.799,30.799,30.799,30.799,30.799,30.799,30.799,30.799,30.799,30.799,30.799
2020-06-03 00:00:00,31.921,31.921,31.921,31.921,31.921,31.921,31.921,31.921,31.921,31.921,31.921
2020-06-04 00:00:00,32.569,32.569,32.569,32.569,32.569,32.569,32.569,32.569,32.569,32.569,32.569
2020-06-05 00:00:00,38.221,38.221,38.221,38.221,38.221,38.221,38.221,38.221,38.221,38.221,38.221
2020-06-08 00:00:00,40.463,40.463,40.463,40.463,40.463,40.463,40.463,40.463,40.463,40.463,40.463
2020-06-09 00:00:00,40.305,40.305,40.305,40.305,40.305,40.305,40.305,40.305,40.305,40.305,40.305
2020-06-10 00:00:00,38.941,38.941,38.941,38.941,38.941,38.941,38.941,38.941,38.941,38.941,38.941
2020-06-11 00:00:00,37.977,37.977,37.977,37.977,37.977,37.977,37.977,37.977,37.977,37.977,37.977
2020-06-12 00:00:00,34.29,34.29,34.29,34.29,34.29,34.29,34.29,34.29,34.29,34.29,34.29
2020-06-15 00:00:00,33.585,33.585,33.585,33.585,33.585,33.585,33.585,33.585,33.585,33.585,33.585
2020-06-16 00:00:00,34.155,34.155,34.155,34.155,34.155,34.155,34.155,34.155,34.155,34.155,34.155
2020-06-17 00:00:00,34.244,34.244,34.244,34.244,34.244,34.244,34.244,34.244,34.244,34.244,34.244
2020-06-18 00:00:00,34.108,34.108,34.108,34.108,34.108,34.108,34.108,34.108,34.108,34.108,34.108
2020-06-19 00:00:00,34.056,34.056,34.056,34.056,34.056,34.056,34.056,34.056,34.056,34.056,34.056
2020-06-22 00:00:00,33.075,33.075,33.075,33.075,33.075,33.075,33.075,33.075,33.075,33.075,33.075
2020-06-23 00:00:00,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5
2020-06-24 00:00:00,30.528,30.528,30.528,30.528,30.528,30.528,30.528,30.528,30.528,30.528,30.528
2020-06-25 00:00:00,30.603,30.603,30.603,30.603,30.603,30.603,30.603,30.603,30.603,30.603,30.603
2020-06-26 00:00:00,30.187,30.187,30.187,30.187,30.187,30.187,30.187,30.187,30.187,30.187,30.187
2020-06-29 00:00:00,28.552,28.552,28.552,28.552,28.552,28.552,28.552,28.552,28.552,28.552,28.552
2020-06-30 00:00:00,28.971,28.971,28.971,28.971,28.971,28.971,28.971,28.971,28.971,28.971,28.971
2020-07-01 00:00:00,28.125,28.125,28.125,28.125,28.125,28.125,28.125,28.125,28.125,28.125,28.125
2020-07-02 00:00:00,27.549,27.549,27.549,27.549,27.549,27.549,27.549,27.549,27.549,27.549,27.549
2020-07-06 00:00:00,27.073,27.073,27.073,27.073,27.073,27.073,27.073,27.073,27.073,27.073,27.073
2020-07-07 00:00:00,27.005,27.005,27.005,27.005,27.005,27.005,27.005,27.005,27.005,27.005,27.005
2020-07-08 00:00:00,27.216,27.216,27.216,27.216,27.216,27.216,27.216,27.216,27.216,27.216,27.216
2020-07-09 00:00:00,27.301,27.301,27.301,27.301,27.301,27.301,27.301,27.301,27.301,27.301,27.301
2020-07-10 00:00:00,26.656,26.656,26.656,26.656,26.656,26.656,26.656,26.656,26.656,26.656,26.656
2020-07-13 00:00:00,26.563,26.563,26.563,26.563,26.563,26.563,26.563,26.563,26.563,26.563,26.563
2020-07-14 00:00:00,26.039,26.039,26.039,26.039,26.039,26.039,26.039,26.039,26.039,26.039,26.039
2020-07-15 00:00:00,26.191,26.191,26.191,26.191,26.191,26.191,26.191,26.191,26.191,26.191,26.191
2020-07-16 00:00:00,26.802,26.802,26.802,26.802,26.802,26.802,26.802,26.802,26.802,26.802,26.802
2020-07-17 00:00:00,26.424,26.424,26.424,26.424,26.424,26.424,26.424,26.424,26.424,26.424,26.424
2020-07-20 00:00:00,26.698,26.698,26.698,26.698,26.698,26.698,26.698,26.698,26.698,26.698,26.698
2020-07-21 00:00:00,26.41,26.41,26.41,26.41,26.41,26.41,26.41,26.41,26.41,26.41,26.41
2020-07-22 00:00:00,27.383,27.383,27.383,27.383,27.383,27.383,27.383,27.383,27.383,27.383,27.383
2020-07-23 00:00:00,26.329,26.329,26.329,26.329,26.329,26.329,26.329,26.329,26.329,26.329,26.329
2020-07-24 00:00:00,26.356,26.356,26.356,26.356,26.356,26.356,26.356,26.356,26.356,26.356,26.356
2020-07-27 00:00:00,25.739,25.739,25.739,25.739,25.739,25.739,25.739,25.739,25.739,25.739,25.739
2020-07-28 00:00:00,25.293,25.293,25.293,25.293,25.293,25.293,25.293,25.293,25.293,25.293,25.293
2020-07-29 00:00:00,25.599,25.599,25.599,25.599,25.599,25.599,25.599,25.599,25.599,25.599,25.599
2020-07-30 00:00:00,26.617,26.617,26.617,26.617,26.617,26.617,26.617,26.617,26.617,26.617,26.617
2020-07-31 00:00:00,26.097,26.097,26.097,26.097,26.097,26.097,26.097,26.097,26.097,26.097,26.097
2020-08-03 00:00:00,26.447,26.447,26.447,26.447,26.447,26.447,26.447,26.447,26.447,26.447,26.447
2020-08-04 00:00:00,26.257,26.257,26.257,26.257,26.257,26.257,26.257,26.257,26.257,26.257,26.257
2020-08-05 00:00:00,28.154,28.154,28.154,28.154,28.154,28.154,28.154,28.154,28.154,28.154,28.154
2020-08-06 00:00:00,27.412,27.412,27.412,27.412,27.412,27.412,27.412,27.412,27.412,27.412,27.412
2020-08-07 00:00:00,27.69,27.69,27.69,27.69,27.69,27.69,27.69,27.69,27.69,27.69,27.69
2020-08-10 00:00:00,28.665,28.665,28.665,28.665,28.665,28.665,28.665,28.665,28.665,28.665,28.665
2020-08-11 00:00:00,28.933,28.933,28.933,28.933,28.933,28.933,28.933,28.933,28.933,28.933,28.933
2020-08-12 00:00:00,27.768,27.768,27.768,27.768,27.768,27.768,27.768,27.768,27.768,27.768,27.768
2020-08-13 00:00:00,27.188,27.188,27.188,27.188,27.188,27.188,27.188,27.188,27.188,27.188,27.188
2020-08-14 00:00:00,26.768,26.768,26.768,26.768,26.768,26.768,26.768,26.768,26.768,26.768,26.768
2020-08-17 00:00:00,25.959,25.959,25.959,25.959,25.959,25.959,25.959,25.959,25.959,25.959,25.959
2020-08-18 00:00:00,25.451,25.451,25.451,25.451,25.451,25.451,25.451,25.451,25.451,25.451,25.451
2020-08-19 00:00:00,22.189,22.189,22.189,22.189,22.189,22.189,22.189,22.189,22.189,22.189,22.189
2020-08-20 00:00:00,20.401,20.401,20.401,20.401,20.401,20.401,20.401,20.401,20.401,20.401,20.401
2020-08-21 00:00:00,18.995,18.995,18.995,18.995,18.995,18.995,18.995,18.995,18.995,18.995,18.995
2020-08-24 00:00:00,19.034,19.034,19.034,19.034,19.034,19.034,19.034,19.034,19.034,19.034,19.034
2020-08-25 00:00:00,20.101,20.101,20.101,20.101,20.101,20.101,20.101,20.101,20.101,20.101,20.101
2020-08-26 00:00:00,19.765,19.765,19.765,19.765,19.765,19.765,19.765,19.765,19.765,19.765,19.765
2020-08-27 00:00:00,19.861,19.861,19.861,19.861,19.861,19.861,19.861,19.861,19.861,19.861,19.861
2020-08-28 00:00:00,19.739,19.739,19.739,19.739,19.739,19.739,19.739,19.739,19.739,19.739,19.739
2020-08-31 00:00:00,19.813,19.813,19.813,19.813,19.813,19.813,19.813,19.813,19.813,19.813,19.813
2020-09-01 00:00:00,19.873,19.873,19.873,19.873,19.873,19.873,19.873,19.873,19.873,19.873,19.873
2020-09-02 00:00:00,19.86,19.86,19.86,19.86,19.86,19.86,19.86,19.86,19.86,19.86,19.86
2020-09-03 00:00:00,20.242,20.242,20.242,20.242,20.242,20.242,20.242,20.242,20.242,20.242,20.242
2020-09-04 00:00:00,19.907,19.907,19.907,19.907,19.907,19.907,19.907,19.907,19.907,19.907,19.907
2020-09-08 00:00:00,19.34,19.34,19.34,19.34,19.34,19.34,19.34,19.34,19.34,19.34,19.34
2020-09-09 00:00:00,18.55,18.55,18.55,18.55,18.55,18.55,18.55,18.55,18.55,18.55,18.55
2020-09-10 00:00:00,17.847,17.847,17.847,17.847,17.847,17.847,17.847,17.847,17.847,17.847,17.847
2020-09-11 00:00:00,17.083,17.083,17.083,17.083,17.083,17.083,17.083,17.083,17.083,17.083,17.083
2020-09-14 00:00:00,16.281,16.281,16.281,16.281,16.281,16.281,16.281,16.281,16.281,16.281,16.281
2020-09-15 00:00:00,15.908,15.908,15.908,15.908,15.908,15.908,15.908,15.908,15.908,15.908,15.908
2020-09-16 00:00:00,15.152,15.152,15.152,15.152,15.152,15.152,15.152,15.152,15.152,15.152,15.152
2020-09-17 00:00:00,15.432,15.432,15.432,15.432,15.432,15.432,15.432,15.432,15.432,15.432,15.432
2020-09-18 00:00:00,15.962,15.962,15.962,15.962,15.962,15.962,15.962,15.962,15.962,15.962,15.962
2020-09-21 00:00:00,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95
2020-09-22 00:00:00,15.663,15.663,15.663,15.663,15.663,15.663,15.663,15.663,15.663,15.663,15.663
2020-09-23 00:00:00,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912
2020-09-24 00:00:00,15.997,15.997,15.997,15.997,15.997,15.997,15.997,15.997,15.997,15.997,15.997
2020-09-25 00:00:00,14.748,14.748,14.748,14.748,14.748,14.748,14.748,14.748,14.748,14.748,14.748
2020-09-28 00:00:00,14.961,14.961,14.961,14.961,14.961,14.961,14.961,14.961,14.961,14.961,14.961
2020-09-29 00:00:00,14.05,14.05,14.05,14.05,14.05,14.05,14.05,14.05,14.05,14.05,14.05
2020-09-30 00:00:00,13.68,13.68,13.68,13.68,13.68,13.68,13.68,13.68,13.68,13.68,13.68
2020-10-01 00:00:00,14.014,14.014,14.014,14.014,14.014,14.014,14.014,14.014,14.014,14.014,14.014
2020-10-02 00:00:00,13.811,13.811,13.811,13.811,13.811,13.811,13.811,13.811,13.811,13.811,13.811
2020-10-05 00:00:00,13.941,13.941,13.941,13.941,13.941,13.941,13.941,13.941,13.941,13.941,13.941
2020-10-06 00:00:00,13.611,13.611,13.611,13.611,13.611,13.611,13.611,13.611,13.611,13.611,13.611
2020-10-07 00:00:00,13.708,13.708,13.708,13.708,13.708,13.708,13.708,13.708,13.708,13.708,13.708
2020-10-08 00:00:00,13.652,13.652,13.652,13.652,13.652,13.652,13.652,13.652,13.652,13.652,13.652
2020-10-09 00:00:00,14.002,14.002,14.002,14.002,14.002,14.002,14.002,14.002,14.002,14.002,14.002
2020-10-13 00:00:00,14.102,14.102,14.102,14.102,14.102,14.102,14.102,14.102,14.102,14.102,14.102
2020-10-14 00:00:00,14.184,14.184,14.184,14.184,14.184,14.184,14.184,14.184,14.184,14.184,14.184
2020-10-15 00:00:00,13.596,13.596,13.596,13.596,13.596,13.596,13.596,13.596,13.596,13.596,13.596
2020-10-16 00:00:00,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13
2020-10-19 00:00:00,14.803,14.803,14.803,14.803,14.803,14.803,14.803,14.803,14.803,14.803,14.803
2020-10-20 00:00:00,15.087,15.087,15.087,15.087,15.087,15.087,15.087,15.087,15.087,15.087,15.087
2020-10-21 00:00:00,14.643,14.643,14.643,14.643,14.643,14.643,14.643,14.643,14.643,14.643,14.643
2020-10-22 00:00:00,15.382,15.382,15.382,15.382,15.382,15.382,15.382,15.382,15.382,15.382,15.382
2020-10-23 00:00:00,14.767,14.767,14.767,14.767,14.767,14.767,14.767,14.767,14.767,14.767,14.767
2020-10-26 00:00:00,14.834,14.834,14.834,14.834,14.834,14.834,14.834,14.834,14.834,14.834,14.834
2020-10-27 00:00:00,14.637,14.637,14.637,14.637,14.637,14.637,14.637,14.637,14.637,14.637,14.637
2020-10-28 00:00:00,14.104,14.104,14.104,14.104,14.104,14.104,14.104,14.104,14.104,14.104,14.104
2020-10-29 00:00:00,14.053,14.053,14.053,14.053,14.053,14.053,14.053,14.053,14.053,14.053,14.053
2020-10-30 00:00:00,13.533,13.533,13.533,13.533,13.533,13.533,13.533,13.533,13.533,13.533,13.533
2020-11-02 00:00:00,13.88,13.88,13.88,13.88,13.88,13.88,13.88,13.88,13.88,13.88,13.88
2020-11-03 00:00:00,14.227,14.227,14.227,14.227,14.227,14.227,14.227,14.227,14.227,14.227,14.227
2020-11-04 00:00:00,14.341,14.341,14.341,14.341,14.341,14.341,14.341,14.341,14.341,14.341,14.341
2020-11-05 00:00:00,16.006,16.006,16.006,16.006,16.006,16.006,16.006,16.006,16.006,16.006,16.006
2020-11-06 00:00:00,16.128,16.128,16.128,16.128,16.128,16.128,16.128,16.128,16.128,16.128,16.128
2020-11-09 00:00:00,16.356,16.356,16.356,16.356,16.356,16.356,16.356,16.356,16.356,16.356,16.356
2020-11-10 00:00:00,17.06,17.06,17.06,17.06,17.06,17.06,17.06,17.06,17.06,17.06,17.06
2020-11-12 00:00:00,16.815,16.815,16.815,16.815,16.815,16.815,16.815,16.815,16.815,16.815,16.815
2020-11-13 00:00:00,17.176,17.176,17.176,17.176,17.176,17.176,17.176,17.176,17.176,17.176,17.176
2020-11-16 00:00:00,17.933,17.933,17.933,17.933,17.933,17.933,17.933,17.933,17.933,17.933,17.933
2020-11-17 00:00:00,17.575,17.575,17.575,17.575,17.575,17.575,17.575,17.575,17.575,17.575,17.575
2020-11-18 00:00:00,18.045,18.045,18.045,18.045,18.045,18.045,18.045,18.045,18.045,18.045,18.045
2020-11-19 00:00:00,18.486,18.486,18.486,18.486,18.486,18.486,18.486,18.486,18.486,18.486,18.486
2020-11-20 00:00:00,19.621,19.621,19.621,19.621,19.621,19.621,19.621,19.621,19.621,19.621,19.621
2020-11-23 00:00:00,20.633,20.633,20.633,20.633,20.633,20.633,20.633,20.633,20.633,20.633,20.633
2020-11-24 00:00:00,26.02,26.02,26.02,26.02,26.02,26.02,26.02,26.02,26.02,26.02,26.02
