,670346AH8 Corp,94973VAN7 Corp,15189WAD2 Corp,02364WAP0 Corp,759509AB8 Corp,761713AT3 Corp,13645RAF1 Corp,98417EAC4 Corp,58013MEC4 Corp,744533BJ8 Corp,976826BE6 Corp,15361GAQ8 Corp,476556CX1 Corp,548661CP0 Corp,867229AE6 Corp,88579EAC9 Corp,75913MAA7 Corp,126408GK3 Corp,74834LAN0 Corp,92343VAF1 Corp,037735CK1 Corp,38141GFD1 Corp
Company,Nucor Corp,Elevance Health Inc,CenterPoint Energy Resources Corp,America Movil SAB de CV,Reliance Inc,Reynolds American Inc,Canadian Pacific Railway Co,Glencore Finance Canada Ltd,McDonald's Corp,Public Service Co of Oklahoma,Wisconsin Power and Light Co,Central Hudson Gas & Electric Corp,Jersey Central Power & Light Co,Lowe's Cos Inc,Suncor Energy Inc,3M Co,Regions Bank/Birmingham AL,CSX Corp,Quest Diagnostics Inc,Verizon Communications Inc,Appalachian Power Co,Goldman Sachs Group Inc/The
Ticker,NUE,ELV,CNP,AMXLMM,RS,BATSLN,CP,GLENLN,MCD,AEP,LNT,FTSCN,FE,LOW,SUCN,MMM,RF,CSX,DGX,VZ,AEP,GS
Rating,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+
Issue Date,2007-12-03 00:00:00,2007-06-08 00:00:00,2007-10-23 00:00:00,2007-10-30 00:00:00,2007-03-30 00:00:00,2007-06-21 00:00:00,2007-05-08 00:00:00,2007-11-20 00:00:00,2007-10-18 00:00:00,2007-11-14 00:00:00,2007-08-15 00:00:00,2007-03-23 00:00:00,2007-12-13 00:00:00,2007-09-11 00:00:00,2007-06-28 00:00:00,2007-03-29 00:00:00,2007-06-26 00:00:00,2007-04-25 00:00:00,2007-06-22 00:00:00,2007-04-03 00:00:00,2007-08-17 00:00:00,2007-10-03 00:00:00
Maturity Date,2037-12-01 00:00:00,2037-06-15 00:00:00,2037-11-01 00:00:00,2037-11-15 00:00:00,2036-11-15 00:00:00,2037-06-15 00:00:00,2037-05-15 00:00:00,2037-11-15 00:00:00,2037-10-15 00:00:00,2037-11-15 00:00:00,2037-08-15 00:00:00,2037-03-23 00:00:00,2037-06-01 00:00:00,2037-09-15 00:00:00,2038-06-15 00:00:00,2037-03-15 00:00:00,2037-06-26 00:00:00,2037-05-01 00:00:00,2037-07-01 00:00:00,2037-04-01 00:00:00,2037-08-15 00:00:00,2037-10-01 00:00:00
2017-09-07 00:00:00,78.388,78.388,78.388,124.756,78.388,78.388,129.296,126.963,133.393,137.385,136.149,78.388,78.388,142.146,131.453,78.388,78.388,78.388,78.388,122.129,78.388,131.601
2017-09-08 00:00:00,77.959,77.959,77.959,124.604,77.959,77.959,129.103,126.823,133.246,137.225,135.991,77.959,77.959,141.979,131.289,77.959,77.959,77.959,77.959,121.39,77.959,131.548
2017-09-11 00:00:00,78.114,78.114,78.114,123.469,78.114,78.114,127.683,126.276,132.109,136.064,134.888,78.114,78.114,140.771,130.169,78.114,78.114,78.114,78.114,120.467,78.114,130.465
2017-09-12 00:00:00,78.327,78.327,78.327,122.94,78.327,78.327,127.13,125.758,131.483,135.493,134.305,78.327,78.327,140.162,129.467,78.327,78.327,78.327,78.327,120.562,78.327,130.411
2017-09-13 00:00:00,80.073,80.073,80.073,122.634,80.073,80.073,126.805,126.269,131.421,135.062,133.91,80.073,80.073,139.733,129.213,80.073,80.073,80.073,80.073,120.408,80.073,130.703
2017-09-14 00:00:00,81.722,81.722,81.722,122.721,81.722,81.722,127.041,126.248,131.62,135.043,133.948,81.722,81.722,139.69,129.978,81.722,81.722,81.722,81.722,121.041,81.722,130.877
2017-09-15 00:00:00,80.588,80.588,80.588,122.738,80.588,80.588,126.935,126.137,131.467,134.927,133.899,80.588,80.588,139.57,130.398,80.588,80.588,80.588,80.588,121.131,80.588,131.149
2017-09-18 00:00:00,80.638,80.638,80.638,122.55,80.638,80.638,126.464,125.695,131.153,134.433,133.476,80.638,80.638,139.057,129.908,80.638,80.638,80.638,80.638,121.203,80.638,131.477
2017-09-19 00:00:00,80.71,80.71,80.71,122.213,80.71,80.71,126.293,125.534,130.869,134.302,133.603,80.71,80.71,139.107,129.729,80.71,80.71,80.71,80.71,121.43,80.71,131.648
2017-09-20 00:00:00,81.134,81.134,81.134,122.477,81.134,81.134,126.632,125.309,131.015,134.602,134.768,81.134,81.134,138.853,130.158,81.134,81.134,81.134,81.134,121.205,81.134,131.69
2017-09-21 00:00:00,80.725,80.725,80.725,122.353,80.725,80.725,126.402,125.13,130.701,134.487,134.583,80.725,80.725,138.65,130.092,80.725,80.725,80.725,80.725,121.03,80.725,131.2
2017-09-22 00:00:00,80.207,80.207,80.207,122.694,80.207,80.207,127.101,125.532,131.241,134.934,135.04,80.207,80.207,139.114,130.391,80.207,80.207,80.207,80.207,121.301,80.207,131.528
2017-09-25 00:00:00,81.097,81.097,81.097,123.07,81.097,81.097,127.544,125.943,131.568,135.461,135.509,81.097,81.097,139.987,130.917,81.097,81.097,81.097,81.097,121.717,81.097,132.054
2017-09-26 00:00:00,81.714,81.714,81.714,122.958,81.714,81.714,127.423,125.83,131.114,135.362,135.386,81.714,81.714,139.864,130.86,81.714,81.714,81.714,81.714,121.955,81.714,131.769
2017-09-27 00:00:00,82.015,82.015,82.015,121.689,82.015,82.015,126.176,124.676,129.728,134.642,134.153,82.015,82.015,138.501,129.586,82.015,82.015,82.015,82.015,120.818,82.015,131.112
2017-09-28 00:00:00,81.817,81.817,81.817,121.563,81.817,81.817,126.14,124.645,129.855,134.599,134.098,81.817,81.817,138.457,129.785,81.817,81.817,81.817,81.817,122.585,81.817,131.094
2017-09-29 00:00:00,82.318,82.318,82.318,121.866,82.318,82.318,126.029,125.234,130.096,134.434,133.972,82.318,82.318,138.301,130.054,82.318,82.318,82.318,82.318,122.439,82.318,131.682
2017-10-02 00:00:00,81.746,81.746,81.746,121.613,81.746,81.746,126.863,125.002,130.447,134.216,133.754,81.746,81.746,138.076,129.821,81.746,81.746,81.746,81.746,122.72,81.746,131.932
2017-10-03 00:00:00,81.772,81.772,81.772,121.833,81.772,81.772,127.092,125.216,130.588,134.454,133.993,81.772,81.772,138.322,130.592,81.772,81.772,81.772,81.772,123.068,81.772,132.782
2017-10-04 00:00:00,82.217,82.217,82.217,121.83,82.217,82.217,127.089,126.301,130.843,134.449,133.989,82.217,82.217,138.318,131.691,82.217,82.217,82.217,82.217,123.064,82.217,132.709
2017-10-05 00:00:00,82.317,82.317,82.317,121.413,82.317,82.317,126.531,125.877,130.346,133.975,133.513,82.317,82.317,138.309,131.199,82.317,82.317,82.317,82.317,122.643,82.317,132.249
2017-10-06 00:00:00,82.116,82.116,82.116,121.425,82.116,82.116,126.43,125.843,130.217,133.94,133.484,82.116,82.116,138.274,131.18,82.116,82.116,82.116,82.116,122.611,82.116,132.34
2017-10-10 00:00:00,81.984,81.984,81.984,121.373,81.984,81.984,126.163,125.816,130.02,133.909,133.373,81.984,81.984,138.242,131.151,81.984,81.984,81.984,81.984,122.585,81.984,132.237
2017-10-11 00:00:00,82.062,82.062,82.062,121.563,82.062,82.062,126.352,126.006,130.369,134.105,133.586,82.062,82.062,138.462,131.361,82.062,82.062,82.062,82.062,122.291,82.062,132.529
2017-10-12 00:00:00,81.845,81.845,81.845,121.967,81.845,81.845,126.767,126.402,130.796,134.517,134.031,81.845,81.845,138.92,131.807,81.845,81.845,81.845,81.845,122.396,81.845,132.681
2017-10-13 00:00:00,81.852,81.852,81.852,122.273,81.852,81.852,127.443,127.049,131.502,135.236,134.754,81.852,81.852,139.551,132.861,81.852,81.852,81.852,81.852,122.868,81.852,133.238
2017-10-16 00:00:00,82.164,82.164,82.164,121.783,82.164,82.164,126.902,126.541,130.959,134.678,134.264,82.164,82.164,139.45,132.375,82.164,82.164,82.164,82.164,122.568,82.164,132.661
2017-10-17 00:00:00,82.208,82.208,82.208,121.883,82.208,82.208,127.598,126.523,131.778,134.661,134.253,82.208,82.208,139.395,132.344,82.208,82.208,82.208,82.208,122.55,82.208,132.759
2017-10-18 00:00:00,82.247,82.247,82.247,121.144,82.247,82.247,126.815,125.792,131.089,133.843,133.458,82.247,82.247,138.543,131.815,82.247,82.247,82.247,82.247,121.833,82.247,132.244
2017-10-19 00:00:00,82.155,82.155,82.155,121.474,82.155,82.155,127.111,126.078,131.551,134.154,133.808,82.155,82.155,138.862,132.255,82.155,82.155,82.155,82.155,122.331,82.155,132.526
2017-10-20 00:00:00,81.883,81.883,81.883,120.678,81.883,81.883,126.63,125.871,130.464,133.276,132.935,81.883,81.883,137.944,131.439,81.883,81.883,81.883,81.883,121.765,81.883,132.354
2017-10-23 00:00:00,81.985,81.985,81.985,120.962,81.985,81.985,126.867,126.092,131.084,133.515,133.177,81.985,81.985,138.527,131.686,81.985,81.985,81.985,81.985,122.244,81.985,132.817
2017-10-24 00:00:00,81.864,81.864,81.864,120.972,81.864,81.864,125.955,125.533,130.209,132.553,132.208,81.864,81.864,137.521,130.989,81.864,81.864,81.864,81.864,121.777,81.864,131.654
2017-10-25 00:00:00,81.321,81.321,81.321,120.857,81.321,81.321,125.767,125.357,130.119,132.375,132.012,81.321,81.321,137.314,130.812,81.321,81.321,81.321,81.321,121.377,81.321,131.587
2017-10-26 00:00:00,80.963,80.963,80.963,120.418,80.963,80.963,125.315,124.916,129.636,131.93,131.524,80.963,80.963,136.806,130.609,80.963,80.963,80.963,80.963,120.946,80.963,130.988
2017-10-27 00:00:00,81.078,81.078,81.078,121.383,81.078,81.078,126.257,125.792,130.618,132.83,132.53,81.078,81.078,137.725,131.781,81.078,81.078,81.078,81.078,121.809,81.078,131.885
2017-10-30 00:00:00,80.802,80.802,80.802,121.98,80.802,80.802,126.783,126.291,131.164,133.521,134.352,80.802,80.802,138.297,133.026,80.802,80.802,80.802,80.802,122.117,80.802,132.341
2017-10-31 00:00:00,81.257,81.257,81.257,121.917,81.257,81.257,126.815,126.278,131.095,133.46,134.28,81.257,81.257,138.219,132.976,81.257,81.257,81.257,81.257,121.949,81.257,132.169
2017-11-01 00:00:00,82.458,82.458,82.458,122.353,82.458,82.458,127.021,126.317,132.148,133.711,134.585,82.458,82.458,138.264,133.228,82.458,82.458,82.458,82.458,121.992,82.458,132.546
2017-11-02 00:00:00,82.806,82.806,82.806,122.694,82.806,82.806,127.328,126.604,132.163,134.03,134.91,82.806,82.806,138.594,133.392,82.806,82.806,82.806,82.806,122.272,82.806,132.788
2017-11-03 00:00:00,82.652,82.652,82.652,122.964,82.652,82.652,127.619,126.872,132.458,134.324,135.211,82.652,82.652,138.901,134.022,82.652,82.652,82.652,82.652,122.636,82.652,132.654
2017-11-06 00:00:00,82.976,82.976,82.976,123.77,82.976,82.976,128.033,127.256,132.578,134.752,135.649,82.976,82.976,139.336,134.513,82.976,82.976,82.976,82.976,122.516,82.976,132.43
2017-11-07 00:00:00,82.705,82.705,82.705,124.082,82.705,82.705,128.128,127.342,132.654,134.967,135.754,82.705,82.705,139.238,134.615,82.705,82.705,82.705,82.705,122.07,82.705,132.197
2017-11-08 00:00:00,82.007,82.007,82.007,123.777,82.007,82.007,127.872,127.103,132.325,134.587,135.479,82.007,82.007,138.716,134.385,82.007,82.007,82.007,82.007,121.883,82.007,131.938
2017-11-09 00:00:00,81.135,81.135,81.135,123.279,81.135,81.135,127.587,126.839,131.853,134.306,135.21,81.135,81.135,138.415,133.507,81.135,81.135,81.135,81.135,121.606,81.135,131.473
2017-11-10 00:00:00,81.336,81.336,81.336,121.911,81.336,81.336,126.591,125.995,130.793,133.349,134.134,81.336,81.336,137.33,132.431,81.336,81.336,81.336,81.336,120.69,81.336,130.407
2017-11-13 00:00:00,81.459,81.459,81.459,121.855,81.459,81.459,126.479,125.882,130.692,133.166,133.948,81.459,81.459,136.871,132.505,81.459,81.459,81.459,81.459,120.6,81.459,130.617
2017-11-14 00:00:00,79.951,79.951,79.951,122.72,79.951,79.951,127.062,126.289,131.039,133.78,134.64,79.951,79.951,137.294,133.277,79.951,79.951,79.951,79.951,120.875,79.951,130.526
2017-11-15 00:00:00,77.873,77.873,77.873,123.446,77.873,77.873,127.814,126.985,131.643,134.846,135.432,77.873,77.873,137.577,133.659,77.873,77.873,77.873,77.873,121.439,77.873,130.775
2017-11-16 00:00:00,79.075,79.075,79.075,122.346,79.075,79.075,126.857,126.093,131.822,134.278,134.418,79.075,79.075,136.544,131.533,79.075,79.075,79.075,79.075,121.647,79.075,130.372
2017-11-17 00:00:00,79.967,79.967,79.967,122.925,79.967,79.967,127.437,126.352,132.344,134.902,135.043,79.967,79.967,137.161,132.137,79.967,79.967,79.967,79.967,121.893,79.967,131.403
2017-11-20 00:00:00,79.612,79.612,79.612,122.632,79.612,79.612,128.266,126.022,132.239,134.549,134.774,79.612,79.612,137.51,132,79.612,79.612,79.612,79.612,122.11,79.612,131.088
2017-11-21 00:00:00,79.707,79.707,79.707,122.788,79.707,79.707,128.616,126.189,132.613,134.744,134.951,79.707,79.707,138.575,132.467,79.707,79.707,79.707,79.707,122.521,79.707,132.733
2017-11-22 00:00:00,80.31,80.31,80.31,123.225,80.31,80.31,129.055,126.623,133.088,135.223,135.433,80.31,80.31,139.065,133.489,80.31,80.31,80.31,80.31,122.974,80.31,132.95
2017-11-24 00:00:00,80.692,80.692,80.692,122.88,80.692,80.692,128.69,126.285,132.879,134.845,135.051,80.692,80.692,138.669,133.262,80.692,80.692,80.692,80.692,122.639,80.692,132.596
2017-11-27 00:00:00,80.303,80.303,80.303,123.13,80.303,80.303,128.954,126.572,133.144,135.11,139.964,80.303,80.303,139,133.015,80.303,80.303,80.303,80.303,122.908,80.303,132.878
2017-11-28 00:00:00,80.219,80.219,80.219,123.163,80.219,80.219,129.125,126.552,132.291,135.155,135.975,80.219,80.219,139.266,133.058,80.219,80.219,80.219,80.219,122.7,80.219,133.447
2017-11-29 00:00:00,80.182,80.182,80.182,122.332,80.182,80.182,128.234,124.496,131.394,134.43,135.172,80.182,80.182,138.335,132.148,80.182,80.182,80.182,80.182,122.195,80.182,132.097
2017-11-30 00:00:00,80.146,80.146,80.146,122.09,80.146,80.146,127.889,124.577,131.056,134.09,134.831,80.146,80.146,137.955,131.892,80.146,80.146,80.146,80.146,122.093,80.146,131.82
2017-12-01 00:00:00,80.936,80.936,80.936,123.228,80.936,80.936,128.734,125.263,132.895,134.914,135.627,80.936,80.936,138.759,132.865,80.936,80.936,80.936,80.936,122.781,80.936,132.807
2017-12-04 00:00:00,81.393,81.393,81.393,122.968,81.393,81.393,128.494,124.918,132.561,134.558,135.347,81.393,81.393,138.698,133.054,81.393,81.393,81.393,81.393,122.863,81.393,132.91
2017-12-05 00:00:00,82.232,82.232,82.232,124.015,82.232,82.232,128.884,125.318,132.992,134.922,136.14,82.232,82.232,139.066,133.571,82.232,82.232,82.232,82.232,123.503,82.232,133.963
2017-12-06 00:00:00,81.491,81.491,81.491,125.757,81.491,81.491,129.136,125.452,133.138,135.126,136.276,81.491,81.491,139.291,133.701,81.491,81.491,81.491,81.491,123.638,81.491,133.805
2017-12-07 00:00:00,81.39,81.39,81.39,125.358,81.39,81.39,128.706,125.068,132.713,134.715,135.931,81.39,81.39,138.832,133.238,81.39,81.39,81.39,81.39,123.248,81.39,133.499
2017-12-08 00:00:00,81.556,81.556,81.556,125.141,81.556,81.556,128.84,124.98,132.607,134.688,135.794,81.556,81.556,138.737,133.032,81.556,81.556,81.556,81.556,122.801,81.556,133.383
2017-12-11 00:00:00,81.183,81.183,81.183,124.994,81.183,81.183,128.675,124.827,132.438,134.522,135.617,81.183,81.183,138.566,133.284,81.183,81.183,81.183,81.183,122.927,81.183,133.437
2017-12-12 00:00:00,81.515,81.515,81.515,124.864,81.515,81.515,128.601,124.71,133.158,134.388,135.794,81.515,81.515,138.423,133.261,81.515,81.515,81.515,81.515,122.807,81.515,133.685
2017-12-13 00:00:00,81.541,81.541,81.541,125.671,81.541,81.541,129.507,125.555,134.242,135.314,136.76,81.541,81.541,139.429,134.224,81.541,81.541,81.541,81.541,123.636,81.541,134.097
2017-12-14 00:00:00,81.511,81.511,81.511,125.79,81.511,81.511,129.695,125.684,134.409,135.493,136.953,81.511,81.511,139.613,134.187,81.511,81.511,81.511,81.511,123.81,81.511,134.246
2017-12-15 00:00:00,81.073,81.073,81.073,125.939,81.073,81.073,129.887,125.838,134.383,135.672,137.114,81.073,81.073,139.796,134.406,81.073,81.073,81.073,81.073,123.695,81.073,134.066
2017-12-18 00:00:00,80.759,80.759,80.759,125.42,80.759,80.759,129.078,125.117,133.539,134.836,136.274,80.759,80.759,139.21,133.573,80.759,80.759,80.759,80.759,122.963,80.759,133.368
2017-12-19 00:00:00,80.468,80.468,80.468,124.626,80.468,80.468,128.234,124.339,133.091,133.928,135.395,80.468,80.468,138.314,132.78,80.468,80.468,80.468,80.468,122.19,80.468,132.361
2017-12-20 00:00:00,80.307,80.307,80.307,123.862,80.307,80.307,127.577,123.749,132.363,133.636,134.62,80.307,80.307,137.608,132.221,80.307,80.307,80.307,80.307,121.599,80.307,131.777
2017-12-21 00:00:00,80.369,80.369,80.369,124.041,80.369,80.369,127.694,124.11,132.451,133.958,134.787,80.369,80.369,137.97,132.913,80.369,80.369,80.369,80.369,121.85,80.369,132
2017-12-22 00:00:00,79.986,79.986,79.986,124.226,79.986,79.986,127.983,124.342,132.623,134.229,135.062,79.986,79.986,138.257,133.189,79.986,79.986,79.986,79.986,122.082,79.986,132.316
2017-12-26 00:00:00,80.423,80.423,80.423,124.462,80.423,80.423,128.317,124.559,133.11,134.479,135.315,80.423,80.423,138.525,133.366,80.423,80.423,80.423,80.423,122.284,80.423,132.822
2017-12-27 00:00:00,80.926,80.926,80.926,125.102,80.926,80.926,129.219,125.39,134.361,135.357,136.197,80.926,80.926,138.742,134.83,80.926,80.926,80.926,80.926,123.126,80.926,133.696
2017-12-28 00:00:00,80.978,80.978,80.978,124.783,80.978,80.978,128.44,125.089,132.797,135.089,135.923,80.978,80.978,138.439,134.552,80.978,80.978,80.978,80.978,122.827,80.978,133.183
2017-12-29 00:00:00,81.283,81.283,81.283,125.046,81.283,81.283,128.692,125.346,133.071,135.359,136.191,81.283,81.283,138.691,134.848,81.283,81.283,81.283,81.283,123.065,81.283,133.439
2018-01-02 00:00:00,81.511,81.511,81.511,124.44,81.511,81.511,127.916,124.559,132.411,134.497,135.339,81.511,81.511,138.483,133.943,81.511,81.511,81.511,81.511,122.308,81.511,132.825
2018-01-03 00:00:00,82.96,82.96,82.96,124.522,82.96,82.96,128.125,124.729,132.697,134.617,135.423,82.96,82.96,138.572,134.67,82.96,82.96,82.96,82.96,122.351,82.96,132.662
2018-01-04 00:00:00,84.249,84.249,84.249,124.544,84.249,84.249,128.299,124.661,132.723,134.604,135.451,84.249,84.249,138.592,134.969,84.249,84.249,84.249,84.249,122.366,84.249,132.5
2018-01-05 00:00:00,85.221,85.221,85.221,124.229,85.221,85.221,128.083,124.301,132.309,134.213,135.017,85.221,85.221,138.166,135.227,85.221,85.221,85.221,85.221,121.999,85.221,132.223
2018-01-08 00:00:00,85.394,85.394,85.394,124.218,85.394,85.394,128.095,124.292,132.298,134.089,135.003,85.394,85.394,138.164,135.201,85.394,85.394,85.394,85.394,121.959,85.394,132.134
2018-01-09 00:00:00,85.413,85.413,85.413,123.071,85.413,85.413,126.879,123.209,131.524,132.835,133.742,85.413,85.413,136.861,133.806,85.413,85.413,85.413,85.413,121.319,85.413,131.205
2018-01-10 00:00:00,85.796,85.796,85.796,123.103,85.796,85.796,126.932,123.654,131.676,133.032,133.787,85.796,85.796,136.919,133.859,85.796,85.796,85.796,85.796,121.514,85.796,131.126
2018-01-11 00:00:00,86.172,86.172,86.172,123.223,86.172,86.172,127.04,123.763,131.838,133.124,133.951,86.172,86.172,137.028,134.172,86.172,86.172,86.172,86.172,121.856,86.172,131.173
2018-01-12 00:00:00,86.167,86.167,86.167,123.456,86.167,86.167,127.275,123.874,132.201,133.391,134.66,86.167,86.167,137.57,134.944,86.167,86.167,86.167,86.167,122.206,86.167,132.448
2018-01-16 00:00:00,86.312,86.312,86.312,123.483,86.312,86.312,129.888,123.918,131.979,133.417,134.706,86.312,86.312,137.668,135.432,86.312,86.312,86.312,86.312,122.549,86.312,133.069
2018-01-17 00:00:00,85.821,85.821,85.821,122.93,85.821,85.821,129.288,123.269,132.504,132.73,134.041,85.821,85.821,136.89,134.671,85.821,85.821,85.821,85.821,121.798,85.821,132.489
2018-01-18 00:00:00,85.651,85.651,85.651,122.163,85.651,85.651,128.611,122.563,131.581,131.907,133.206,85.651,85.651,135.545,133.783,85.651,85.651,85.651,85.651,121.068,85.651,131.384
2018-01-19 00:00:00,85.115,85.115,85.115,121.589,85.115,85.115,128.018,121.837,131.002,130.944,132.769,85.115,85.115,134.274,133.131,85.115,85.115,85.115,85.115,120.039,85.115,130.725
2018-01-22 00:00:00,85.15,85.15,85.15,122.214,85.15,85.15,128.292,122.104,130.97,131.319,133.203,85.15,85.15,134.57,133.205,85.15,85.15,85.15,85.15,120.286,85.15,131.117
2018-01-23 00:00:00,86.081,86.081,86.081,123.028,86.081,86.081,129.016,122.852,132.275,132.181,134.087,86.081,86.081,135.454,133.713,86.081,86.081,86.081,86.081,121.066,86.081,131.537
2018-01-24 00:00:00,86.725,86.725,86.725,122.54,86.725,86.725,128.44,124.322,131.703,132.007,133.619,86.725,86.725,134.959,133.433,86.725,86.725,86.725,86.725,120.916,86.725,131.488
2018-01-25 00:00:00,87.154,87.154,87.154,123.269,87.154,87.154,129.224,127.712,132.355,132.78,134.602,87.154,87.154,135.98,134.741,87.154,87.154,87.154,87.154,122.145,87.154,132.182
2018-01-26 00:00:00,87.278,87.278,87.278,122.636,87.278,87.278,128.556,127.077,131.956,132.101,133.901,87.278,87.278,135.666,134.144,87.278,87.278,87.278,87.278,121.82,87.278,132.276
2018-01-29 00:00:00,86.766,86.766,86.766,122.083,86.766,86.766,127.929,126.491,131.336,131.584,133.261,86.766,86.766,135.187,133.902,86.766,86.766,86.766,86.766,121.277,86.766,131.807
2018-01-30 00:00:00,85.965,85.965,85.965,121.827,85.965,85.965,128.252,126.241,131.049,131.303,133,85.965,85.965,134.896,133.473,85.965,85.965,85.965,85.965,121.001,85.965,131.545
2018-01-31 00:00:00,86.051,86.051,86.051,122.316,86.051,86.051,128.725,126.607,131.899,131.753,133.205,86.051,86.051,135.218,134.039,86.051,86.051,86.051,86.051,121.351,86.051,132.009
2018-02-01 00:00:00,85.612,85.612,85.612,121.195,85.612,85.612,127.494,125.672,130.69,130.411,131.896,85.612,85.612,133.858,132.614,85.612,85.612,85.612,85.612,120.511,85.612,130.687
2018-02-02 00:00:00,85.114,85.114,85.114,120.685,85.114,85.114,126.534,124.98,130.06,129.981,131.23,85.114,85.114,133.538,132.293,85.114,85.114,85.114,85.114,119.674,85.114,130.609
2018-02-05 00:00:00,84.344,84.344,84.344,121.004,84.344,84.344,127.798,125.768,130.728,131.337,132.274,84.344,84.344,134.168,132.361,84.344,84.344,84.344,84.344,120.115,84.344,130.826
2018-02-06 00:00:00,82.991,82.991,82.991,120.074,82.991,82.991,126.468,124.455,129.899,130.905,131.183,82.991,82.991,133.439,131.834,82.991,82.991,82.991,82.991,119.088,82.991,128.81
2018-02-07 00:00:00,83.012,83.012,83.012,119.887,83.012,83.012,126.114,124.082,129.49,130.471,130.772,83.012,83.012,133.103,131.384,83.012,83.012,83.012,83.012,118.897,83.012,128.877
2018-02-08 00:00:00,82.053,82.053,82.053,119.157,82.053,82.053,125.574,123.457,129.064,130.135,130.782,82.053,82.053,132.66,130.811,82.053,82.053,82.053,82.053,118.21,82.053,128.052
2018-02-09 00:00:00,79.477,79.477,79.477,117.555,79.477,79.477,124.896,122.042,128.263,129.452,130.2,79.477,79.477,131.83,129.571,79.477,79.477,79.477,79.477,117.093,79.477,125.879
2018-02-12 00:00:00,81.34,81.34,81.34,118.17,81.34,81.34,124.821,122.04,128.871,129.463,130.122,81.34,81.34,132.458,129.657,81.34,81.34,81.34,81.34,117.036,81.34,126.061
2018-02-13 00:00:00,80.678,80.678,80.678,118.779,80.678,80.678,125.331,122.511,128.554,129.579,130.683,80.678,80.678,132.823,129.397,80.678,80.678,80.678,80.678,117.076,80.678,125.832
2018-02-14 00:00:00,81.069,81.069,81.069,117.941,81.069,81.069,124.206,121.495,127.998,128.604,129.699,81.069,81.069,131.832,128.727,81.069,81.069,81.069,81.069,116.848,81.069,125.443
2018-02-15 00:00:00,81.815,81.815,81.815,118.157,81.815,81.815,124.331,121.918,128.018,128.478,129.8,81.815,81.815,132.525,128.981,81.815,81.815,81.815,81.815,116.956,81.815,126.231
2018-02-16 00:00:00,81.77,81.77,81.77,118.936,81.77,81.77,124.74,122.336,128.872,128.975,130.481,81.77,81.77,132.984,129.711,81.77,81.77,81.77,81.77,117.525,81.77,126.622
2018-02-20 00:00:00,81.918,81.918,81.918,118.805,81.918,81.918,124.564,122.105,128.604,128.83,130.371,81.918,81.918,132.365,129.564,81.918,81.918,81.918,81.918,117.396,81.918,126.968
2018-02-21 00:00:00,80.286,80.286,80.286,117.176,80.286,80.286,123.483,121.064,127.484,127.829,129.187,80.286,80.286,131.283,128.154,80.286,80.286,80.286,80.286,116.425,80.286,125.348
2018-02-22 00:00:00,80.326,80.326,80.326,117.241,80.326,80.326,123.887,121.558,127.541,128.376,129.658,80.326,80.326,132.191,128.778,80.326,80.326,80.326,80.326,116.655,80.326,125.708
2018-02-23 00:00:00,80.634,80.634,80.634,118.286,80.634,80.634,124.874,122.245,128.118,129.383,130.544,80.634,80.634,133.06,129.751,80.634,80.634,80.634,80.634,117.323,80.634,126.254
2018-02-26 00:00:00,81.016,81.016,81.016,118.868,81.016,81.016,125.062,122.391,127.89,129.586,130.761,81.016,81.016,133.167,129.498,81.016,81.016,81.016,81.016,117.561,81.016,127.178
2018-02-27 00:00:00,80.678,80.678,80.678,118.746,80.678,80.678,124.433,121.661,126.919,128.941,130.103,80.678,80.678,132.239,129.031,80.678,80.678,80.678,80.678,116.968,80.678,126.459
2018-02-28 00:00:00,80.402,80.402,80.402,119.311,80.402,80.402,124.923,121.773,127.42,129.443,130.63,80.402,80.402,132.442,129.566,80.402,80.402,80.402,80.402,117.264,80.402,126.497
2018-03-01 00:00:00,79.072,79.072,79.072,119.451,79.072,79.072,125.301,122.209,127.822,130.308,131.434,79.072,79.072,132.867,129.436,79.072,79.072,79.072,79.072,117.083,79.072,125.927
2018-03-02 00:00:00,79.116,79.116,79.116,119.152,79.116,79.116,124.483,121.077,126.88,129.352,130.436,79.116,79.116,131.776,128.273,79.116,79.116,79.116,79.116,116.146,79.116,124.825
2018-03-05 00:00:00,79.369,79.369,79.369,119.059,79.369,79.369,124.343,120.354,126.731,129.212,130.262,79.369,79.369,131.686,128.122,79.369,79.369,79.369,79.369,116.07,79.369,125.639
2018-03-06 00:00:00,79.772,79.772,79.772,119.635,79.772,79.772,124.896,121.022,126.604,129.755,130.063,79.772,79.772,131.6,129.12,79.772,79.772,79.772,79.772,116.24,79.772,125.575
2018-03-07 00:00:00,79.245,79.245,79.245,118.993,79.245,79.245,124.148,120.452,126.363,128.806,129.318,79.245,79.245,131.523,128.303,79.245,79.245,79.245,79.245,116.36,79.245,125.317
2018-03-08 00:00:00,79.081,79.081,79.081,119.092,79.081,79.081,124.203,120.738,126.466,128.879,129.419,79.081,79.081,131.174,128.35,79.081,79.081,79.081,79.081,116.397,79.081,125.575
