,670346AH8 Corp,94973VAN7 Corp,15189WAD2 Corp,02364WAP0 Corp,759509AB8 Corp,761713AT3 Corp,13645RAF1 Corp,98417EAC4 Corp,58013MEC4 Corp,744533BJ8 Corp,976826BE6 Corp,15361GAQ8 Corp,476556CX1 Corp,548661CP0 Corp,867229AE6 Corp,88579EAC9 Corp,75913MAA7 Corp,126408GK3 Corp,74834LAN0 Corp,92343VAF1 Corp,037735CK1 Corp,38141GFD1 Corp
Company,Nucor Corp,Elevance Health Inc,CenterPoint Energy Resources Corp,America Movil SAB de CV,Reliance Inc,Reynolds American Inc,Canadian Pacific Railway Co,Glencore Finance Canada Ltd,McDonald's Corp,Public Service Co of Oklahoma,Wisconsin Power and Light Co,Central Hudson Gas & Electric Corp,Jersey Central Power & Light Co,Lowe's Cos Inc,Suncor Energy Inc,3M Co,Regions Bank/Birmingham AL,CSX Corp,Quest Diagnostics Inc,Verizon Communications Inc,Appalachian Power Co,Goldman Sachs Group Inc/The
Ticker,NUE,ELV,CNP,AMXLMM,RS,BATSLN,CP,GLENLN,MCD,AEP,LNT,FTSCN,FE,LOW,SUCN,MMM,RF,CSX,DGX,VZ,AEP,GS
Rating,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+
Issue Date,2007-12-03 00:00:00,2007-06-08 00:00:00,2007-10-23 00:00:00,2007-10-30 00:00:00,2007-03-30 00:00:00,2007-06-21 00:00:00,2007-05-08 00:00:00,2007-11-20 00:00:00,2007-10-18 00:00:00,2007-11-14 00:00:00,2007-08-15 00:00:00,2007-03-23 00:00:00,2007-12-13 00:00:00,2007-09-11 00:00:00,2007-06-28 00:00:00,2007-03-29 00:00:00,2007-06-26 00:00:00,2007-04-25 00:00:00,2007-06-22 00:00:00,2007-04-03 00:00:00,2007-08-17 00:00:00,2007-10-03 00:00:00
Maturity Date,2037-12-01 00:00:00,2037-06-15 00:00:00,2037-11-01 00:00:00,2037-11-15 00:00:00,2036-11-15 00:00:00,2037-06-15 00:00:00,2037-05-15 00:00:00,2037-11-15 00:00:00,2037-10-15 00:00:00,2037-11-15 00:00:00,2037-08-15 00:00:00,2037-03-23 00:00:00,2037-06-01 00:00:00,2037-09-15 00:00:00,2038-06-15 00:00:00,2037-03-15 00:00:00,2037-06-26 00:00:00,2037-05-01 00:00:00,2037-07-01 00:00:00,2037-04-01 00:00:00,2037-08-15 00:00:00,2037-10-01 00:00:00
2024-03-21 00:00:00,83.045,83.045,83.045,105.573,83.045,83.045,103.609,109.171,109.479,108.169,108.23,83.045,83.045,110.379,106.202,83.045,83.045,83.045,83.045,106.155,83.045,109.75
2024-03-22 00:00:00,82.915,82.915,82.915,106.354,82.915,82.915,104.236,109.773,110.188,108.97,108.765,82.915,82.915,111.144,106.818,82.915,82.915,82.915,82.915,106.937,82.915,109.827
2024-03-25 00:00:00,83.41,83.41,83.41,105.699,83.41,83.41,103.979,109.402,109.398,108.123,108.281,83.41,83.41,110.321,106.079,83.41,83.41,83.41,83.41,105.928,83.41,108.984
2024-03-26 00:00:00,83.437,83.437,83.437,105.88,83.437,83.437,104.117,109.096,109.413,108.118,107.483,83.437,83.437,110.478,105.914,83.437,83.437,83.437,83.437,106.398,83.437,109.106
2024-03-27 00:00:00,83.783,83.783,83.783,106.354,83.783,83.783,104.572,109.115,109.812,108.752,107.67,83.783,83.783,111.316,106.819,83.783,83.783,83.783,83.783,106.991,83.783,109.647
2024-03-28 00:00:00,83.656,83.656,83.656,106.325,83.656,83.656,104.537,109.067,109.847,108.751,107.644,83.656,83.656,111.343,106.41,83.656,83.656,83.656,83.656,107.095,83.656,109.188
2024-04-01 00:00:00,83.71,83.71,83.71,105.529,83.71,83.71,103.905,108.244,108.846,107.774,106.845,83.71,83.71,110.684,105.875,83.71,83.71,83.71,83.71,105.961,83.71,108.671
2024-04-02 00:00:00,83.815,83.815,83.815,105.177,83.815,83.815,103.15,107.89,108.553,108.105,106.398,83.815,83.815,109.856,105.463,83.815,83.815,83.815,83.815,105.801,83.815,107.856
2024-04-03 00:00:00,84.323,84.323,84.323,105.18,84.323,84.323,103.227,107.957,107.923,108.102,106.495,84.323,84.323,110.353,105.653,84.323,84.323,84.323,84.323,105.785,84.323,108.325
2024-04-04 00:00:00,84.957,84.957,84.957,105.345,84.957,84.957,103.485,108.054,108.801,108.19,106.582,84.957,84.957,110.151,105.615,84.957,84.957,84.957,84.957,106.094,84.957,109.092
2024-04-05 00:00:00,84.593,84.593,84.593,104.662,84.593,84.593,102.92,107.437,108.01,107.466,105.339,84.593,84.593,109.278,105.01,84.593,84.593,84.593,84.593,105.142,84.593,107.994
2024-04-08 00:00:00,84.763,84.763,84.763,104.56,84.763,84.763,103.033,107.401,107.996,107.49,105.428,84.763,84.763,109.272,105.552,84.763,84.763,84.763,84.763,105.317,84.763,108.416
2024-04-09 00:00:00,84.459,84.459,84.459,105.059,84.459,84.459,103.596,107.885,108.6,107.852,106.062,84.459,84.459,109.78,105.877,84.459,84.459,84.459,84.459,105.863,84.459,109.134
2024-04-10 00:00:00,84.282,84.282,84.282,103.385,84.282,84.282,102.045,106.213,106.982,106.102,104.47,84.282,84.282,108.199,103.85,84.282,84.282,84.282,84.282,104.329,84.282,107.539
2024-04-11 00:00:00,84.051,84.051,84.051,102.918,84.051,84.051,101.607,105.738,106.511,105.602,104.124,84.051,84.051,107.577,103.873,84.051,84.051,84.051,84.051,103.611,84.051,106.659
2024-04-12 00:00:00,82.822,82.822,82.822,103.768,82.822,82.822,102.223,106.291,106.783,106.241,104.852,82.822,82.822,108.224,103.787,82.822,82.822,82.822,82.822,104.096,82.822,106.474
2024-04-15 00:00:00,81.894,81.894,81.894,103.009,81.894,81.894,101.121,105.598,105.903,105.286,103.754,81.894,81.894,106.667,102.708,81.894,81.894,81.894,81.894,103.411,81.894,106.383
2024-04-16 00:00:00,81.209,81.209,81.209,102.309,81.209,81.209,102.604,104.509,105.139,104.651,103.576,81.209,81.209,105.864,102.066,81.209,81.209,81.209,81.209,103.006,81.209,104.931
2024-04-17 00:00:00,82.016,82.016,82.016,102.867,82.016,82.016,100.21,105.227,105.78,105.48,104.063,82.016,82.016,107.187,102.759,82.016,82.016,82.016,82.016,103.84,82.016,105.265
2024-04-18 00:00:00,80.13,80.13,80.13,102.582,80.13,80.13,100.911,104.902,105.422,105.183,103.846,80.13,80.13,107.114,102.558,80.13,80.13,80.13,80.13,103.615,80.13,106.438
2024-04-19 00:00:00,79.641,79.641,79.641,102.801,79.641,79.641,100.997,105.083,105.45,105.6,103.916,79.641,79.641,106.795,102.786,79.641,79.641,79.641,79.641,103.633,79.641,105.222
2024-04-22 00:00:00,81.051,81.051,81.051,102.899,81.051,81.051,101.781,105.262,105.571,105.764,104.394,81.051,81.051,106.988,102.825,81.051,81.051,81.051,81.051,103.825,81.051,105.588
2024-04-23 00:00:00,80.944,80.944,80.944,102.88,80.944,80.944,101.461,105.134,105.75,105.349,104.657,80.944,80.944,106.982,102.924,80.944,80.944,80.944,80.944,103.946,80.944,107.019
2024-04-24 00:00:00,81.449,81.449,81.449,102.488,81.449,81.449,101.401,104.763,105.656,104.961,104.164,81.449,81.449,106.93,102.539,81.449,81.449,81.449,81.449,103.568,81.449,105.763
2024-04-25 00:00:00,81.131,81.131,81.131,101.973,81.131,81.131,100.808,104.228,105.038,104.464,103.662,81.131,81.131,106.531,102.148,81.131,81.131,81.131,81.131,103.015,81.131,105.592
2024-04-26 00:00:00,81.927,81.927,81.927,102.319,81.927,81.927,101.143,104.592,105.451,104.423,103.87,81.927,81.927,106.765,102.909,81.927,81.927,81.927,81.927,102.862,81.927,105.798
2024-04-29 00:00:00,82.022,82.022,82.022,102.956,82.022,82.022,101.579,105.03,106,104.884,104.184,82.022,82.022,107.499,103.251,82.022,82.022,82.022,82.022,103.281,82.022,106.276
2024-04-30 00:00:00,80.748,80.748,80.748,102.512,80.748,80.748,101.009,104.572,105.434,104.282,103.614,80.748,80.748,106.892,102.341,80.748,80.748,80.748,80.748,102.715,80.748,106.008
2024-05-01 00:00:00,80.857,80.857,80.857,102.847,80.857,80.857,101.534,105.24,105.908,104.823,104.214,80.857,80.857,107.376,102.836,80.857,80.857,80.857,80.857,103.21,80.857,106.025
2024-05-02 00:00:00,81.914,81.914,81.914,103.38,81.914,81.914,101.9,105.711,106.485,105.576,104.417,81.914,81.914,107.323,103.59,81.914,81.914,81.914,81.914,103.644,81.914,107.569
2024-05-03 00:00:00,82.62,82.62,82.62,104.044,82.62,82.62,102.662,106.35,107.214,105.823,103.984,82.62,82.62,108.56,104.474,82.62,82.62,82.62,82.62,104.336,82.62,107.485
2024-05-06 00:00:00,83.202,83.202,83.202,104.469,83.202,83.202,102.948,106.658,107.586,106.056,104.29,83.202,83.202,108.887,104.792,83.202,83.202,83.202,83.202,105.081,83.202,109.083
2024-05-07 00:00:00,83.664,83.664,83.664,104.712,83.664,83.664,103.152,106.905,107.759,106.651,104.523,83.664,83.664,109.64,104.769,83.664,83.664,83.664,83.664,105.185,83.664,108.072
2024-05-08 00:00:00,83.158,83.158,83.158,104.31,83.158,83.158,102.726,106.524,107.355,106.274,104.025,83.158,83.158,108.277,104.352,83.158,83.158,83.158,83.158,104.716,83.158,109.399
2024-05-09 00:00:00,82.887,82.887,82.887,104.671,82.887,82.887,103.037,106.886,107.671,106.641,104.511,82.887,82.887,109.152,104.68,82.887,82.887,82.887,82.887,104.901,82.887,108.106
2024-05-10 00:00:00,83.142,83.142,83.142,104.491,83.142,83.142,102.677,106.492,107.248,106.165,104.123,83.142,83.142,108.728,104.365,83.142,83.142,83.142,83.142,104.576,83.142,107.725
2024-05-13 00:00:00,83.43,83.43,83.43,104.578,83.43,83.43,102.824,106.624,107.301,106.491,104.216,83.43,83.43,108.844,104.676,83.43,83.43,83.43,83.43,104.815,83.43,108.794
2024-05-14 00:00:00,83.038,83.038,83.038,105.01,83.038,83.038,103.226,107.033,107.49,106.906,105.781,83.038,83.038,108.992,104.785,83.038,83.038,83.038,83.038,105.494,83.038,108.406
2024-05-15 00:00:00,83.18,83.18,83.18,105.798,83.18,83.18,104.057,107.821,108.513,108.215,106.572,83.18,83.18,110.186,105.696,83.18,83.18,83.18,83.18,106.312,83.18,109.557
2024-05-16 00:00:00,83.61,83.61,83.61,105.737,83.61,83.61,103.763,107.532,108.198,107.919,106.286,83.61,83.61,109.876,105.625,83.61,83.61,83.61,83.61,106.002,83.61,110.364
2024-05-17 00:00:00,83.884,83.884,83.884,105.469,83.884,83.884,103.388,107.152,107.785,107.524,105.842,83.884,83.884,109.851,105.239,83.884,83.884,83.884,83.884,105.531,83.884,108.972
2024-05-20 00:00:00,83.648,83.648,83.648,105.242,83.648,83.648,103.328,106.969,107.548,107.292,105.633,83.648,83.648,109.613,105.465,83.648,83.648,83.648,83.648,105.218,83.648,109.5
2024-05-21 00:00:00,83.474,83.474,83.474,105.558,83.474,83.474,103.63,107.278,107.578,107.711,106.293,83.474,83.474,109.798,105.189,83.474,83.474,83.474,83.474,105.1,83.474,109.144
2024-05-22 00:00:00,83.169,83.169,83.169,105.496,83.169,83.169,103.203,107.584,107.376,107.325,106.257,83.169,83.169,109.455,105.206,83.169,83.169,83.169,83.169,105.254,83.169,108.748
2024-05-23 00:00:00,83.161,83.161,83.161,105.026,83.161,83.161,102.961,106.702,106.849,106.826,105.501,83.161,83.161,108.982,104.248,83.161,83.161,83.161,83.161,104.757,83.161,109.395
2024-05-24 00:00:00,82.611,82.611,82.611,105.583,82.611,82.611,103.107,107.23,107.001,106.972,105.649,82.611,82.611,108.595,105.539,82.611,82.611,82.611,82.611,105.065,82.611,107.839
2024-05-28 00:00:00,83.03,83.03,83.03,104.78,83.03,83.03,102.277,106.413,106.224,106.275,104.776,83.03,83.03,107.955,103.947,83.03,83.03,83.03,83.03,104.448,83.03,108.213
2024-05-29 00:00:00,82.336,82.336,82.336,104.196,82.336,82.336,101.723,105.847,105.619,105.536,104.267,82.336,82.336,107.065,103.499,82.336,82.336,82.336,82.336,103.712,82.336,107.211
2024-05-30 00:00:00,82.845,82.845,82.845,104.824,82.845,82.845,102.325,106.446,106.532,106.214,104.838,82.845,82.845,108.117,104.104,82.845,82.845,82.845,82.845,104.383,82.845,107.877
2024-05-31 00:00:00,83.018,83.018,83.018,105.264,83.018,83.018,102.765,106.897,106.761,106.657,105.342,83.018,83.018,108.737,104.621,83.018,83.018,83.018,83.018,104.887,83.018,109.196
2024-06-03 00:00:00,83.068,83.068,83.068,106.555,83.068,83.068,103.76,107.913,107.82,107.679,106.281,83.068,83.068,109.852,105.927,83.068,83.068,83.068,83.068,106.058,83.068,109.38
2024-06-04 00:00:00,81.963,81.963,81.963,106.726,81.963,81.963,104.346,108.513,108.449,108.195,106.849,81.963,81.963,109.739,106.045,81.963,81.963,81.963,81.963,106.534,81.963,109.85
2024-06-05 00:00:00,82.347,82.347,82.347,107.212,82.347,82.347,104.873,108.82,108.689,108.736,107.547,82.347,82.347,110.331,106.198,82.347,82.347,82.347,82.347,106.966,82.347,110.837
2024-06-06 00:00:00,82.123,82.123,82.123,107.125,82.123,82.123,104.785,108.734,108.56,108.708,107.458,82.123,82.123,110.242,106.283,82.123,82.123,82.123,82.123,106.956,82.123,109.894
2024-06-07 00:00:00,81.641,81.641,81.641,105.798,81.641,81.641,103.446,107.433,107.431,107.342,106.053,81.641,81.641,108.911,105.073,81.641,81.641,81.641,81.641,105.624,81.641,108.628
2024-06-10 00:00:00,81.652,81.652,81.652,105.467,81.652,81.652,103.145,107.104,107.063,107.066,105.631,81.652,81.652,108.381,104.809,81.652,81.652,81.652,81.652,105.55,81.652,108.196
2024-06-11 00:00:00,82.359,82.359,82.359,106.061,82.359,82.359,103.716,107.687,107.726,107.57,106.211,82.359,82.359,109.422,105.101,82.359,82.359,82.359,82.359,106.191,82.359,109.767
2024-06-12 00:00:00,83.054,83.054,83.054,106.826,83.054,83.054,104.434,108.481,108.642,108.317,106.945,83.054,83.054,110.191,105.306,83.054,83.054,83.054,83.054,106.884,83.054,109.586
2024-06-13 00:00:00,82.4,82.4,82.4,107.285,82.4,82.4,105.324,109.365,109.168,108.87,107.837,82.4,82.4,110.881,106.428,82.4,82.4,82.4,82.4,107.417,82.4,109.979
2024-06-14 00:00:00,81.89,81.89,81.89,107.568,81.89,81.89,104.884,109.066,109.22,109.186,108.152,81.89,81.89,110.844,106.291,81.89,81.89,81.89,81.89,107.716,81.89,109.167
2024-06-17 00:00:00,81.573,81.573,81.573,106.142,81.573,81.573,104.275,108.551,108.62,108.439,107.526,81.573,81.573,110.205,105.879,81.573,81.573,81.573,81.573,106.963,81.573,108.614
2024-06-18 00:00:00,82.132,82.132,82.132,107.069,82.132,82.132,104.802,109.125,109.059,109.193,108.017,82.132,82.132,110.654,106.277,82.132,82.132,82.132,82.132,107.478,82.132,109.449
2024-06-20 00:00:00,82.439,82.439,82.439,106.592,82.439,82.439,104.388,108.602,108.432,108.273,107.619,82.439,82.439,109.938,107.041,82.439,82.439,82.439,82.439,106.802,82.439,109.057
2024-06-21 00:00:00,82.266,82.266,82.266,106.652,82.266,82.266,104.437,108.652,108.201,108.435,107.668,82.266,82.266,109.989,105.95,82.266,82.266,82.266,82.266,106.976,82.266,109.289
2024-06-24 00:00:00,82.493,82.493,82.493,106.978,82.493,82.493,104.693,108.972,108.936,108.745,107.895,82.493,82.493,110.375,106.507,82.493,82.493,82.493,82.493,106.847,82.493,109.48
2024-06-25 00:00:00,82.109,82.109,82.109,106.665,82.109,82.109,104.482,108.425,108.427,108.313,107.722,82.109,82.109,110.197,106.153,82.109,82.109,82.109,82.109,106.858,82.109,109.735
2024-06-26 00:00:00,81.824,81.824,81.824,105.885,81.824,81.824,103.695,107.664,107.43,107.761,106.915,81.824,81.824,109.466,105.297,81.824,81.824,81.824,81.824,105.844,81.824,110.841
2024-06-27 00:00:00,81.727,81.727,81.727,106.307,81.727,81.727,104.1,108.078,108.025,107.904,107.258,81.727,81.727,109.908,105.267,81.727,81.727,81.727,81.727,106.475,81.727,108.744
2024-06-28 00:00:00,82.953,82.953,82.953,105.326,82.953,82.953,103.171,107.096,106.827,106.932,106.246,82.953,82.953,109.249,104.771,82.953,82.953,82.953,82.953,105.718,82.953,108.484
2024-07-01 00:00:00,82.7,82.7,82.7,104.683,82.7,82.7,102.746,106.471,106.404,106.328,105.7,82.7,82.7,108.606,104.233,82.7,82.7,82.7,82.7,105.29,82.7,107.514
2024-07-02 00:00:00,82.733,82.733,82.733,104.97,82.733,82.733,103.103,106.526,106.866,106.675,104.935,82.733,82.733,108.951,104.584,82.733,82.733,82.733,82.733,104.64,82.733,107.923
2024-07-03 00:00:00,82.667,82.667,82.667,105.685,82.667,82.667,103.769,107.478,107.766,107.441,105.972,82.667,82.667,109.815,105.314,82.667,82.667,82.667,82.667,105.287,82.667,108.894
2024-07-05 00:00:00,83.368,83.368,83.368,106.405,83.368,83.368,104.515,108.231,108.692,108.256,106.695,83.368,83.368,110.686,106.028,83.368,83.368,83.368,83.368,106.087,83.368,109.761
2024-07-08 00:00:00,83.09,83.09,83.09,106.746,83.09,83.09,104.554,108.413,108.714,108.329,106.833,83.09,83.09,110.522,107.68,83.09,83.09,83.09,83.09,106.343,83.09,109.705
2024-07-09 00:00:00,83.158,83.158,83.158,106.558,83.158,83.158,104.373,108.234,108.507,108.272,106.653,83.158,83.158,110.486,107.52,83.158,83.158,83.158,83.158,105.686,83.158,110.304
2024-07-10 00:00:00,83.472,83.472,83.472,106.693,83.472,83.472,104.152,108.367,108.625,108.532,107.024,83.472,83.472,110.596,107.606,83.472,83.472,83.472,83.472,105.777,83.472,109.791
2024-07-11 00:00:00,84.263,84.263,84.263,107.379,84.263,84.263,104.92,109.149,109.392,109.171,107.932,84.263,84.263,111.283,108.423,84.263,84.263,84.263,84.263,106.59,84.263,110.345
2024-07-12 00:00:00,84.164,84.164,84.164,107.582,84.164,84.164,105.187,109.387,109.622,109.567,108.523,84.164,84.164,111.546,108.685,84.164,84.164,84.164,84.164,106.959,84.164,111.435
2024-07-15 00:00:00,84.629,84.629,84.629,106.954,84.629,84.629,104.814,108.931,109.312,108.395,108.038,84.629,84.629,111.094,108.213,84.629,84.629,84.629,84.629,106.833,84.629,110.302
2024-07-16 00:00:00,85.077,85.077,85.077,107.639,85.077,85.077,105.443,109.543,110.092,109.395,108.772,85.077,85.077,111.618,109.006,85.077,85.077,85.077,85.077,107.731,85.077,111.354
2024-07-17 00:00:00,85.162,85.162,85.162,107.576,85.162,85.162,105.402,109.454,110.082,109.259,108.595,85.162,85.162,111.611,109.081,85.162,85.162,85.162,85.162,107.708,85.162,110.892
2024-07-18 00:00:00,84.938,84.938,84.938,107.172,84.938,84.938,105.008,109.048,109.692,108.766,108.13,84.938,84.938,111.215,108.613,84.938,84.938,84.938,84.938,106.994,84.938,110.428
2024-07-19 00:00:00,84,84,84,106.857,84,84,104.706,108.737,109.276,108.424,107.819,84,84,110.905,108.277,84,84,84,84,106.69,84,110.245
2024-07-22 00:00:00,84.832,84.832,84.832,106.863,84.832,84.832,104.675,108.604,109.41,108.682,107.858,84.832,84.832,110.533,108.108,84.832,84.832,84.832,84.832,106.722,84.832,110.243
2024-07-23 00:00:00,84.365,84.365,84.365,106.869,84.365,84.365,104.667,108.728,109.394,108.461,107.85,84.365,84.365,110.52,108.25,84.365,84.365,84.365,84.365,106.643,84.365,109.783
2024-07-24 00:00:00,83.527,83.527,83.527,106.582,83.527,83.527,104.334,108.499,108.555,107.844,107.582,83.527,83.527,110.239,108.347,83.527,83.527,83.527,83.527,106.185,83.527,109.766
2024-07-25 00:00:00,83.555,83.555,83.555,106.799,83.555,83.555,104.459,108.676,109.148,108.909,108.062,83.555,83.555,110.774,108.354,83.555,83.555,83.555,83.555,106.648,83.555,109.756
2024-07-26 00:00:00,85.084,85.084,85.084,107.148,85.084,85.084,104.791,109.013,109.509,108.629,108.405,85.084,85.084,110.455,108.18,85.084,85.084,85.084,85.084,106.986,85.084,110.316
2024-07-29 00:00:00,84.951,84.951,84.951,107.33,84.951,84.951,104.927,109.221,109.486,109.25,108.583,84.951,84.951,110.634,108.552,84.951,84.951,84.951,84.951,107.34,84.951,111.397
2024-07-30 00:00:00,84.025,84.025,84.025,107.856,84.025,84.025,105.241,109.538,110.226,109.487,108.645,84.025,84.025,111.36,109.481,84.025,84.025,84.025,84.025,108.484,84.025,110.699
2024-07-31 00:00:00,85.583,85.583,85.583,108.645,85.583,85.583,106.084,110.474,111.175,109.919,109.587,85.583,85.583,112.266,110.541,85.583,85.583,85.583,85.583,108.804,85.583,111.563
2024-08-01 00:00:00,85.157,85.157,85.157,109.499,85.157,85.157,106.383,110.985,111.328,110.472,110.099,85.157,85.157,113.413,111.016,85.157,85.157,85.157,85.157,108.93,85.157,112.01
2024-08-02 00:00:00,84.207,84.207,84.207,110.53,84.207,84.207,107.607,112.693,112.53,112.212,111.762,84.207,84.207,114.68,112.08,84.207,84.207,84.207,84.207,110.807,84.207,112.445
2024-08-05 00:00:00,84.035,84.035,84.035,110.521,84.035,84.035,107.327,111.492,111.84,112.148,111.714,84.035,84.035,114.647,110.956,84.035,84.035,84.035,84.035,109.916,84.035,111.424
2024-08-06 00:00:00,85.036,85.036,85.036,108.645,85.036,85.036,106.491,111.334,111.478,110.502,109.052,85.036,85.036,113.423,110.254,85.036,85.036,85.036,85.036,109.289,85.036,110.915
2024-08-07 00:00:00,85.525,85.525,85.525,108.906,85.525,85.525,105.994,110.829,110.99,110.064,108.623,85.525,85.525,113.047,109.577,85.525,85.525,85.525,85.525,108.671,85.525,110.852
2024-08-08 00:00:00,84.642,84.642,84.642,108.176,84.642,84.642,105.793,110.586,110.822,109.76,108.195,84.642,84.642,113.015,109.491,84.642,84.642,84.642,84.642,109.9,84.642,110.919
2024-08-09 00:00:00,84.051,84.051,84.051,108.647,84.051,84.051,106.103,111.053,111.302,110.34,108.826,84.051,84.051,113.845,110.334,84.051,84.051,84.051,84.051,110.36,84.051,110.935
2024-08-12 00:00:00,84.948,84.948,84.948,108.921,84.948,84.948,106.263,111.34,111.565,110.663,109.331,84.948,84.948,113.924,109.868,84.948,84.948,84.948,84.948,110.937,84.948,112.586
2024-08-13 00:00:00,84.971,84.971,84.971,109.423,84.971,84.971,106.985,111.928,112.221,111.524,109.873,84.971,84.971,114.541,111.08,84.971,84.971,84.971,84.971,109.508,84.971,111.945
2024-08-14 00:00:00,85.077,85.077,85.077,109.224,85.077,85.077,107.07,111.964,112.471,111.617,109.944,85.077,85.077,115.023,111.315,85.077,85.077,85.077,85.077,109.499,85.077,112.38
2024-08-15 00:00:00,85.094,85.094,85.094,108.95,85.094,85.094,106.857,111.43,112.158,111.029,109.469,85.094,85.094,114.683,110.526,85.094,85.094,85.094,85.094,109.532,85.094,112.289
2024-08-16 00:00:00,85.258,85.258,85.258,109.188,85.258,85.258,107.114,111.705,112.429,111.28,110.117,85.258,85.258,114.556,110.753,85.258,85.258,85.258,85.258,109.715,85.258,113.299
2024-08-19 00:00:00,85.675,85.675,85.675,109.367,85.675,85.675,107.278,111.876,112.606,111.389,110.19,85.675,85.675,114.667,110.946,85.675,85.675,85.675,85.675,109.829,85.675,112.972
2024-08-20 00:00:00,85.391,85.391,85.391,109.908,85.391,85.391,107.905,112.516,113.265,111.963,110.971,85.391,85.391,115.261,111.821,85.391,85.391,85.391,85.391,110.775,85.391,113.609
2024-08-21 00:00:00,85.438,85.438,85.438,109.793,85.438,85.438,107.778,112.413,113.265,111.859,110.849,85.438,85.438,114.241,112.626,85.438,85.438,85.438,85.438,110.723,85.438,113.559
2024-08-22 00:00:00,85.46,85.46,85.46,109.331,85.46,85.46,107.467,111.988,112.901,111.345,110.52,85.46,85.46,114.203,111.317,85.46,85.46,85.46,85.46,110.043,85.46,113.605
2024-08-23 00:00:00,85.669,85.669,85.669,109.786,85.669,85.669,107.964,112.539,113.372,111.647,110.995,85.669,85.669,114.813,111.407,85.669,85.669,85.669,85.669,111.128,85.669,114.479
2024-08-26 00:00:00,86.009,86.009,86.009,109.737,86.009,86.009,107.948,112.64,113.305,111.724,110.997,86.009,86.009,114.73,111.299,86.009,86.009,86.009,86.009,111.665,86.009,113.711
2024-08-27 00:00:00,85.53,85.53,85.53,109.676,85.53,85.53,107.836,112.532,113.268,111.501,111.045,85.53,85.53,113.768,110.951,85.53,85.53,85.53,85.53,113,85.53,114.06
2024-08-28 00:00:00,84.873,84.873,84.873,109.568,84.873,84.873,107.656,112.467,113.131,111.209,110.94,84.873,84.873,114.182,110.949,84.873,84.873,84.873,84.873,111.53,84.873,113.62
2024-08-29 00:00:00,84.677,84.677,84.677,109.673,84.677,84.677,107.528,112.205,112.956,110.918,110.815,84.677,84.677,113.82,110.692,84.677,84.677,84.677,84.677,111.528,84.677,113.356
2024-08-30 00:00:00,84.89,84.89,84.89,109.323,84.89,84.89,107.193,111.911,112.592,110.613,110.454,84.89,84.89,113.488,110.283,84.89,84.89,84.89,84.89,111.543,84.89,113.013
2024-09-03 00:00:00,83.613,83.613,83.613,109.793,83.613,83.613,107.848,112.495,112.666,111.024,111.149,83.613,83.613,113.912,110.82,83.613,83.613,83.613,83.613,110.142,83.613,113.168
2024-09-04 00:00:00,83.487,83.487,83.487,110.655,83.487,83.487,108.112,112.688,113.285,111.393,111.387,83.487,83.487,114.473,111.336,83.487,83.487,83.487,83.487,110.682,83.487,113.626
2024-09-05 00:00:00,83.517,83.517,83.517,110.624,83.517,83.517,108.554,112.987,113.587,111.901,111.821,83.517,83.517,115.089,111.849,83.517,83.517,83.517,83.517,111.087,83.517,114.003
2024-09-06 00:00:00,83.111,83.111,83.111,110.676,83.111,83.111,108.813,113.158,113.852,112.13,111.778,83.111,83.111,115.33,111.841,83.111,83.111,83.111,83.111,111.479,83.111,114.594
2024-09-09 00:00:00,82.012,82.012,82.012,110.824,82.012,82.012,109.027,113.339,114.047,111.9,111.925,82.012,82.012,115.515,112.22,82.012,82.012,82.012,82.012,111.407,82.012,114.893
2024-09-10 00:00:00,80.463,80.463,80.463,111.291,80.463,80.463,109.376,113.773,114.609,112.862,112.432,80.463,80.463,115.943,112.022,80.463,80.463,80.463,80.463,111.068,80.463,115.33
2024-09-11 00:00:00,81.399,81.399,81.399,111.268,81.399,81.399,109.532,114.017,114.649,113.031,112.982,81.399,81.399,115.494,111.695,81.399,81.399,81.399,81.399,111.726,81.399,115.005
2024-09-12 00:00:00,82.88,82.88,82.88,110.98,82.88,82.88,109.353,114.346,114.475,112.827,112.906,82.88,82.88,116.06,111.612,82.88,82.88,82.88,82.88,111.773,82.88,114.587
2024-09-13 00:00:00,83.44,83.44,83.44,111.094,83.44,83.44,109.538,114.509,114.877,112.995,113.284,83.44,83.44,116.169,111.903,83.44,83.44,83.44,83.44,111.968,83.44,114.915
2024-09-16 00:00:00,83.039,83.039,83.039,111.46,83.039,83.039,109.897,115.042,115.411,113.297,113.67,83.039,83.039,116.604,112.218,83.039,83.039,83.039,83.039,112.704,83.039,115.303
2024-09-17 00:00:00,83.539,83.539,83.539,111.328,83.539,83.539,109.757,115.084,115.215,113.234,113.378,83.539,83.539,115.691,112.218,83.539,83.539,83.539,83.539,111.423,83.539,115.428
2024-09-18 00:00:00,83.494,83.494,83.494,110.816,83.494,83.494,109.321,114.693,114.608,113.294,112.873,83.494,83.494,115.582,112.152,83.494,83.494,83.494,83.494,111.439,83.494,115.071
2024-09-19 00:00:00,84.059,84.059,84.059,110.541,84.059,84.059,109.358,114.812,114.799,113.722,113.262,84.059,84.059,115.355,112.539,84.059,84.059,84.059,84.059,111.417,84.059,115.765
