,88732JAJ7 Corp,314275AC2 Corp,53079EAN4 Corp,53079EAN4 Corp_3,92553PAC6 Corp
Company,Time Warner Cable LLC,Macy's Retail Holdings LLC,Liberty Mutual Group Inc,Liberty Mutual Group Inc,Paramount Global
Ticker,CHTR,M,LIBMUT,LIBMUT,PARA
Rating,BB+,BB+,BB+,BB+,BB+
Issue Date,2007-10-30 00:00:00,2007-03-12 00:00:00,2007-03-07 00:00:00,2007-03-07 00:00:00,2007-10-05 00:00:00
Maturity Date,2037-05-01 00:00:00,2037-03-15 00:00:00,2037-03-15 00:00:00,2037-03-15 00:00:00,2037-10-05 00:00:00
2016-05-31 00:00:00,12.379,12.379,12.379,12.379,12.379
2016-06-01 00:00:00,12.457,12.457,12.457,12.457,12.457
2016-06-02 00:00:00,12.365,12.365,12.365,12.365,12.365
2016-06-03 00:00:00,12.091,12.091,12.091,12.091,12.091
2016-06-06 00:00:00,11.777,11.777,11.777,11.777,11.777
2016-06-07 00:00:00,11.192,11.192,11.192,11.192,11.192
2016-06-08 00:00:00,11.394,11.394,11.394,11.394,11.394
2016-06-09 00:00:00,11.486,11.486,11.486,11.486,11.486
2016-06-10 00:00:00,11.492,11.492,11.492,11.492,11.492
2016-06-13 00:00:00,11.644,11.644,11.644,11.644,11.644
2016-06-14 00:00:00,11.855,11.855,11.855,11.855,11.855
2016-06-15 00:00:00,11.651,11.651,11.651,11.651,11.651
2016-06-16 00:00:00,11.748,11.748,11.748,11.748,11.748
2016-06-17 00:00:00,11.446,11.446,11.446,11.446,11.446
2016-06-20 00:00:00,11.375,11.375,11.375,11.375,11.375
2016-06-21 00:00:00,11.018,11.018,11.018,11.018,11.018
2016-06-22 00:00:00,11.009,11.009,11.009,11.009,11.009
2016-06-23 00:00:00,10.873,10.873,10.873,10.873,10.873
2016-06-24 00:00:00,11.297,11.297,11.297,11.297,11.297
2016-06-27 00:00:00,11.851,11.851,11.851,11.851,11.851
2016-06-28 00:00:00,11.515,11.515,11.515,11.515,11.515
2016-06-29 00:00:00,11.27,11.27,11.27,11.27,11.27
2016-06-30 00:00:00,11.154,11.154,11.154,11.154,11.154
2016-07-01 00:00:00,11.001,11.001,11.001,11.001,11.001
2016-07-05 00:00:00,10.687,10.687,10.687,10.687,10.687
2016-07-06 00:00:00,11.383,11.383,11.383,11.383,11.383
2016-07-07 00:00:00,11.501,11.501,11.501,11.501,11.501
2016-07-08 00:00:00,11.586,11.586,11.586,11.586,11.586
2016-07-11 00:00:00,11.51,11.51,11.51,11.51,11.51
2016-07-12 00:00:00,11.302,11.302,11.302,11.302,11.302
2016-07-13 00:00:00,11.493,11.493,11.493,11.493,11.493
2016-07-14 00:00:00,11.35,11.35,11.35,11.35,11.35
2016-07-15 00:00:00,11.362,11.362,11.362,11.362,11.362
2016-07-18 00:00:00,11.43,11.43,11.43,11.43,11.43
2016-07-19 00:00:00,11.371,11.371,11.371,11.371,11.371
2016-07-20 00:00:00,11.366,11.366,11.366,11.366,11.366
2016-07-21 00:00:00,11.183,11.183,11.183,11.183,11.183
2016-07-22 00:00:00,11.321,11.321,11.321,11.321,11.321
2016-07-25 00:00:00,11.563,11.563,11.563,11.563,11.563
2016-07-26 00:00:00,11.758,11.758,11.758,11.758,11.758
2016-07-27 00:00:00,11.92,11.92,11.92,11.92,11.92
2016-07-28 00:00:00,12.057,12.057,12.057,12.057,12.057
2016-07-29 00:00:00,12.154,12.154,12.154,12.154,12.154
2016-08-01 00:00:00,12.309,12.309,12.309,12.309,12.309
2016-08-02 00:00:00,12.532,12.532,12.532,12.532,12.532
2016-08-03 00:00:00,12.183,12.183,12.183,12.183,12.183
2016-08-04 00:00:00,11.85,11.85,11.85,11.85,11.85
2016-08-05 00:00:00,11.808,11.808,11.808,11.808,11.808
2016-08-08 00:00:00,11.759,11.759,11.759,11.759,11.759
2016-08-09 00:00:00,11.663,11.663,11.663,11.663,11.663
2016-08-10 00:00:00,11.709,11.709,11.709,11.709,11.709
2016-08-11 00:00:00,11.423,11.423,11.423,11.423,11.423
2016-08-12 00:00:00,11.203,11.203,11.203,11.203,11.203
2016-08-15 00:00:00,11.098,11.098,11.098,11.098,11.098
2016-08-16 00:00:00,10.952,10.952,10.952,10.952,10.952
2016-08-17 00:00:00,11.062,11.062,11.062,11.062,11.062
2016-08-18 00:00:00,10.76,10.76,10.76,10.76,10.76
2016-08-19 00:00:00,10.757,10.757,10.757,10.757,10.757
2016-08-22 00:00:00,10.712,10.712,10.712,10.712,10.712
2016-08-23 00:00:00,10.74,10.74,10.74,10.74,10.74
2016-08-24 00:00:00,10.902,10.902,10.902,10.902,10.902
2016-08-25 00:00:00,10.978,10.978,10.978,10.978,10.978
2016-08-26 00:00:00,10.893,10.893,10.893,10.893,10.893
2016-08-29 00:00:00,10.935,10.935,10.935,10.935,10.935
2016-08-30 00:00:00,10.951,10.951,10.951,10.951,10.951
2016-08-31 00:00:00,10.917,10.917,10.917,10.917,10.917
2016-09-01 00:00:00,11.222,11.222,11.222,11.222,11.222
2016-09-02 00:00:00,11.139,11.139,11.139,11.139,11.139
2016-09-06 00:00:00,11.068,11.068,11.068,11.068,11.068
2016-09-07 00:00:00,10.98,10.98,10.98,10.98,10.98
2016-09-08 00:00:00,10.842,10.842,10.842,10.842,10.842
2016-09-09 00:00:00,11.223,11.223,11.223,11.223,11.223
2016-09-12 00:00:00,11.119,11.119,11.119,11.119,11.119
2016-09-13 00:00:00,11.214,11.214,11.214,11.214,11.214
2016-09-14 00:00:00,11.166,11.166,11.166,11.166,11.166
2016-09-15 00:00:00,11.125,11.125,11.125,11.125,11.125
2016-09-16 00:00:00,11.339,11.339,11.339,11.339,11.339
2016-09-19 00:00:00,11.66,11.66,11.66,11.66,11.66
2016-09-20 00:00:00,11.458,11.458,11.458,11.458,11.458
2016-09-21 00:00:00,11.32,11.32,11.32,11.32,11.32
2016-09-22 00:00:00,11.143,11.143,11.143,11.143,11.143
2016-09-23 00:00:00,11.272,11.272,11.272,11.272,11.272
2016-09-26 00:00:00,11.343,11.343,11.343,11.343,11.343
2016-09-27 00:00:00,11.449,11.449,11.449,11.449,11.449
2016-09-28 00:00:00,11.116,11.116,11.116,11.116,11.116
2016-09-29 00:00:00,11.162,11.162,11.162,11.162,11.162
2016-09-30 00:00:00,10.961,10.961,10.961,10.961,10.961
2016-10-03 00:00:00,10.952,10.952,10.952,10.952,10.952
2016-10-04 00:00:00,11.041,11.041,11.041,11.041,11.041
2016-10-05 00:00:00,10.88,10.88,10.88,10.88,10.88
2016-10-06 00:00:00,10.807,10.807,10.807,10.807,10.807
2016-10-07 00:00:00,10.764,10.764,10.764,10.764,10.764
2016-10-11 00:00:00,10.672,10.672,10.672,10.672,10.672
2016-10-12 00:00:00,10.673,10.673,10.673,10.673,10.673
2016-10-13 00:00:00,10.693,10.693,10.693,10.693,10.693
2016-10-14 00:00:00,10.712,10.712,10.712,10.712,10.712
2016-10-17 00:00:00,10.646,10.646,10.646,10.646,10.646
2016-10-18 00:00:00,10.646,10.646,10.646,10.646,10.646
2016-10-19 00:00:00,10.574,10.574,10.574,10.574,10.574
2016-10-20 00:00:00,10.498,10.498,10.498,10.498,10.498
2016-10-21 00:00:00,10.495,10.495,10.495,10.495,10.495
2016-10-24 00:00:00,10.317,10.317,10.317,10.317,10.317
2016-10-25 00:00:00,10.367,10.367,10.367,10.367,10.367
2016-10-26 00:00:00,10.739,10.739,10.739,10.739,10.739
2016-10-27 00:00:00,10.704,10.704,10.704,10.704,10.704
2016-10-28 00:00:00,10.656,10.656,10.656,10.656,10.656
2016-10-31 00:00:00,10.929,10.929,10.929,10.929,10.929
2016-11-01 00:00:00,11.103,11.103,11.103,11.103,11.103
2016-11-02 00:00:00,11.344,11.344,11.344,11.344,11.344
2016-11-03 00:00:00,10.851,10.851,10.851,10.851,10.851
2016-11-04 00:00:00,11.109,11.109,11.109,11.109,11.109
2016-11-07 00:00:00,10.988,10.988,10.988,10.988,10.988
2016-11-08 00:00:00,10.965,10.965,10.965,10.965,10.965
2016-11-09 00:00:00,10.892,10.892,10.892,10.892,10.892
2016-11-10 00:00:00,11.025,11.025,11.025,11.025,11.025
2016-11-14 00:00:00,11.179,11.179,11.179,11.179,11.179
2016-11-15 00:00:00,10.927,10.927,10.927,10.927,10.927
2016-11-16 00:00:00,11,11,11,11,11
2016-11-17 00:00:00,10.886,10.886,10.886,10.886,10.886
2016-11-18 00:00:00,10.845,10.845,10.845,10.845,10.845
2016-11-21 00:00:00,10.699,10.699,10.699,10.699,10.699
2016-11-22 00:00:00,10.615,10.615,10.615,10.615,10.615
2016-11-23 00:00:00,10.586,10.586,10.586,10.586,10.586
2016-11-25 00:00:00,10.594,10.594,10.594,10.594,10.594
2016-11-28 00:00:00,10.481,10.481,10.481,10.481,10.481
2016-11-29 00:00:00,10.559,10.559,10.559,10.559,10.559
2016-11-30 00:00:00,10.118,10.118,10.118,10.118,10.118
2016-12-01 00:00:00,9.779,9.779,9.779,9.779,9.779
2016-12-02 00:00:00,9.687,9.687,9.687,9.687,9.687
2016-12-05 00:00:00,9.333,9.333,9.333,9.333,9.333
2016-12-06 00:00:00,9.332,9.332,9.332,9.332,9.332
2016-12-07 00:00:00,9.24,9.24,9.24,9.24,9.24
2016-12-08 00:00:00,9.002,9.002,9.002,9.002,9.002
2016-12-09 00:00:00,8.906,8.906,8.906,8.906,8.906
2016-12-12 00:00:00,8.588,8.588,8.588,8.588,8.588
2016-12-13 00:00:00,8.506,8.506,8.506,8.506,8.506
2016-12-14 00:00:00,8.51,8.51,8.51,8.51,8.51
2016-12-15 00:00:00,8.777,8.777,8.777,8.777,8.777
2016-12-16 00:00:00,8.73,8.73,8.73,8.73,8.73
2016-12-19 00:00:00,8.808,8.808,8.808,8.808,8.808
2016-12-20 00:00:00,9.054,9.054,9.054,9.054,9.054
2016-12-21 00:00:00,9.318,9.318,9.318,9.318,9.318
2016-12-22 00:00:00,8.882,8.882,8.882,8.882,8.882
2016-12-23 00:00:00,8.911,8.911,8.911,8.911,8.911
2016-12-27 00:00:00,9.015,9.015,9.015,9.015,9.015
2016-12-28 00:00:00,9.118,9.118,9.118,9.118,9.118
2016-12-29 00:00:00,9.138,9.138,9.138,9.138,9.138
2016-12-30 00:00:00,9.093,9.093,9.093,9.093,9.093
2017-01-03 00:00:00,8.926,8.926,8.926,8.926,8.926
2017-01-04 00:00:00,8.779,8.779,8.779,8.779,8.779
2017-01-05 00:00:00,8.608,8.608,8.608,8.608,8.608
2017-01-06 00:00:00,8.605,8.605,8.605,8.605,8.605
2017-01-09 00:00:00,8.727,8.727,8.727,8.727,8.727
2017-01-10 00:00:00,8.894,8.894,8.894,8.894,8.894
2017-01-11 00:00:00,8.965,8.965,8.965,8.965,8.965
2017-01-12 00:00:00,8.868,8.868,8.868,8.868,8.868
2017-01-13 00:00:00,8.926,8.926,8.926,8.926,8.926
2017-01-17 00:00:00,8.929,8.929,8.929,8.929,8.929
2017-01-18 00:00:00,9,9,9,9,9
2017-01-19 00:00:00,9.069,9.069,9.069,9.069,9.069
2017-01-20 00:00:00,9.029,9.029,9.029,9.029,9.029
2017-01-23 00:00:00,9.113,9.113,9.113,9.113,9.113
2017-01-24 00:00:00,9.079,9.079,9.079,9.079,9.079
2017-01-25 00:00:00,8.829,8.829,8.829,8.829,8.829
2017-01-26 00:00:00,8.672,8.672,8.672,8.672,8.672
2017-01-27 00:00:00,8.603,8.603,8.603,8.603,8.603
2017-01-30 00:00:00,8.74,8.74,8.74,8.74,8.74
2017-01-31 00:00:00,8.809,8.809,8.809,8.809,8.809
2017-02-01 00:00:00,8.842,8.842,8.842,8.842,8.842
2017-02-02 00:00:00,8.85,8.85,8.85,8.85,8.85
2017-02-03 00:00:00,8.807,8.807,8.807,8.807,8.807
2017-02-06 00:00:00,8.847,8.847,8.847,8.847,8.847
2017-02-07 00:00:00,8.861,8.861,8.861,8.861,8.861
2017-02-08 00:00:00,8.983,8.983,8.983,8.983,8.983
2017-02-09 00:00:00,9.021,9.021,9.021,9.021,9.021
2017-02-10 00:00:00,8.941,8.941,8.941,8.941,8.941
2017-02-13 00:00:00,8.969,8.969,8.969,8.969,8.969
2017-02-14 00:00:00,8.909,8.909,8.909,8.909,8.909
2017-02-15 00:00:00,8.98,8.98,8.98,8.98,8.98
2017-02-16 00:00:00,9.029,9.029,9.029,9.029,9.029
2017-02-17 00:00:00,9.004,9.004,9.004,9.004,9.004
2017-02-21 00:00:00,8.934,8.934,8.934,8.934,8.934
2017-02-22 00:00:00,8.905,8.905,8.905,8.905,8.905
2017-02-23 00:00:00,8.644,8.644,8.644,8.644,8.644
2017-02-24 00:00:00,8.547,8.547,8.547,8.547,8.547
2017-02-27 00:00:00,8.644,8.644,8.644,8.644,8.644
2017-02-28 00:00:00,8.765,8.765,8.765,8.765,8.765
2017-03-01 00:00:00,8.6,8.6,8.6,8.6,8.6
2017-03-02 00:00:00,8.686,8.686,8.686,8.686,8.686
2017-03-03 00:00:00,8.71,8.71,8.71,8.71,8.71
2017-03-06 00:00:00,8.795,8.795,8.795,8.795,8.795
2017-03-07 00:00:00,8.995,8.995,8.995,8.995,8.995
2017-03-08 00:00:00,9.295,9.295,9.295,9.295,9.295
2017-03-09 00:00:00,9.474,9.474,9.474,9.474,9.474
2017-03-10 00:00:00,9.288,9.288,9.288,9.288,9.288
2017-03-13 00:00:00,9.178,9.178,9.178,9.178,9.178
2017-03-14 00:00:00,9.322,9.322,9.322,9.322,9.322
2017-03-15 00:00:00,8.857,8.857,8.857,8.857,8.857
2017-03-16 00:00:00,8.993,8.993,8.993,8.993,8.993
2017-03-17 00:00:00,8.926,8.926,8.926,8.926,8.926
2017-03-20 00:00:00,9.058,9.058,9.058,9.058,9.058
2017-03-21 00:00:00,9.259,9.259,9.259,9.259,9.259
2017-03-22 00:00:00,9.348,9.348,9.348,9.348,9.348
2017-03-23 00:00:00,9.27,9.27,9.27,9.27,9.27
2017-03-24 00:00:00,9.096,9.096,9.096,9.096,9.096
2017-03-27 00:00:00,9.186,9.186,9.186,9.186,9.186
2017-03-28 00:00:00,9.035,9.035,9.035,9.035,9.035
2017-03-29 00:00:00,8.723,8.723,8.723,8.723,8.723
2017-03-30 00:00:00,8.605,8.605,8.605,8.605,8.605
2017-03-31 00:00:00,8.603,8.603,8.603,8.603,8.603
2017-04-03 00:00:00,8.577,8.577,8.577,8.577,8.577
2017-04-04 00:00:00,8.581,8.581,8.581,8.581,8.581
2017-04-05 00:00:00,8.606,8.606,8.606,8.606,8.606
2017-04-06 00:00:00,8.604,8.604,8.604,8.604,8.604
2017-04-07 00:00:00,8.61,8.61,8.61,8.61,8.61
2017-04-10 00:00:00,8.571,8.571,8.571,8.571,8.571
2017-04-11 00:00:00,8.65,8.65,8.65,8.65,8.65
2017-04-12 00:00:00,8.645,8.645,8.645,8.645,8.645
2017-04-13 00:00:00,8.728,8.728,8.728,8.728,8.728
2017-04-17 00:00:00,8.792,8.792,8.792,8.792,8.792
2017-04-18 00:00:00,8.865,8.865,8.865,8.865,8.865
2017-04-19 00:00:00,9.057,9.057,9.057,9.057,9.057
2017-04-20 00:00:00,9.015,9.015,9.015,9.015,9.015
2017-04-21 00:00:00,9.094,9.094,9.094,9.094,9.094
2017-04-24 00:00:00,9.134,9.134,9.134,9.134,9.134
2017-04-25 00:00:00,8.941,8.941,8.941,8.941,8.941
2017-04-26 00:00:00,8.848,8.848,8.848,8.848,8.848
2017-04-27 00:00:00,9.024,9.024,9.024,9.024,9.024
2017-04-28 00:00:00,8.857,8.857,8.857,8.857,8.857
2017-05-01 00:00:00,8.919,8.919,8.919,8.919,8.919
2017-05-02 00:00:00,8.977,8.977,8.977,8.977,8.977
2017-05-03 00:00:00,8.954,8.954,8.954,8.954,8.954
2017-05-04 00:00:00,9.203,9.203,9.203,9.203,9.203
2017-05-05 00:00:00,9.178,9.178,9.178,9.178,9.178
2017-05-08 00:00:00,9.265,9.265,9.265,9.265,9.265
2017-05-09 00:00:00,9.301,9.301,9.301,9.301,9.301
2017-05-10 00:00:00,9.106,9.106,9.106,9.106,9.106
2017-05-11 00:00:00,9.024,9.024,9.024,9.024,9.024
2017-05-12 00:00:00,9.104,9.104,9.104,9.104,9.104
2017-05-15 00:00:00,8.997,8.997,8.997,8.997,8.997
2017-05-16 00:00:00,8.996,8.996,8.996,8.996,8.996
2017-05-17 00:00:00,9.115,9.115,9.115,9.115,9.115
2017-05-18 00:00:00,9.247,9.247,9.247,9.247,9.247
2017-05-19 00:00:00,9.135,9.135,9.135,9.135,9.135
2017-05-22 00:00:00,9.098,9.098,9.098,9.098,9.098
2017-05-23 00:00:00,9.09,9.09,9.09,9.09,9.09
2017-05-24 00:00:00,9.069,9.069,9.069,9.069,9.069
2017-05-25 00:00:00,9.257,9.257,9.257,9.257,9.257
2017-05-26 00:00:00,9.197,9.197,9.197,9.197,9.197
2017-05-30 00:00:00,9.163,9.163,9.163,9.163,9.163
2017-05-31 00:00:00,9.217,9.217,9.217,9.217,9.217
2017-06-01 00:00:00,9.183,9.183,9.183,9.183,9.183
2017-06-02 00:00:00,9.239,9.239,9.239,9.239,9.239
2017-06-05 00:00:00,9.314,9.314,9.314,9.314,9.314
2017-06-06 00:00:00,9.342,9.342,9.342,9.342,9.342
2017-06-07 00:00:00,9.543,9.543,9.543,9.543,9.543
2017-06-08 00:00:00,9.684,9.684,9.684,9.684,9.684
2017-06-09 00:00:00,9.559,9.559,9.559,9.559,9.559
2017-06-12 00:00:00,9.555,9.555,9.555,9.555,9.555
2017-06-13 00:00:00,9.423,9.423,9.423,9.423,9.423
2017-06-14 00:00:00,9.417,9.417,9.417,9.417,9.417
2017-06-15 00:00:00,9.651,9.651,9.651,9.651,9.651
2017-06-16 00:00:00,9.758,9.758,9.758,9.758,9.758
2017-06-19 00:00:00,9.732,9.732,9.732,9.732,9.732
2017-06-20 00:00:00,10.012,10.012,10.012,10.012,10.012
2017-06-21 00:00:00,10.341,10.341,10.341,10.341,10.341
2017-06-22 00:00:00,10.239,10.239,10.239,10.239,10.239
2017-06-23 00:00:00,10.209,10.209,10.209,10.209,10.209
2017-06-26 00:00:00,10.047,10.047,10.047,10.047,10.047
2017-06-27 00:00:00,9.792,9.792,9.792,9.792,9.792
2017-06-28 00:00:00,9.819,9.819,9.819,9.819,9.819
2017-06-29 00:00:00,9.895,9.895,9.895,9.895,9.895
2017-06-30 00:00:00,9.89,9.89,9.89,9.89,9.89
2017-07-03 00:00:00,9.859,9.859,9.859,9.859,9.859
2017-07-05 00:00:00,9.961,9.961,9.961,9.961,9.961
2017-07-06 00:00:00,9.971,9.971,9.971,9.971,9.971
2017-07-07 00:00:00,10.037,10.037,10.037,10.037,10.037
2017-07-10 00:00:00,10.061,10.061,10.061,10.061,10.061
2017-07-11 00:00:00,10.005,10.005,10.005,10.005,10.005
2017-07-12 00:00:00,9.844,9.844,9.844,9.844,9.844
2017-07-13 00:00:00,9.836,9.836,9.836,9.836,9.836
2017-07-14 00:00:00,9.753,9.753,9.753,9.753,9.753
2017-07-17 00:00:00,9.813,9.813,9.813,9.813,9.813
2017-07-18 00:00:00,9.779,9.779,9.779,9.779,9.779
2017-07-19 00:00:00,9.709,9.709,9.709,9.709,9.709
2017-07-20 00:00:00,9.652,9.652,9.652,9.652,9.652
2017-07-21 00:00:00,9.831,9.831,9.831,9.831,9.831
2017-07-24 00:00:00,9.859,9.859,9.859,9.859,9.859
2017-07-25 00:00:00,9.691,9.691,9.691,9.691,9.691
2017-07-26 00:00:00,9.663,9.663,9.663,9.663,9.663
2017-07-27 00:00:00,9.73,9.73,9.73,9.73,9.73
2017-07-28 00:00:00,9.719,9.719,9.719,9.719,9.719
2017-07-31 00:00:00,9.673,9.673,9.673,9.673,9.673
2017-08-01 00:00:00,9.748,9.748,9.748,9.748,9.748
2017-08-02 00:00:00,9.694,9.694,9.694,9.694,9.694
2017-08-03 00:00:00,9.595,9.595,9.595,9.595,9.595
2017-08-04 00:00:00,9.545,9.545,9.545,9.545,9.545
2017-08-07 00:00:00,9.551,9.551,9.551,9.551,9.551
2017-08-08 00:00:00,9.565,9.565,9.565,9.565,9.565
2017-08-09 00:00:00,9.651,9.651,9.651,9.651,9.651
2017-08-10 00:00:00,9.681,9.681,9.681,9.681,9.681
2017-08-11 00:00:00,9.684,9.684,9.684,9.684,9.684
2017-08-14 00:00:00,9.662,9.662,9.662,9.662,9.662
2017-08-15 00:00:00,9.567,9.567,9.567,9.567,9.567
2017-08-16 00:00:00,9.434,9.434,9.434,9.434,9.434
2017-08-17 00:00:00,9.419,9.419,9.419,9.419,9.419
2017-08-18 00:00:00,9.413,9.413,9.413,9.413,9.413
2017-08-21 00:00:00,9.421,9.421,9.421,9.421,9.421
2017-08-22 00:00:00,9.357,9.357,9.357,9.357,9.357
2017-08-23 00:00:00,9.413,9.413,9.413,9.413,9.413
2017-08-24 00:00:00,9.418,9.418,9.418,9.418,9.418
2017-08-25 00:00:00,9.356,9.356,9.356,9.356,9.356
2017-08-28 00:00:00,9.419,9.419,9.419,9.419,9.419
2017-08-29 00:00:00,9.409,9.409,9.409,9.409,9.409
2017-08-30 00:00:00,9.426,9.426,9.426,9.426,9.426
2017-08-31 00:00:00,9.38,9.38,9.38,9.38,9.38
2017-09-01 00:00:00,9.355,9.355,9.355,9.355,9.355
2017-09-05 00:00:00,9.309,9.309,9.309,9.309,9.309
2017-09-06 00:00:00,9.21,9.21,9.21,9.21,9.21
2017-09-07 00:00:00,9.153,9.153,9.153,9.153,9.153
2017-09-08 00:00:00,9.21,9.21,9.21,9.21,9.21
2017-09-11 00:00:00,9.19,9.19,9.19,9.19,9.19
2017-09-12 00:00:00,9.162,9.162,9.162,9.162,9.162
2017-09-13 00:00:00,8.937,8.937,8.937,8.937,8.937
2017-09-14 00:00:00,8.731,8.731,8.731,8.731,8.731
2017-09-15 00:00:00,8.872,8.872,8.872,8.872,8.872
2017-09-18 00:00:00,8.866,8.866,8.866,8.866,8.866
2017-09-19 00:00:00,8.857,8.857,8.857,8.857,8.857
2017-09-20 00:00:00,8.804,8.804,8.804,8.804,8.804
2017-09-21 00:00:00,8.855,8.855,8.855,8.855,8.855
2017-09-22 00:00:00,8.921,8.921,6.751,6.751,8.921
2017-09-22 00:00:00,8.921,8.921,6.751,8.921,8.921
2017-09-22 00:00:00,8.921,8.921,8.921,6.751,8.921
2017-09-22 00:00:00,8.921,8.921,8.921,8.921,8.921
2017-09-25 00:00:00,8.809,8.809,8.809,8.809,8.809
2017-09-26 00:00:00,8.733,8.733,8.733,8.733,8.733
2017-09-27 00:00:00,8.696,8.696,8.696,8.696,8.696
2017-09-28 00:00:00,8.72,8.72,8.72,8.72,8.72
2017-09-29 00:00:00,8.659,8.659,8.659,8.659,8.659
2017-10-02 00:00:00,8.729,8.729,8.729,8.729,8.729
2017-10-03 00:00:00,8.726,8.726,8.726,8.726,8.726
2017-10-04 00:00:00,8.671,8.671,8.671,8.671,8.671
2017-10-05 00:00:00,8.66,8.66,8.66,8.66,8.66
2017-10-06 00:00:00,8.684,8.684,8.684,8.684,8.684
2017-10-10 00:00:00,8.7,8.7,8.7,8.7,8.7
2017-10-11 00:00:00,8.691,8.691,8.691,8.691,8.691
2017-10-12 00:00:00,8.718,8.718,8.718,8.718,8.718
2017-10-13 00:00:00,8.717,8.717,8.717,8.717,8.717
2017-10-16 00:00:00,8.679,8.679,8.679,8.679,8.679
2017-10-17 00:00:00,8.674,8.674,8.674,8.674,8.674
2017-10-18 00:00:00,8.669,8.669,8.669,8.669,8.669
2017-10-19 00:00:00,8.68,8.68,8.68,8.68,8.68
2017-10-20 00:00:00,8.714,8.714,8.714,8.714,8.714
2017-10-23 00:00:00,8.701,8.701,8.701,8.701,8.701
2017-10-24 00:00:00,8.716,8.716,8.716,8.716,8.716
2017-10-25 00:00:00,8.783,8.783,8.783,8.783,8.783
2017-10-26 00:00:00,8.828,8.828,8.828,8.828,8.828
2017-10-27 00:00:00,8.814,8.814,8.814,8.814,8.814
2017-10-30 00:00:00,8.849,8.849,8.849,8.849,8.849
2017-10-31 00:00:00,8.792,8.792,8.792,8.792,8.792
2017-11-01 00:00:00,8.644,8.644,8.644,8.644,8.644
2017-11-02 00:00:00,8.602,8.602,8.602,8.602,8.602
2017-11-03 00:00:00,8.621,8.621,8.621,8.621,8.621
2017-11-06 00:00:00,8.582,8.582,8.582,8.582,8.582
2017-11-07 00:00:00,8.615,8.615,8.615,8.615,8.615
2017-11-08 00:00:00,8.7,8.7,8.7,8.7,8.7
2017-11-09 00:00:00,8.808,8.808,8.808,8.808,8.808
2017-11-10 00:00:00,8.783,8.783,8.783,8.783,8.783
2017-11-13 00:00:00,8.768,8.768,8.768,8.768,8.768
2017-11-14 00:00:00,8.958,8.958,8.958,8.958,8.958
2017-11-15 00:00:00,9.228,9.228,9.228,9.228,9.228
2017-11-16 00:00:00,9.071,9.071,9.071,9.071,9.071
2017-11-17 00:00:00,8.956,8.956,8.956,8.956,8.956
2017-11-20 00:00:00,9.002,9.002,9.002,9.002,9.002
2017-11-21 00:00:00,8.99,8.99,8.99,8.99,8.99
2017-11-22 00:00:00,8.913,8.913,8.913,8.913,8.913
2017-11-24 00:00:00,8.865,8.865,8.865,8.865,8.865
2017-11-27 00:00:00,8.914,8.914,8.914,8.914,8.914
2017-11-28 00:00:00,8.925,8.925,8.925,8.925,8.925
2017-11-29 00:00:00,8.93,8.93,8.93,8.93,8.93
2017-11-30 00:00:00,8.935,8.935,8.935,8.935,8.935
2017-12-01 00:00:00,8.835,8.835,8.835,8.835,8.835
2017-12-04 00:00:00,8.778,8.778,8.778,8.778,8.778
2017-12-05 00:00:00,8.675,8.675,8.675,8.675,8.675
2017-12-06 00:00:00,8.766,8.766,8.766,8.766,8.766
2017-12-07 00:00:00,8.779,8.779,8.779,8.779,8.779
2017-12-08 00:00:00,8.759,8.759,8.759,8.759,8.759
2017-12-11 00:00:00,8.805,8.805,8.805,8.805,8.805
2017-12-12 00:00:00,8.764,8.764,8.764,8.764,8.764
2017-12-13 00:00:00,8.761,8.761,8.761,8.761,8.761
2017-12-14 00:00:00,8.765,8.765,8.765,8.765,8.765
2017-12-15 00:00:00,8.82,8.82,8.82,8.82,8.82
2017-12-18 00:00:00,8.859,8.859,8.859,8.859,8.859
2017-12-19 00:00:00,8.896,8.896,8.896,8.896,8.896
2017-12-20 00:00:00,8.917,8.917,8.917,8.917,8.917
2017-12-21 00:00:00,8.909,8.909,8.909,8.909,8.909
2017-12-22 00:00:00,8.958,8.958,8.958,8.958,8.958
2017-12-26 00:00:00,8.903,8.903,8.903,8.903,8.903
2017-12-27 00:00:00,8.839,8.839,8.839,8.839,8.839
2017-12-28 00:00:00,8.833,8.833,8.833,8.833,8.833
2017-12-29 00:00:00,8.795,8.795,8.795,8.795,8.795
2018-01-02 00:00:00,8.767,8.767,8.767,8.767,8.767
2018-01-03 00:00:00,8.59,8.59,8.59,8.59,8.59
2018-01-04 00:00:00,8.436,8.436,8.436,8.436,8.436
2018-01-05 00:00:00,8.322,8.322,8.322,8.322,8.322
2018-01-08 00:00:00,8.302,8.302,8.302,8.302,8.302
2018-01-09 00:00:00,8.3,8.3,8.3,8.3,8.3
2018-01-10 00:00:00,8.256,8.256,8.256,8.256,8.256
2018-01-11 00:00:00,8.213,8.213,8.213,8.213,8.213
2018-01-12 00:00:00,8.214,8.214,8.214,8.214,8.214
2018-01-16 00:00:00,8.198,8.198,8.198,8.198,8.198
2018-01-17 00:00:00,8.254,8.254,8.254,8.254,8.254
2018-01-18 00:00:00,8.274,8.274,8.274,8.274,8.274
2018-01-19 00:00:00,8.336,8.336,8.336,8.336,8.336
2018-01-22 00:00:00,8.332,8.332,8.332,8.332,8.332
