,88732JAJ7 Corp,314275AC2 Corp,53079EAN4 Corp,53079EAN4 Corp_3,92553PAC6 Corp
Company,Time Warner Cable LLC,Macy's Retail Holdings LLC,Liberty Mutual Group Inc,Liberty Mutual Group Inc,Paramount Global
Ticker,CHTR,M,LIBMUT,LIBMUT,PARA
Rating,BB+,BB+,BB+,BB+,BB+
Issue Date,2007-10-30 00:00:00,2007-03-12 00:00:00,2007-03-07 00:00:00,2007-03-07 00:00:00,2007-10-05 00:00:00
Maturity Date,2037-05-01 00:00:00,2037-03-15 00:00:00,2037-03-15 00:00:00,2037-03-15 00:00:00,2037-10-05 00:00:00
2015-05-05 00:00:00,8.767,8.767,8.767,8.767,8.767
2015-05-06 00:00:00,9.03,9.03,9.03,9.03,9.03
2015-05-07 00:00:00,8.98,8.98,8.98,8.98,8.98
2015-05-08 00:00:00,8.806,8.806,8.806,8.806,8.806
2015-05-11 00:00:00,8.729,8.729,8.729,8.729,8.729
2015-05-12 00:00:00,8.874,8.874,8.874,8.874,8.874
2015-05-13 00:00:00,8.665,8.665,8.665,8.665,8.665
2015-05-14 00:00:00,8.684,8.684,8.684,8.684,8.684
2015-05-15 00:00:00,8.688,8.688,8.688,8.688,8.688
2015-05-18 00:00:00,8.694,8.694,8.694,8.694,8.694
2015-05-19 00:00:00,8.866,8.866,8.866,8.866,8.866
2015-05-20 00:00:00,8.881,8.881,8.881,8.881,8.881
2015-05-21 00:00:00,8.778,8.778,8.778,8.778,8.778
2015-05-22 00:00:00,8.795,8.795,8.795,8.795,8.795
2015-05-26 00:00:00,8.802,8.802,8.802,8.802,8.802
2015-05-27 00:00:00,8.807,8.807,8.807,8.807,8.807
2015-05-28 00:00:00,8.948,8.948,8.948,8.948,8.948
2015-05-29 00:00:00,8.763,8.763,8.763,8.763,8.763
2015-06-01 00:00:00,8.78,8.78,8.78,8.78,8.78
2015-06-02 00:00:00,8.749,8.749,8.749,8.749,8.749
2015-06-03 00:00:00,8.841,8.841,8.841,8.841,8.841
2015-06-04 00:00:00,8.928,8.928,8.928,8.928,8.928
2015-06-05 00:00:00,8.875,8.875,8.875,8.875,8.875
2015-06-08 00:00:00,8.953,8.953,8.953,8.953,8.953
2015-06-09 00:00:00,9.099,9.099,9.099,9.099,9.099
2015-06-10 00:00:00,9.05,9.05,9.05,9.05,9.05
2015-06-11 00:00:00,9.08,9.08,9.08,9.08,9.08
2015-06-12 00:00:00,9.108,9.108,9.108,9.108,9.108
2015-06-15 00:00:00,9.273,9.273,9.273,9.273,9.273
2015-06-16 00:00:00,9.352,9.352,9.352,9.352,9.352
2015-06-17 00:00:00,9.324,9.324,9.324,9.324,9.324
2015-06-18 00:00:00,9.302,9.302,9.302,9.302,9.302
2015-06-19 00:00:00,9.332,9.332,9.332,9.332,9.332
2015-06-22 00:00:00,9.319,9.319,9.319,9.319,9.319
2015-06-23 00:00:00,9.286,9.286,9.286,9.286,9.286
2015-06-24 00:00:00,9.351,9.351,9.351,9.351,9.351
2015-06-25 00:00:00,9.507,9.507,9.507,9.507,9.507
2015-06-26 00:00:00,9.52,9.52,9.52,9.52,9.52
2015-06-29 00:00:00,9.693,9.693,9.693,9.693,9.693
2015-06-30 00:00:00,9.46,9.46,9.46,9.46,9.46
2015-07-01 00:00:00,9.485,9.485,9.485,9.485,9.485
2015-07-02 00:00:00,9.466,9.466,9.466,9.466,9.466
2015-07-06 00:00:00,9.785,9.785,9.785,9.785,9.785
2015-07-07 00:00:00,9.803,9.803,9.803,9.803,9.803
2015-07-08 00:00:00,9.906,9.906,9.906,9.906,9.906
2015-07-09 00:00:00,9.932,9.932,9.932,9.932,9.932
2015-07-10 00:00:00,9.837,9.837,9.837,9.837,9.837
2015-07-13 00:00:00,9.835,9.835,9.835,9.835,9.835
2015-07-14 00:00:00,9.817,9.817,9.817,9.817,9.817
2015-07-15 00:00:00,9.883,9.883,9.883,9.883,9.883
2015-07-16 00:00:00,9.968,9.968,9.968,9.968,9.968
2015-07-17 00:00:00,10.347,10.347,10.347,10.347,10.347
