Unnamed: 0,Unnamed: 1,Unnamed: 2
2016-08-12 00:00:00,116.856,5.484
2016-08-15 00:00:00,116.896,5.481
2016-08-16 00:00:00,117.862,5.411
2016-08-17 00:00:00,118.414,5.371
2016-08-18 00:00:00,118.591,5.358
2016-08-19 00:00:00,119.051,5.326
2016-08-22 00:00:00,119.271,5.31
2016-08-23 00:00:00,118.479,5.366
2016-08-24 00:00:00,118.393,5.372
2016-08-25 00:00:00,118.568,5.359
2016-08-26 00:00:00,118.31,5.378
2016-08-29 00:00:00,119.189,5.315
2016-08-30 00:00:00,118.076,5.394
2016-08-31 00:00:00,116.609,5.5
2016-09-01 00:00:00,115.83,5.557
2016-09-02 00:00:00,115.528,5.579
2016-09-06 00:00:00,116.443,5.512
2016-09-07 00:00:00,116.538,5.505
2016-09-08 00:00:00,116.747,5.489
2016-09-09 00:00:00,115.704,5.565
2016-09-12 00:00:00,115.756,5.561
2016-09-13 00:00:00,114.978,5.619
2016-09-14 00:00:00,115.222,5.601
2016-09-15 00:00:00,114.436,5.659
2016-09-16 00:00:00,114.541,5.651
2016-09-19 00:00:00,114.303,5.669
2016-09-20 00:00:00,114.509,5.653
2016-09-21 00:00:00,115.772,5.559
2016-09-22 00:00:00,116.408,5.513
2016-09-23 00:00:00,116.315,5.519
2016-09-26 00:00:00,116.416,5.512
2016-09-27 00:00:00,116.522,5.504
2016-09-28 00:00:00,116.198,5.528
2016-09-29 00:00:00,116.193,5.528
2016-09-30 00:00:00,116.022,5.54
2016-10-03 00:00:00,115.962,5.544
2016-10-04 00:00:00,115.429,5.584
2016-10-05 00:00:00,115.367,5.588
2016-10-06 00:00:00,115.479,5.58
2016-10-07 00:00:00,115.746,5.56
2016-10-11 00:00:00,115.054,5.611
2016-10-12 00:00:00,114.855,5.626
2016-10-13 00:00:00,115.124,5.606
2016-10-14 00:00:00,114.647,5.641
2016-10-17 00:00:00,115.027,5.613
2016-10-18 00:00:00,115.381,5.586
2016-10-19 00:00:00,115.372,5.587
2016-10-20 00:00:00,115.176,5.601
2016-10-21 00:00:00,115.5,5.577
2016-10-24 00:00:00,115.403,5.584
2016-10-25 00:00:00,115.574,5.571
2016-10-26 00:00:00,115.007,5.613
2016-10-27 00:00:00,114.413,5.658
2016-10-28 00:00:00,114.373,5.661
