,00817YAG3 Corp,62912XAC8 Corp,EH0970051 Corp,292505AG9 Corp,881575AC8 Corp,037411AR6 Corp,126650BJ8 Corp
Company,Aetna Inc,NGPL PipeCo LLC,Marks & Spencer PLC,Ovintiv Inc,Tesco PLC,Apache Corp,CVS Health Corp
Ticker,AET,NGPLCO,MARSPE,OVV,TSCOLN,APA,CVS
Rating,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-
Issue Date,2007-12-04 00:00:00,2007-12-21 00:00:00,2007-12-06 00:00:00,2007-12-04 00:00:00,2007-11-05 00:00:00,2007-01-26 00:00:00,2007-05-25 00:00:00
Maturity Date,2037-12-15 00:00:00,2037-12-15 00:00:00,2037-12-01 00:00:00,2038-02-01 00:00:00,2037-11-15 00:00:00,2037-01-15 00:00:00,2027-06-01 00:00:00
Coupon ,6.75,7.768,7.125,6.5,6.15,6,6.25
Tenor (days),10969,10952,10953,11017,10968,10947,7312
2018-06-01 00:00:00,4.528,6.085,8.424,8.424,8.424,4.997,4.359
2018-06-04 00:00:00,4.568,6.125,8.435,8.435,8.435,5.046,4.388
2018-06-05 00:00:00,4.56,6.116,8.39,8.39,8.39,5.062,4.39
2018-06-06 00:00:00,4.604,6.152,8.418,8.418,8.418,5.096,4.423
2018-06-07 00:00:00,4.558,6.106,8.388,8.388,8.388,5.036,4.377
2018-06-08 00:00:00,4.586,6.133,8.397,8.397,8.397,5.095,4.405
2018-06-11 00:00:00,4.594,6.134,8.384,8.384,8.384,5.109,4.415
2018-06-12 00:00:00,4.603,6.143,8.334,8.334,8.334,5.124,4.423
2018-06-13 00:00:00,4.606,6.118,8.33,8.33,8.33,5.09,4.419
2018-06-14 00:00:00,4.573,6.085,8.299,8.299,8.299,5.073,4.384
2018-06-15 00:00:00,4.556,6.067,8.324,8.324,8.324,5.055,4.364
2018-06-18 00:00:00,4.553,6.065,8.332,8.332,8.332,5.087,4.372
2018-06-19 00:00:00,4.543,6.051,8.45,8.45,8.45,5.108,4.35
2018-06-20 00:00:00,4.579,6.089,8.413,8.413,8.413,5.197,4.387
2018-06-21 00:00:00,4.548,6.048,8.426,8.426,8.426,5.182,4.347
2018-06-22 00:00:00,4.55,6.048,8.373,8.373,8.373,5.254,4.347
2018-06-25 00:00:00,4.535,6.032,8.445,8.445,8.445,5.241,4.343
2018-06-26 00:00:00,4.543,6.035,8.449,8.449,8.449,5.287,4.344
2018-06-27 00:00:00,4.496,5.988,8.453,8.453,8.453,5.225,4.297
2018-06-28 00:00:00,4.512,6.001,8.59,8.59,8.59,5.231,4.343
2018-06-29 00:00:00,4.533,6.022,8.587,8.587,8.587,5.24,4.35
2018-07-02 00:00:00,4.544,6.035,8.57,8.57,8.57,5.202,4.351
2018-07-03 00:00:00,4.505,5.998,8.556,8.556,8.556,5.164,4.313
2018-07-05 00:00:00,4.504,5.999,8.575,8.575,8.575,5.151,4.295
2018-07-06 00:00:00,4.493,5.988,8.557,8.557,8.557,5.141,4.287
2018-07-09 00:00:00,4.531,6.025,8.549,8.549,8.549,5.142,4.308
2018-07-10 00:00:00,4.524,6.017,8.508,8.508,8.508,5.122,4.276
2018-07-11 00:00:00,4.52,6.014,8.591,8.591,8.591,5.161,4.286
2018-07-12 00:00:00,4.516,6.051,8.614,8.614,8.614,5.131,4.283
2018-07-13 00:00:00,4.492,6.025,8.622,8.622,8.622,5.152,4.258
2018-07-16 00:00:00,4.519,6.077,8.69,8.69,8.69,5.166,4.291
2018-07-17 00:00:00,4.522,6.082,8.701,8.701,8.701,5.178,4.291
2018-07-18 00:00:00,4.541,6.083,8.698,8.698,8.698,5.186,4.3
2018-07-19 00:00:00,4.507,6.05,8.719,8.719,8.719,5.132,4.319
2018-07-20 00:00:00,4.61,6.098,8.707,8.707,8.707,5.186,4.363
2018-07-23 00:00:00,4.662,6.128,8.716,8.716,8.716,5.254,4.397
2018-07-24 00:00:00,4.656,6.095,8.693,8.693,8.693,5.186,4.388
2018-07-25 00:00:00,4.687,6.083,8.696,8.696,8.696,5.215,4.392
2018-07-26 00:00:00,4.68,5.934,8.624,8.624,8.624,5.157,4.39
2018-07-27 00:00:00,4.639,5.828,8.625,8.625,8.625,5.166,4.368
2018-07-30 00:00:00,4.662,5.844,8.607,8.607,8.607,5.169,4.384
2018-07-31 00:00:00,4.653,5.833,8.549,8.549,8.549,5.149,4.425
2018-08-01 00:00:00,4.677,5.869,8.587,8.587,8.587,5.235,4.468
2018-08-02 00:00:00,4.713,5.969,8.569,8.569,8.569,5.22,4.449
2018-08-03 00:00:00,4.682,5.938,8.594,8.594,8.594,5.182,4.415
2018-08-06 00:00:00,4.675,5.928,8.508,8.508,8.508,5.148,4.381
2018-08-07 00:00:00,4.702,5.8,8.46,8.46,8.46,5.178,4.407
2018-08-08 00:00:00,4.685,5.782,8.494,8.494,8.494,5.175,4.408
2018-08-09 00:00:00,4.666,5.765,8.55,8.55,8.55,5.159,4.402
2018-08-10 00:00:00,4.618,5.739,8.59,8.59,8.59,5.082,4.355
2018-08-13 00:00:00,4.636,5.746,8.659,8.659,8.659,5.096,4.36
2018-08-14 00:00:00,4.663,5.779,8.63,8.63,8.63,5.063,4.345
2018-08-15 00:00:00,4.625,5.786,8.742,8.742,8.742,5.018,4.32
2018-08-16 00:00:00,4.625,5.785,8.727,8.727,8.727,5.017,4.319
2018-08-17 00:00:00,4.605,5.783,8.722,8.722,8.722,4.992,4.318
2018-08-20 00:00:00,4.567,5.76,8.653,8.653,8.653,4.965,4.275
2018-08-21 00:00:00,4.577,5.736,8.659,8.659,8.659,4.989,4.291
2018-08-22 00:00:00,4.568,5.757,8.641,8.641,8.641,4.98,4.293
2018-08-23 00:00:00,4.569,5.759,8.658,8.658,8.658,4.966,4.31
2018-08-24 00:00:00,4.545,5.751,8.568,8.568,8.568,4.947,4.303
2018-08-27 00:00:00,4.569,5.781,8.638,8.638,8.638,4.992,4.335
2018-08-28 00:00:00,4.602,5.813,8.622,8.622,8.622,5.025,4.363
2018-08-29 00:00:00,4.592,5.811,8.602,8.602,8.602,5.032,4.382
2018-08-30 00:00:00,4.571,5.789,8.628,8.628,8.628,5.01,4.371
2018-08-31 00:00:00,4.574,5.789,8.687,8.687,8.687,5.039,4.38
2018-09-04 00:00:00,4.607,5.816,8.632,8.632,8.632,5.058,4.423
2018-09-05 00:00:00,4.613,5.756,8.608,8.608,8.608,5.074,4.424
2018-09-06 00:00:00,4.61,5.73,8.669,8.669,8.669,5.048,4.311
2018-09-07 00:00:00,4.669,5.79,8.599,8.599,8.599,5.142,4.383
2018-09-10 00:00:00,4.656,5.75,8.579,8.579,8.579,5.111,4.372
2018-09-11 00:00:00,4.705,5.799,8.565,8.565,8.565,5.15,4.389
2018-09-12 00:00:00,4.67,5.782,8.439,8.439,8.439,5.144,4.417
2018-09-13 00:00:00,4.681,5.793,8.458,8.458,8.458,5.152,4.43
2018-09-14 00:00:00,4.703,5.815,8.488,8.488,8.488,5.157,4.454
2018-09-17 00:00:00,4.706,5.804,8.47,8.47,8.47,5.147,4.44
2018-09-18 00:00:00,4.771,5.869,8.443,8.443,8.443,5.232,4.501
2018-09-19 00:00:00,4.781,5.873,8.441,8.441,8.441,5.214,4.539
2018-09-20 00:00:00,4.755,5.881,8.331,8.331,8.331,5.212,4.494
2018-09-21 00:00:00,4.742,5.875,8.312,8.312,8.312,5.206,4.462
2018-09-24 00:00:00,4.773,5.863,8.257,8.257,8.257,5.225,4.494
2018-09-25 00:00:00,4.77,5.869,8.243,8.243,8.243,5.231,4.497
2018-09-26 00:00:00,4.724,5.821,8.258,8.258,8.258,5.19,4.458
2018-09-27 00:00:00,4.727,5.824,8.236,8.236,8.236,5.175,4.449
2018-09-28 00:00:00,4.724,5.807,8.205,8.205,8.205,5.181,4.473
2018-10-01 00:00:00,4.755,5.824,8.19,8.19,8.19,5.202,4.488
2018-10-02 00:00:00,4.715,5.809,8.234,8.234,8.234,5.187,4.455
2018-10-03 00:00:00,4.822,5.869,8.225,8.225,8.225,5.29,4.549
2018-10-04 00:00:00,4.83,5.878,8.39,8.39,8.39,5.302,4.563
2018-10-05 00:00:00,4.896,5.914,8.42,8.42,8.42,5.354,4.586
2018-10-09 00:00:00,4.843,5.937,8.435,8.435,8.435,5.308,4.564
2018-10-10 00:00:00,4.806,5.9,8.489,8.489,8.489,5.31,4.543
2018-10-11 00:00:00,4.802,5.889,8.568,8.568,8.568,5.306,4.561
2018-10-12 00:00:00,4.836,6.021,8.499,8.499,8.499,5.32,4.549
2018-10-15 00:00:00,4.837,6.025,8.495,8.495,8.495,5.321,4.551
2018-10-16 00:00:00,4.835,6.049,8.375,8.375,8.375,5.318,4.525
2018-10-17 00:00:00,4.851,6.105,8.385,8.385,8.385,5.363,4.582
2018-10-18 00:00:00,4.817,6.16,8.447,8.447,8.447,5.331,4.569
2018-10-19 00:00:00,4.869,6.172,8.427,8.427,8.427,5.364,4.58
2018-10-22 00:00:00,4.839,6.173,8.373,8.373,8.373,5.365,4.599
2018-10-23 00:00:00,4.898,6.159,8.574,8.574,8.574,5.462,4.594
2018-10-24 00:00:00,4.867,6.131,8.551,8.551,8.551,5.373,4.507
2018-10-25 00:00:00,4.847,6.136,8.635,8.635,8.635,5.388,4.514
2018-10-26 00:00:00,4.867,6.101,8.693,8.693,8.693,5.396,4.506
2018-10-29 00:00:00,4.822,6.119,8.796,8.796,8.796,5.385,4.585
2018-10-30 00:00:00,4.889,6.165,8.997,8.997,8.997,5.45,4.579
2018-10-31 00:00:00,4.913,6.182,8.94,8.94,8.94,5.452,4.596
2018-11-01 00:00:00,4.977,6.169,8.958,8.958,8.958,5.438,4.592
2018-11-02 00:00:00,5.029,6.243,9.033,9.033,9.033,5.494,4.703
2018-11-05 00:00:00,5.002,6.233,9.112,9.112,9.112,5.485,4.736
2018-11-06 00:00:00,5.001,6.239,9.156,9.156,9.156,5.473,4.646
2018-11-07 00:00:00,4.967,6.239,9.118,9.118,9.118,5.461,4.615
2018-11-08 00:00:00,4.963,6.179,9.124,9.124,9.124,5.454,4.677
2018-11-09 00:00:00,4.934,6.138,9.259,9.259,9.259,5.421,4.645
2018-11-13 00:00:00,4.917,6.105,9.597,9.597,9.597,5.476,4.602
2018-11-14 00:00:00,4.93,6.102,9.55,9.55,9.55,5.459,4.612
2018-11-15 00:00:00,4.946,6.095,9.816,9.816,9.816,5.495,4.792
2018-11-16 00:00:00,4.902,6.047,9.775,9.775,9.775,5.486,4.765
2018-11-19 00:00:00,4.918,6.067,10.366,10.366,10.366,5.617,4.614
2018-11-20 00:00:00,4.967,6.069,10.169,10.169,10.169,5.511,4.786
2018-11-21 00:00:00,4.921,6.073,9.932,9.932,9.932,5.651,4.827
2018-11-23 00:00:00,4.912,6.052,10.21,10.21,10.21,5.664,4.634
2018-11-26 00:00:00,4.93,6.289,10.14,10.14,10.14,5.713,4.57
2018-11-27 00:00:00,4.993,6.281,10.218,10.218,10.218,5.774,4.629
2018-11-28 00:00:00,5.055,6.265,10.114,10.114,10.114,5.845,4.692
2018-11-29 00:00:00,5.06,6.243,9.906,9.906,9.906,5.776,4.627
2018-11-30 00:00:00,5.02,6.233,10.078,10.078,10.078,5.757,4.594
2018-12-03 00:00:00,5.053,6.256,9.785,9.785,9.785,5.653,4.545
2018-12-04 00:00:00,5.031,6.201,9.968,9.968,9.968,5.626,4.537
2018-12-06 00:00:00,5.004,6.198,10.147,10.147,10.147,5.685,4.506
2018-12-07 00:00:00,5.07,6.14,9.813,9.813,9.813,5.635,4.541
2018-12-10 00:00:00,5.006,6.119,10.138,10.138,10.138,5.707,4.62
2018-12-11 00:00:00,5.025,6.14,9.973,9.973,9.973,5.691,4.649
2018-12-12 00:00:00,5.055,6.171,10.061,10.061,10.061,5.683,4.662
2018-12-13 00:00:00,5.063,6.175,9.978,9.978,9.978,5.67,4.609
2018-12-14 00:00:00,5.04,6.19,10.137,10.137,10.137,5.663,4.598
2018-12-17 00:00:00,5.01,6.277,10.222,10.222,10.222,5.653,4.522
2018-12-18 00:00:00,5.017,6.224,10.514,10.514,10.514,5.615,4.491
2018-12-19 00:00:00,4.959,6.323,10.643,10.643,10.643,5.579,4.458
2018-12-20 00:00:00,5.05,6.516,11.087,11.087,11.087,5.768,4.547
2018-12-21 00:00:00,5.03,6.495,11.213,11.213,11.213,5.7,4.531
2018-12-24 00:00:00,4.968,6.435,11.334,11.334,11.334,5.694,4.463
2018-12-26 00:00:00,5.026,6.49,11.047,11.047,11.047,5.774,4.567
2018-12-27 00:00:00,5.04,6.459,11.263,11.263,11.263,5.762,4.557
2018-12-28 00:00:00,5,6.419,10.894,10.894,10.894,5.722,4.503
2018-12-31 00:00:00,4.982,6.4,10.96,10.96,10.96,5.767,4.462
2019-01-02 00:00:00,5.04,6.581,10.705,10.705,10.705,5.811,4.407
2019-01-03 00:00:00,4.995,6.526,10.681,10.681,10.681,5.763,4.368
2019-01-04 00:00:00,5.088,6.58,10.154,10.154,10.154,5.882,4.495
2019-01-07 00:00:00,5.089,6.471,9.672,9.672,9.672,5.875,4.518
2019-01-08 00:00:00,5.119,6.483,9.535,9.535,9.535,5.88,4.521
2019-01-09 00:00:00,5.084,6.223,9.396,9.396,9.396,5.825,4.462
2019-01-10 00:00:00,5.101,6.248,9.527,9.527,9.527,5.848,4.476
2019-01-11 00:00:00,5.045,6.22,9.647,9.647,9.647,5.711,4.446
2019-01-14 00:00:00,5.055,6.226,9.835,9.835,9.835,5.734,4.437
2019-01-15 00:00:00,5.069,6.243,9.839,9.839,9.839,5.769,4.45
2019-01-16 00:00:00,5.075,6.251,9.776,9.776,9.776,5.719,4.439
2019-01-17 00:00:00,5.068,6.233,9.815,9.815,9.815,5.723,4.436
2019-01-18 00:00:00,5.11,6.257,9.59,9.59,9.59,5.75,4.359
2019-01-22 00:00:00,5.062,6.209,9.692,9.692,9.692,5.666,4.33
2019-01-23 00:00:00,5.034,6.196,9.752,9.752,9.752,5.654,4.304
2019-01-24 00:00:00,5.007,6.171,9.7,9.7,9.7,5.584,4.334
2019-01-25 00:00:00,5.027,6.212,9.638,9.638,9.638,5.601,4.338
2019-01-28 00:00:00,5.014,6.236,9.813,9.813,9.813,5.582,4.366
2019-01-29 00:00:00,4.972,6.206,9.739,9.739,9.739,5.555,4.305
2019-01-30 00:00:00,4.939,6.165,9.571,9.571,9.571,5.578,4.253
2019-01-31 00:00:00,4.918,6.112,9.646,9.646,9.646,5.529,4.209
2019-02-01 00:00:00,4.966,6.155,9.717,9.717,9.717,5.549,4.266
2019-02-04 00:00:00,4.998,6.076,9.545,9.545,9.545,5.554,4.293
2019-02-05 00:00:00,4.933,6.063,9.599,9.599,9.599,5.526,4.253
2019-02-06 00:00:00,4.914,6.057,9.609,9.609,9.609,5.526,4.24
2019-02-07 00:00:00,4.937,6.024,9.754,9.754,9.754,5.486,4.237
2019-02-08 00:00:00,4.9,6.001,9.816,9.816,9.816,5.533,4.217
2019-02-11 00:00:00,4.927,6.011,9.864,9.864,9.864,5.513,4.2
2019-02-12 00:00:00,4.958,6.031,9.775,9.775,9.775,5.542,4.242
2019-02-13 00:00:00,4.897,6.038,9.699,9.699,9.699,5.544,4.264
2019-02-14 00:00:00,4.903,5.973,9.678,9.678,9.678,5.598,4.26
2019-02-15 00:00:00,4.934,5.977,9.572,9.572,9.572,5.572,4.267
2019-02-19 00:00:00,4.903,5.964,9.665,9.665,9.665,5.545,4.175
2019-02-20 00:00:00,4.95,5.965,9.518,9.518,9.518,5.526,4.227
2019-02-21 00:00:00,5.052,5.998,9.521,9.521,9.521,5.624,4.3
2019-02-22 00:00:00,5.034,5.965,9.463,9.463,9.463,5.571,4.242
2019-02-25 00:00:00,5.045,5.97,9.556,9.556,9.556,5.594,4.216
2019-02-26 00:00:00,5.052,5.949,9.462,9.462,9.462,5.58,4.226
2019-02-27 00:00:00,5.13,6.005,9.549,9.549,9.549,5.624,4.262
2019-02-28 00:00:00,5.131,6.025,9.568,9.568,9.568,5.612,4.318
2019-03-01 00:00:00,5.179,6.033,9.591,9.591,9.591,5.627,4.332
2019-03-04 00:00:00,5.157,6.003,9.527,9.527,9.527,5.605,4.303
2019-03-05 00:00:00,5.145,6.002,9.424,9.424,9.424,5.586,4.309
2019-03-06 00:00:00,5.147,5.998,9.442,9.442,9.442,5.571,4.302
2019-03-07 00:00:00,5.123,5.969,9.475,9.475,9.475,5.548,4.256
2019-03-08 00:00:00,5.114,5.968,9.521,9.521,9.521,5.566,4.265
2019-03-11 00:00:00,5.105,5.979,9.464,9.464,9.464,5.582,4.285
2019-03-12 00:00:00,5.102,5.995,9.286,9.286,9.286,5.515,4.238
2019-03-13 00:00:00,5.168,6.014,9.37,9.37,9.37,5.551,4.261
2019-03-14 00:00:00,5.192,5.992,9.271,9.271,9.271,5.568,4.252
2019-03-15 00:00:00,5.14,5.96,9.228,9.228,9.228,5.528,4.215
2019-03-18 00:00:00,5.175,5.973,9.164,9.164,9.164,5.542,4.216
2019-03-19 00:00:00,5.207,5.969,9.169,9.169,9.169,5.539,4.235
2019-03-20 00:00:00,5.114,5.894,9.097,9.097,9.097,5.465,4.136
2019-03-21 00:00:00,5.093,5.888,9.088,9.088,9.088,5.477,4.132
2019-03-22 00:00:00,4.997,5.885,9.177,9.177,9.177,5.345,4.059
2019-03-25 00:00:00,4.992,5.862,9.194,9.194,9.194,5.32,4.078
2019-03-26 00:00:00,4.981,5.892,9.205,9.205,9.205,5.342,4.151
2019-03-27 00:00:00,4.938,5.85,9.164,9.164,9.164,5.295,4.106
2019-03-28 00:00:00,4.957,5.892,9.229,9.229,9.229,5.312,4.175
2019-03-29 00:00:00,4.958,5.914,9.243,9.243,9.243,5.272,4.198
2019-04-01 00:00:00,5.063,5.966,9.115,9.115,9.115,5.288,4.234
2019-04-02 00:00:00,5.066,5.882,9.112,9.112,9.112,5.261,4.28
2019-04-03 00:00:00,5.101,5.92,9.048,9.048,9.048,5.264,4.285
2019-04-04 00:00:00,5.084,5.947,9.108,9.108,9.108,5.262,4.294
2019-04-05 00:00:00,5.042,5.882,9.003,9.003,9.003,5.23,4.261
2019-04-08 00:00:00,5.047,5.884,9.056,9.056,9.056,5.242,4.222
2019-04-09 00:00:00,5.049,5.902,9.071,9.071,9.071,5.239,4.193
2019-04-10 00:00:00,4.977,5.847,9.055,9.055,9.055,5.179,4.118
2019-04-11 00:00:00,4.939,5.876,9.071,9.071,9.071,5.213,4.118
2019-04-12 00:00:00,4.991,5.93,9.067,9.067,9.067,5.161,4.166
2019-04-15 00:00:00,4.977,5.926,9.092,9.092,9.092,5.089,4.161
2019-04-16 00:00:00,5.007,5.845,9.088,9.088,9.088,5.107,4.202
2019-04-17 00:00:00,5.033,5.843,9.082,9.082,9.082,5.107,4.201
2019-04-18 00:00:00,5.07,5.861,9.061,9.061,9.061,5.118,4.188
2019-04-22 00:00:00,5.147,5.869,9.01,9.01,9.01,5.137,4.219
2019-04-23 00:00:00,5.128,5.832,8.957,8.957,8.957,5.109,4.185
2019-04-24 00:00:00,5.079,5.776,8.227,8.227,8.227,5.086,4.136
2019-04-25 00:00:00,5.076,5.796,8.96,8.96,8.96,5.1,4.153
2019-04-26 00:00:00,5.058,5.764,9.003,9.003,9.003,5.075,4.096
2019-04-29 00:00:00,5.068,5.787,8.987,8.987,8.987,5.095,4.117
2019-04-30 00:00:00,5.074,5.748,9.014,9.014,9.014,5.062,4.098
2019-05-01 00:00:00,5.039,5.751,9.235,9.235,9.235,5.064,4.086
2019-05-02 00:00:00,5.038,5.779,9.372,9.372,9.372,5.108,4.103
2019-05-03 00:00:00,5.03,5.757,9.266,9.266,9.266,5.111,4.06
2019-05-06 00:00:00,5.025,5.711,9.233,9.233,9.233,5.089,4.02
2019-05-07 00:00:00,4.987,5.741,9.294,9.294,9.294,5.106,4.017
2019-05-08 00:00:00,5.045,5.767,9.29,9.29,9.29,5.154,4.072
2019-05-09 00:00:00,5.035,5.788,9.298,9.298,9.298,5.248,4.028
2019-05-10 00:00:00,5.066,5.809,9.282,9.282,9.282,5.276,4.059
2019-05-13 00:00:00,5.009,5.748,9.434,9.434,9.434,5.351,3.988
2019-05-14 00:00:00,5.081,5.752,9.313,9.313,9.313,5.356,3.986
2019-05-15 00:00:00,5.037,5.791,9.358,9.358,9.358,5.241,3.974
2019-05-16 00:00:00,5.055,5.809,9.288,9.288,9.288,5.186,3.965
2019-05-17 00:00:00,5.058,5.8,9.27,9.27,9.27,5.177,3.978
2019-05-20 00:00:00,5.072,5.808,9.262,9.262,9.262,5.197,4.006
2019-05-21 00:00:00,5.024,5.752,9.319,9.319,9.319,5.203,4.007
2019-05-22 00:00:00,5.015,5.708,9.362,9.362,9.362,5.187,3.983
2019-05-23 00:00:00,4.966,5.756,9.693,9.693,9.693,5.151,3.948
2019-05-24 00:00:00,5.022,5.751,9.571,9.571,9.571,5.147,3.942
2019-05-28 00:00:00,4.943,5.707,9.515,9.515,9.515,5.123,3.909
2019-05-29 00:00:00,5.02,5.7,9.739,9.739,9.739,5.137,3.863
2019-05-30 00:00:00,4.929,5.66,9.708,9.708,9.708,5.097,3.838
2019-05-31 00:00:00,4.884,5.57,9.859,9.859,9.859,5.038,3.768
2019-06-03 00:00:00,4.854,5.518,9.935,9.935,9.935,5.014,3.703
2019-06-04 00:00:00,4.912,5.601,9.833,9.833,9.833,5.094,3.746
2019-06-05 00:00:00,4.924,5.527,10.006,10.006,10.006,5.181,3.751
2019-06-06 00:00:00,4.905,5.512,9.938,9.938,9.938,5.194,3.748
2019-06-07 00:00:00,4.874,5.428,9.816,9.816,9.816,5.166,3.675
2019-06-10 00:00:00,4.901,5.429,9.805,9.805,9.805,4.981,3.726
2019-06-11 00:00:00,4.881,5.41,9.77,9.77,9.77,5.069,3.713
2019-06-12 00:00:00,4.86,5.389,10.015,10.015,10.015,5.073,3.711
2019-06-13 00:00:00,4.83,5.344,10.067,10.067,10.067,5.042,3.666
2019-06-14 00:00:00,4.805,5.317,10.137,10.137,10.137,5.015,3.641
2019-06-17 00:00:00,4.8,5.433,10.288,10.288,10.288,5.087,3.656
2019-06-18 00:00:00,4.753,5.394,10.126,10.126,10.126,5.048,3.608
2019-06-19 00:00:00,4.707,5.379,10,10,10,5.011,3.547
2019-06-20 00:00:00,4.696,5.403,9.972,9.972,9.972,4.971,3.546
2019-06-21 00:00:00,4.691,5.426,9.797,9.797,9.797,4.833,3.554
2019-06-24 00:00:00,4.694,5.379,9.754,9.754,9.754,4.785,3.61
2019-06-25 00:00:00,4.691,5.395,9.803,9.803,9.803,4.802,3.6
2019-06-26 00:00:00,4.714,5.459,9.678,9.678,9.678,4.868,3.684
2019-06-27 00:00:00,4.682,5.419,9.697,9.697,9.697,4.839,3.63
2019-06-28 00:00:00,4.692,5.433,9.748,9.748,9.748,4.832,3.594
2019-07-01 00:00:00,4.655,5.397,9.675,9.675,9.675,4.82,3.563
2019-07-02 00:00:00,4.6,5.344,9.663,9.663,9.663,4.79,3.516
2019-07-03 00:00:00,4.566,5.311,9.799,9.799,9.799,4.807,3.47
2019-07-05 00:00:00,4.647,5.393,9.778,9.778,9.778,4.889,3.561
2019-07-08 00:00:00,4.634,5.389,9.838,9.838,9.838,4.866,3.573
2019-07-09 00:00:00,4.649,5.404,9.808,9.808,9.808,4.85,3.58
2019-07-10 00:00:00,4.666,5.421,9.751,9.751,9.751,4.87,3.57
2019-07-11 00:00:00,4.705,5.496,9.649,9.649,9.649,5.007,3.607
2019-07-12 00:00:00,4.679,5.469,9.776,9.776,9.776,4.93,3.583
2019-07-15 00:00:00,4.639,5.429,9.776,9.776,9.776,4.888,3.545
2019-07-16 00:00:00,4.651,5.438,10.043,10.043,10.043,4.841,3.566
2019-07-17 00:00:00,4.593,5.353,9.898,9.898,9.898,4.821,3.509
2019-07-18 00:00:00,4.6,5.33,10.285,10.285,10.285,4.903,3.468
2019-07-19 00:00:00,4.631,5.356,10.17,10.17,10.17,4.934,3.512
2019-07-22 00:00:00,4.607,5.283,10.369,10.369,10.369,4.916,3.501
2019-07-23 00:00:00,4.623,5.163,10.261,10.261,10.261,4.972,3.525
2019-07-24 00:00:00,4.575,5.062,10.156,10.156,10.156,4.919,3.482
2019-07-25 00:00:00,4.543,5.051,10.161,10.161,10.161,4.943,3.513
2019-07-26 00:00:00,4.554,5.07,10.165,10.165,10.165,4.959,3.514
2019-07-29 00:00:00,4.548,5.091,10.232,10.232,10.232,4.949,3.512
2019-07-30 00:00:00,4.573,5.082,10.128,10.128,10.128,4.983,3.498
2019-07-31 00:00:00,4.535,5.147,10.034,10.034,10.034,4.884,3.484
2019-08-01 00:00:00,4.47,5.045,10.158,10.158,10.158,4.824,3.367
2019-08-02 00:00:00,4.442,5.135,10.247,10.247,10.247,4.754,3.332
2019-08-05 00:00:00,4.359,5.138,10.51,10.51,10.51,4.67,3.245
2019-08-06 00:00:00,4.335,5.192,10.74,10.74,10.74,4.685,3.275
2019-08-07 00:00:00,4.359,5.227,11.084,11.084,11.084,4.753,3.239
2019-08-08 00:00:00,4.307,5.227,10.75,10.75,10.75,4.718,3.265
2019-08-09 00:00:00,4.308,5.242,11.018,11.018,11.018,4.725,3.218
2019-08-12 00:00:00,4.204,5.169,11.146,11.146,11.146,4.624,3.143
2019-08-13 00:00:00,4.215,5.273,11.236,11.236,11.236,4.643,3.226
2019-08-14 00:00:00,4.084,5.173,11.336,11.336,11.336,4.638,3.122
2019-08-15 00:00:00,4.047,5.154,11.383,11.383,11.383,4.782,3.087
2019-08-16 00:00:00,4.094,5.216,11.472,11.472,11.472,4.824,3.102
2019-08-19 00:00:00,4.139,5.261,11.342,11.342,11.342,4.862,3.149
2019-08-20 00:00:00,4.063,5.179,11.298,11.298,11.298,4.671,3.061
2019-08-21 00:00:00,4.065,5.243,10.974,10.974,10.974,4.632,3.087
2019-08-22 00:00:00,4.098,5.225,10.937,10.937,10.937,4.788,3.105
2019-08-23 00:00:00,4.02,5.138,11.069,11.069,11.069,4.63,3.013
2019-08-26 00:00:00,4.036,5.166,11.109,11.109,11.109,4.567,3.02
2019-08-27 00:00:00,3.93,5.103,11.144,11.144,11.144,4.501,2.958
2019-08-28 00:00:00,3.941,5.115,11.137,11.137,11.137,4.495,3.008
2019-08-29 00:00:00,3.947,5.091,11.104,11.104,11.104,4.502,3.036
2019-08-30 00:00:00,3.964,5.089,11.077,11.077,11.077,4.502,3.05
2019-09-03 00:00:00,3.996,5.08,11.186,11.186,11.186,4.629,3.014
2019-09-04 00:00:00,4.02,5.096,11.239,11.239,11.239,4.647,3.032
2019-09-05 00:00:00,4.069,5.149,11.188,11.188,11.188,4.71,3.125
2019-09-06 00:00:00,4.059,5.166,11.262,11.262,11.262,4.702,3.114
2019-09-09 00:00:00,4.145,5.258,11.155,11.155,11.155,4.747,3.137
2019-09-10 00:00:00,4.235,5.289,11.001,11.001,11.001,4.833,3.226
2019-09-11 00:00:00,4.219,5.205,10.991,10.991,10.991,4.833,3.2
2019-09-12 00:00:00,4.255,5.24,11.084,11.084,11.084,4.833,3.218
2019-09-13 00:00:00,4.352,5.353,11.038,11.038,11.038,4.926,3.365
2019-09-16 00:00:00,4.276,5.228,10.205,10.205,10.205,4.749,3.31
2019-09-17 00:00:00,4.234,5.195,10.753,10.753,10.753,4.734,3.272
2019-09-18 00:00:00,4.22,5.183,10.93,10.93,10.93,4.729,3.265
2019-09-19 00:00:00,4.194,5.198,10.878,10.878,10.878,4.717,3.25
2019-09-20 00:00:00,4.099,5.115,11.045,11.045,11.045,4.664,3.201
2019-09-23 00:00:00,4.118,5.144,10.847,10.847,10.847,4.685,3.194
2019-09-24 00:00:00,4.096,5.081,11.003,11.003,11.003,4.622,3.141
2019-09-25 00:00:00,4.18,5.204,11.257,11.257,11.257,4.706,3.223
