,98385XAM8 Corp,341081EY9 Corp,70213HAA6 Corp,002819AC4 Corp,742718DF3 Corp
Company,XTO Energy Inc,Florida Power & Light Co,Mass General Brigham Inc,Abbott Laboratories,Procter & Gamble Co/The
Ticker,XOM,NEE,PARHC,ABT,PG
Rating,AA-,AA-,AA-,AA-,AA-
Issue Date,2007-07-19 00:00:00,2007-04-17 00:00:00,2007-06-28 00:00:00,2007-11-09 00:00:00,2007-03-05 00:00:00
2019-09-09 00:00:00,3.251,11.155,11.155,11.155,11.155
2019-09-10 00:00:00,3.336,11.001,11.001,11.001,11.001
2019-09-11 00:00:00,3.336,10.991,10.991,10.991,10.991
2019-09-12 00:00:00,3.371,11.084,11.084,11.084,11.084
2019-09-13 00:00:00,3.39,11.038,11.038,11.038,11.038
2019-09-16 00:00:00,3.331,10.205,10.205,10.205,10.205
2019-09-17 00:00:00,3.288,10.753,10.753,10.753,10.753
2019-09-18 00:00:00,3.262,10.93,10.93,10.93,10.93
2019-09-19 00:00:00,3.25,10.878,10.878,10.878,10.878
2019-09-20 00:00:00,3.197,11.045,11.045,11.045,11.045
2019-09-23 00:00:00,3.197,10.847,10.847,10.847,10.847
2019-09-24 00:00:00,3.115,11.003,11.003,11.003,11.003
2019-09-25 00:00:00,3.198,11.257,11.257,11.257,11.257
2019-09-26 00:00:00,3.164,11.323,11.323,11.323,11.323
2019-09-27 00:00:00,3.165,11.776,11.776,11.776,11.776
2019-09-30 00:00:00,3.156,12.19,12.19,12.19,12.19
2019-10-11 00:00:00,3.273,13.162,13.162,13.162,13.162
2019-10-15 00:00:00,3.197,13.094,13.094,13.094,13.094
2019-10-16 00:00:00,3.157,13.006,13.006,13.006,13.006
2019-10-17 00:00:00,3.171,12.836,12.836,12.836,12.836
2019-10-18 00:00:00,3.202,12.84,12.84,12.84,12.84
2019-10-21 00:00:00,3.283,12.703,12.703,12.703,12.703
2019-10-22 00:00:00,3.236,12.622,12.622,12.622,12.622
2019-10-23 00:00:00,3.211,12.564,12.564,12.564,12.564
2019-10-24 00:00:00,3.202,12.422,12.422,12.422,12.422
2019-10-25 00:00:00,3.226,12.331,12.331,12.331,12.331
2019-10-28 00:00:00,3.29,12.307,12.307,12.307,12.307
2019-10-29 00:00:00,3.284,12.043,12.043,12.043,12.043
2019-10-30 00:00:00,3.217,12.04,12.04,12.04,12.04
2019-10-31 00:00:00,3.131,12.235,12.235,12.235,12.235
2019-11-01 00:00:00,3.129,11.957,11.957,11.957,11.957
2019-11-04 00:00:00,3.218,11.813,11.813,11.813,11.813
2019-11-05 00:00:00,3.279,11.751,11.751,11.751,11.751
2019-11-06 00:00:00,3.243,11.836,11.836,11.836,11.836
2019-11-07 00:00:00,3.336,11.692,11.692,11.692,11.692
2019-11-08 00:00:00,3.349,11.543,11.543,11.543,11.543
2019-11-12 00:00:00,3.336,11.778,11.778,11.778,11.778
2019-11-13 00:00:00,3.288,11.88,11.88,11.88,11.88
2019-11-14 00:00:00,3.233,11.882,11.882,11.882,11.882
2019-11-15 00:00:00,3.236,11.865,11.865,11.865,11.865
2019-11-18 00:00:00,3.214,11.853,11.853,11.853,11.853
2019-11-19 00:00:00,3.173,12.35,12.35,12.35,12.35
2019-12-06 00:00:00,3.205,11.789,11.789,11.789,11.789
2019-12-09 00:00:00,3.175,11.721,11.721,11.721,11.721
2019-12-10 00:00:00,3.172,11.518,11.518,11.518,11.518
2019-12-11 00:00:00,3.134,11.471,11.471,11.471,11.471
2019-12-12 00:00:00,3.265,11.188,11.188,11.188,11.188
2019-12-13 00:00:00,3.107,10.679,10.679,10.679,10.679
2019-12-16 00:00:00,3.13,10.232,10.232,10.232,10.232
2019-12-17 00:00:00,3.127,10.151,10.151,10.151,10.151
2019-12-18 00:00:00,3.17,10.236,10.236,10.236,10.236
2019-12-19 00:00:00,3.185,10.183,10.183,10.183,10.183
2019-12-20 00:00:00,3.153,10.279,10.279,10.279,10.279
2019-12-23 00:00:00,3.153,10.166,10.166,10.166,10.166
2019-12-24 00:00:00,3.132,10.18,10.18,10.18,10.18
2019-12-26 00:00:00,3.125,10.243,10.243,10.243,10.243
2019-12-27 00:00:00,3.115,10.283,10.283,10.283,10.283
2019-12-30 00:00:00,3.126,10.206,10.206,10.206,10.206
2019-12-31 00:00:00,3.195,10.284,10.284,10.284,10.284
2020-01-02 00:00:00,3.169,10.273,10.273,10.273,10.273
2020-01-03 00:00:00,3.147,9.872,9.872,9.872,9.872
2020-01-06 00:00:00,3.161,10.07,10.07,10.07,10.07
2020-01-07 00:00:00,3.139,10.013,10.013,10.013,10.013
2020-01-08 00:00:00,3.236,10.316,10.316,10.316,10.316
2020-01-09 00:00:00,3.146,9.987,9.987,9.987,9.987
2020-01-10 00:00:00,3.092,10.249,10.249,10.249,10.249
2020-01-13 00:00:00,3.131,10.408,10.408,10.408,10.408
2020-01-14 00:00:00,3.14,10.396,10.396,10.396,10.396
2020-01-15 00:00:00,3.124,10.406,10.406,10.406,10.406
2020-01-16 00:00:00,3.161,10.393,10.393,10.393,10.393
2020-01-17 00:00:00,3.137,10.373,10.373,10.373,10.373
2020-01-21 00:00:00,3.11,10.423,10.423,10.423,10.423
2020-01-22 00:00:00,3.073,10.736,10.736,10.736,10.736
2020-01-23 00:00:00,3.079,10.787,10.787,10.787,10.787
2020-01-24 00:00:00,3.025,11.05,11.05,11.05,11.05
2020-01-27 00:00:00,3.018,11.422,11.422,11.422,11.422
2020-01-28 00:00:00,3.036,11.163,11.163,11.163,11.163
2020-01-29 00:00:00,2.956,11.125,11.125,11.125,11.125
2020-01-30 00:00:00,3.017,11.412,11.412,11.412,11.412
2020-01-31 00:00:00,2.943,11.407,11.407,11.407,11.407
2020-02-03 00:00:00,2.962,11.614,11.614,11.614,11.614
2020-05-15 00:00:00,3.568,24.8,24.8,24.8,24.8
2020-05-18 00:00:00,3.606,23.607,23.607,23.607,23.607
2020-05-19 00:00:00,3.594,23.671,23.671,23.671,23.671
2020-05-20 00:00:00,3.591,23.372,23.372,23.372,23.372
2020-05-21 00:00:00,3.587,23.539,23.539,23.539,23.539
2020-05-22 00:00:00,3.585,23.563,23.563,23.563,23.563
2020-05-26 00:00:00,3.629,23.271,23.271,23.271,23.271
2020-05-27 00:00:00,3.674,23.159,23.159,23.159,23.159
2020-05-28 00:00:00,3.686,23.745,23.745,23.745,23.745
2020-05-29 00:00:00,3.607,23.562,23.562,23.562,23.562
2020-06-01 00:00:00,3.62,23.649,23.649,23.649,23.649
2020-06-02 00:00:00,3.647,23.127,23.127,23.127,23.127
2020-06-03 00:00:00,3.702,22.394,22.394,22.394,22.394
2020-06-04 00:00:00,3.789,21.994,21.994,21.994,21.994
2020-06-05 00:00:00,3.84,19.038,19.038,19.038,19.038
2020-06-08 00:00:00,3.819,18.077,18.077,18.077,18.077
2020-06-09 00:00:00,3.348,18.142,18.142,18.142,18.142
2020-06-10 00:00:00,3.276,18.72,18.72,18.72,18.72
2020-06-11 00:00:00,3.207,19.152,19.152,19.152,19.152
2020-06-12 00:00:00,3.345,21.002,21.002,21.002,21.002
2020-06-15 00:00:00,3.355,21.399,21.399,21.399,21.399
2020-06-16 00:00:00,3.355,21.078,21.078,21.078,21.078
2020-06-17 00:00:00,3.331,21.029,21.029,21.029,21.029
2020-06-18 00:00:00,3.298,21.106,21.106,21.106,21.106
2020-06-19 00:00:00,3.284,21.136,21.136,21.136,21.136
2020-06-22 00:00:00,3.302,21.7,21.7,21.7,21.7
2020-06-23 00:00:00,3.318,23.343,23.343,23.343,23.343
2020-06-24 00:00:00,3.276,23.325,23.325,23.325,23.325
2020-06-25 00:00:00,3.28,23.276,23.276,23.276,23.276
2020-06-26 00:00:00,3.229,23.565,23.565,23.565,23.565
2020-06-29 00:00:00,3.218,24.781,24.781,24.781,24.781
2020-06-30 00:00:00,3.252,24.457,24.457,24.457,24.457
2020-07-01 00:00:00,3.267,25.124,25.124,25.124,25.124
2020-07-02 00:00:00,3.262,25.601,25.601,25.601,25.601
2020-07-06 00:00:00,3.269,26.01,26.01,26.01,26.01
2020-07-07 00:00:00,2.946,26.07,26.07,26.07,26.07
2020-07-08 00:00:00,2.872,25.887,25.887,25.887,25.887
2020-07-09 00:00:00,2.816,25.816,25.816,25.816,25.816
2020-07-10 00:00:00,2.86,26.385,26.385,26.385,26.385
2020-07-13 00:00:00,2.831,26.469,26.469,26.469,26.469
2020-07-14 00:00:00,2.833,26.955,26.955,26.955,26.955
2020-07-15 00:00:00,2.867,26.813,26.813,26.813,26.813
2020-07-16 00:00:00,2.853,26.259,26.259,26.259,26.259
2020-07-17 00:00:00,2.872,26.602,26.602,26.602,26.602
2020-07-20 00:00:00,2.847,26.354,26.354,26.354,26.354
2020-07-21 00:00:00,2.846,26.616,26.616,26.616,26.616
2020-07-22 00:00:00,2.838,25.757,25.757,25.757,25.757
2020-07-23 00:00:00,2.76,26.695,26.695,26.695,26.695
2020-07-24 00:00:00,2.599,26.672,26.672,26.672,26.672
2020-07-27 00:00:00,2.627,27.254,27.254,27.254,27.254
2020-07-28 00:00:00,2.593,27.694,27.694,27.694,27.694
2020-07-29 00:00:00,2.721,27.392,27.392,27.392,27.392
2020-07-30 00:00:00,2.79,26.439,26.439,26.439,26.439
2020-07-31 00:00:00,2.77,26.919,26.919,26.919,26.919
2020-08-03 00:00:00,2.799,26.596,26.596,26.596,26.596
2020-08-04 00:00:00,2.759,26.772,26.772,26.772,26.772
2020-08-05 00:00:00,2.83,25.131,25.131,25.131,25.131
2020-08-06 00:00:00,2.822,25.75,25.75,25.75,25.75
2020-08-07 00:00:00,2.866,25.517,25.517,25.517,25.517
2020-08-10 00:00:00,2.888,24.731,24.731,24.731,24.731
2020-08-11 00:00:00,2.943,24.525,24.525,24.525,24.525
2020-08-12 00:00:00,2.973,25.455,25.455,25.455,25.455
2020-08-13 00:00:00,3.122,25.951,25.951,25.951,25.951
2020-08-14 00:00:00,3.096,26.322,26.322,26.322,26.322
2020-08-17 00:00:00,3.121,27.068,27.068,27.068,27.068
2020-08-18 00:00:00,3.088,27.563,27.563,27.563,27.563
2020-08-19 00:00:00,3.105,31.274,31.274,31.274,31.274
2020-11-23 00:00:00,3.099,33.467,33.467,33.467,33.467
2020-11-24 00:00:00,3.137,27.046,27.046,27.046,27.046
2020-11-25 00:00:00,3.143,26.038,26.038,26.038,26.038
2020-11-27 00:00:00,3.108,25.784,25.784,25.784,25.784
2020-11-30 00:00:00,3.11,26.641,26.641,26.641,26.641
2020-12-01 00:00:00,3.195,26.182,26.182,26.182,26.182
2020-12-02 00:00:00,3.208,26.502,26.502,26.502,26.502
2020-12-03 00:00:00,3.18,26.877,26.877,26.877,26.877
2020-12-04 00:00:00,3.261,25.551,25.551,25.551,25.551
2020-12-07 00:00:00,3.217,25.351,25.351,25.351,25.351
2020-12-08 00:00:00,3.212,24.45,24.45,24.45,24.45
2020-12-09 00:00:00,3.171,24.151,24.151,24.151,24.151
2020-12-10 00:00:00,3.122,22.979,22.979,22.979,22.979
2020-12-11 00:00:00,3.11,22.062,22.062,22.062,22.062
2020-12-14 00:00:00,3.123,21.069,21.069,21.069,21.069
2020-12-15 00:00:00,3.134,21.941,21.941,21.941,21.941
2020-12-16 00:00:00,3.143,21.829,21.829,21.829,21.829
2020-12-17 00:00:00,3.16,21.444,21.444,21.444,21.444
2020-12-18 00:00:00,3.173,21.3,21.3,21.3,21.3
2020-12-21 00:00:00,3.161,21.809,21.809,21.809,21.809
2020-12-22 00:00:00,3.145,22.432,22.432,22.432,22.432
2020-12-23 00:00:00,3.175,21.959,21.959,21.959,21.959
2020-12-24 00:00:00,3.142,21.96,21.96,21.96,21.96
2020-12-28 00:00:00,3.13,21.912,21.912,21.912,21.912
2020-12-29 00:00:00,3.145,21.825,21.825,21.825,21.825
2020-12-30 00:00:00,3.126,21.602,21.602,21.602,21.602
2020-12-31 00:00:00,3.113,21.553,21.553,21.553,21.553
2021-01-04 00:00:00,3.107,20.942,20.942,20.942,20.942
2021-01-05 00:00:00,3.148,19.981,19.981,19.981,19.981
2021-01-06 00:00:00,3.23,19.528,19.528,19.528,19.528
2021-01-07 00:00:00,3.276,19.539,19.539,19.539,19.539
2021-01-08 00:00:00,3.319,19.357,19.357,19.357,19.357
2021-01-11 00:00:00,3.338,19.64,19.64,19.64,19.64
2021-01-12 00:00:00,3.318,18.627,18.627,18.627,18.627
2021-01-13 00:00:00,3.239,18.337,18.337,18.337,18.337
2021-01-14 00:00:00,3.275,18.129,18.129,18.129,18.129
2021-01-15 00:00:00,3.225,18.399,18.399,18.399,18.399
2021-01-19 00:00:00,3.233,17.733,17.733,17.733,17.733
2021-01-20 00:00:00,3.226,17.948,17.948,17.948,17.948
2021-01-21 00:00:00,3.263,18.335,18.335,18.335,18.335
2021-01-22 00:00:00,3.261,18.601,18.601,18.601,18.601
2021-01-25 00:00:00,3.212,18.96,18.96,18.96,18.96
2021-01-26 00:00:00,3.213,19.21,19.21,19.21,19.21
2021-01-27 00:00:00,3.198,18.814,18.814,18.814,18.814
2021-01-28 00:00:00,3.228,18.662,18.662,18.662,18.662
2021-01-29 00:00:00,3.273,19.228,19.228,19.228,19.228
2021-02-01 00:00:00,3.294,19.192,19.192,19.192,19.192
2021-02-02 00:00:00,3.317,18.958,18.958,18.958,18.958
2021-02-03 00:00:00,3.372,18.922,18.922,18.922,18.922
2021-02-04 00:00:00,3.389,19.083,19.083,19.083,19.083
2021-02-05 00:00:00,3.422,18.4,18.4,18.4,18.4
2021-02-08 00:00:00,3.404,17.4,17.4,17.4,17.4
2021-02-09 00:00:00,3.294,17.262,17.262,17.262,17.262
2021-02-10 00:00:00,3.257,17.063,17.063,17.063,17.063
2021-02-11 00:00:00,3.294,17.076,17.076,17.076,17.076
2021-02-12 00:00:00,3.349,17.087,17.087,17.087,17.087
2021-02-16 00:00:00,3.46,16.496,16.496,16.496,16.496
2021-02-17 00:00:00,3.397,16.277,16.277,16.277,16.277
2021-02-18 00:00:00,3.393,16.329,16.329,16.329,16.329
2021-02-19 00:00:00,3.402,16.396,16.396,16.396,16.396
2021-02-22 00:00:00,3.429,16.344,16.344,16.344,16.344
2021-02-23 00:00:00,3.41,16.297,16.297,16.297,16.297
2021-02-24 00:00:00,3.427,16.184,16.184,16.184,16.184
2021-02-25 00:00:00,3.51,16.185,16.185,16.185,16.185
2021-02-26 00:00:00,3.438,16.275,16.275,16.275,16.275
2021-03-01 00:00:00,3.484,15.696,15.696,15.696,15.696
2021-03-02 00:00:00,3.457,15.971,15.971,15.971,15.971
2021-03-03 00:00:00,3.545,15.928,15.928,15.928,15.928
2021-03-04 00:00:00,3.618,15.898,15.898,15.898,15.898
2021-03-05 00:00:00,3.602,15.65,15.65,15.65,15.65
2021-03-08 00:00:00,3.609,15.707,15.707,15.707,15.707
2021-03-09 00:00:00,3.519,15.592,15.592,15.592,15.592
2021-03-10 00:00:00,3.498,15.788,15.788,15.788,15.788
2021-03-11 00:00:00,3.552,14.966,14.966,14.966,14.966
2021-03-12 00:00:00,3.63,14.753,14.753,14.753,14.753
2021-03-15 00:00:00,3.609,14.775,14.775,14.775,14.775
2021-03-16 00:00:00,3.618,14.675,14.675,14.675,14.675
2021-03-17 00:00:00,3.656,14.755,14.755,14.755,14.755
2021-03-18 00:00:00,3.69,15.503,15.503,15.503,15.503
2021-03-19 00:00:00,3.78,15.893,15.893,15.893,15.893
2021-03-22 00:00:00,3.74,15.887,15.887,15.887,15.887
2021-03-23 00:00:00,3.629,16.306,16.306,16.306,16.306
2021-03-24 00:00:00,3.567,16.48,16.48,16.48,16.48
2021-03-25 00:00:00,3.62,16.436,16.436,16.436,16.436
2021-03-26 00:00:00,3.647,16.551,16.551,16.551,16.551
2021-03-29 00:00:00,3.638,16.369,16.369,16.369,16.369
2021-03-30 00:00:00,3.595,16.029,16.029,16.029,16.029
2021-03-31 00:00:00,3.641,16.338,16.338,16.338,16.338
2021-04-01 00:00:00,3.555,16.035,16.035,16.035,16.035
2021-04-02 00:00:00,3.597,16.035,16.035,16.035,16.035
2021-04-05 00:00:00,3.58,16.093,16.093,16.093,16.093
2021-04-06 00:00:00,3.511,16.074,16.074,16.074,16.074
2021-04-07 00:00:00,3.532,16.045,16.045,16.045,16.045
2021-04-08 00:00:00,3.472,15.88,15.88,15.88,15.88
2021-04-09 00:00:00,3.522,15.609,15.609,15.609,15.609
2021-04-12 00:00:00,3.519,16.074,16.074,16.074,16.074
2021-04-13 00:00:00,3.469,16.038,16.038,16.038,16.038
2021-04-14 00:00:00,3.469,15.791,15.791,15.791,15.791
2021-04-15 00:00:00,3.415,15.784,15.784,15.784,15.784
2021-04-16 00:00:00,3.338,15.715,15.715,15.715,15.715
2021-04-28 00:00:00,3.321,15.709,15.709,15.709,15.709
2021-04-29 00:00:00,3.319,15.448,15.448,15.448,15.448
2021-04-30 00:00:00,3.344,15.656,15.656,15.656,15.656
2021-05-03 00:00:00,3.226,15.566,15.566,15.566,15.566
2021-05-04 00:00:00,3.231,15.247,15.247,15.247,15.247
2021-05-05 00:00:00,3.215,15.15,15.15,15.15,15.15
2021-05-06 00:00:00,3.196,14.962,14.962,14.962,14.962
2021-05-07 00:00:00,3.246,14.66,14.66,14.66,14.66
2021-05-10 00:00:00,3.279,14.193,14.193,14.193,14.193
2021-05-11 00:00:00,3.356,14.045,14.045,14.045,14.045
2021-05-12 00:00:00,3.385,13.872,13.872,13.872,13.872
2021-05-13 00:00:00,3.34,14.247,14.247,14.247,14.247
2021-05-14 00:00:00,3.367,14.069,14.069,14.069,14.069
2021-05-17 00:00:00,3.394,13.959,13.959,13.959,13.959
2021-05-18 00:00:00,3.368,14.021,14.021,14.021,14.021
2021-05-19 00:00:00,3.403,14.48,14.48,14.48,14.48
2021-05-20 00:00:00,3.403,14.406,14.406,14.406,14.406
2021-05-21 00:00:00,3.384,14.606,14.606,14.606,14.606
2021-05-24 00:00:00,3.363,14.5,14.5,14.5,14.5
2021-05-25 00:00:00,3.311,14.5,14.5,14.5,14.5
2021-05-26 00:00:00,3.327,14.27,14.27,14.27,14.27
2021-06-03 00:00:00,3.24,13.901,13.901,13.901,13.901
2021-06-04 00:00:00,3.189,13.798,13.798,13.798,13.798
2021-06-07 00:00:00,3.201,13.292,13.292,13.292,13.292
2021-06-08 00:00:00,3.155,13.353,13.353,13.353,13.353
2021-06-09 00:00:00,3.113,13.305,13.305,13.305,13.305
2021-06-10 00:00:00,3.064,13.221,13.221,13.221,13.221
2021-06-11 00:00:00,3.077,13.157,13.157,13.157,13.157
2021-06-14 00:00:00,3.118,13.163,13.163,13.163,13.163
2021-06-15 00:00:00,3.152,12.359,12.359,12.359,12.359
2021-06-16 00:00:00,3.188,12.286,12.286,12.286,12.286
2021-06-17 00:00:00,3.053,12.253,12.253,12.253,12.253
2021-06-18 00:00:00,2.968,12.35,12.35,12.35,12.35
2021-06-21 00:00:00,3.051,12.516,12.516,12.516,12.516
2021-06-22 00:00:00,3.057,12.456,12.456,12.456,12.456
2021-06-23 00:00:00,3.087,12.324,12.324,12.324,12.324
2021-06-24 00:00:00,3.052,12.183,12.183,12.183,12.183
2021-06-25 00:00:00,3.092,11.921,11.921,11.921,11.921
2021-06-28 00:00:00,3.054,11.887,11.887,11.887,11.887
2021-06-29 00:00:00,3.089,11.759,11.759,11.759,11.759
2021-06-30 00:00:00,3.067,11.632,11.632,11.632,11.632
2021-07-01 00:00:00,3.059,11.036,11.036,11.036,11.036
2021-07-02 00:00:00,3.028,10.957,10.957,10.957,10.957
2021-07-06 00:00:00,2.954,10.696,10.696,10.696,10.696
2021-07-07 00:00:00,2.95,10.691,10.691,10.691,10.691
2021-07-08 00:00:00,2.936,11.34,11.34,11.34,11.34
2021-07-09 00:00:00,3.019,10.953,10.953,10.953,10.953
2021-07-12 00:00:00,3.018,11.146,11.146,11.146,11.146
2021-07-13 00:00:00,3.005,11.254,11.254,11.254,11.254
2021-07-14 00:00:00,2.996,11.38,11.38,11.38,11.38
2021-07-15 00:00:00,2.938,11.992,11.992,11.992,11.992
2021-07-16 00:00:00,2.929,12.632,12.632,12.632,12.632
2021-07-29 00:00:00,2.947,13.88,13.88,13.88,13.88
2021-07-30 00:00:00,2.889,13.909,13.909,13.909,13.909
2021-08-02 00:00:00,2.885,13.876,13.876,13.876,13.876
2021-08-03 00:00:00,2.831,13.968,13.968,13.968,13.968
2021-08-04 00:00:00,2.866,14.465,14.465,14.465,14.465
2021-08-05 00:00:00,2.903,14.907,14.907,14.907,14.907
2021-08-06 00:00:00,2.942,14.741,14.741,14.741,14.741
2021-08-09 00:00:00,2.958,15.722,15.722,15.722,15.722
2021-08-10 00:00:00,3.005,15.314,15.314,15.314,15.314
2021-08-11 00:00:00,2.994,15.492,15.492,15.492,15.492
2021-08-12 00:00:00,3.003,15.169,15.169,15.169,15.169
2021-08-13 00:00:00,2.924,15.324,15.324,15.324,15.324
2021-08-16 00:00:00,2.914,15.568,15.568,15.568,15.568
2021-08-17 00:00:00,2.921,15.435,15.435,15.435,15.435
2021-08-18 00:00:00,2.915,15.315,15.315,15.315,15.315
2021-08-19 00:00:00,2.895,15.777,15.777,15.777,15.777
2021-08-20 00:00:00,2.9,15.981,15.981,15.981,15.981
2021-08-31 00:00:00,2.994,13.75,13.75,13.75,13.75
2021-09-01 00:00:00,2.985,13.719,13.719,13.719,13.719
2021-09-02 00:00:00,2.958,13.244,13.244,13.244,13.244
2021-09-03 00:00:00,2.994,13.231,13.231,13.231,13.231
2021-09-07 00:00:00,3.044,13.29,13.29,13.29,13.29
2021-09-08 00:00:00,3.039,13.192,13.192,13.192,13.192
2021-09-09 00:00:00,2.98,13.372,13.372,13.372,13.372
2021-09-10 00:00:00,3.002,13.46,13.46,13.46,13.46
2021-09-13 00:00:00,2.969,13.485,13.485,13.485,13.485
2021-09-14 00:00:00,2.939,13.364,13.364,13.364,13.364
2021-09-15 00:00:00,2.955,13.331,13.331,13.331,13.331
2021-09-16 00:00:00,2.992,13.197,13.197,13.197,13.197
2021-09-17 00:00:00,2.986,13.065,13.065,13.065,13.065
2021-09-20 00:00:00,2.977,13.543,13.543,13.543,13.543
2021-09-21 00:00:00,2.982,13.654,13.654,13.654,13.654
2021-09-22 00:00:00,2.953,13.679,13.679,13.679,13.679
2021-09-23 00:00:00,3.054,13.593,13.593,13.593,13.593
2021-09-24 00:00:00,3.084,13.53,13.53,13.53,13.53
2021-09-27 00:00:00,3.093,13.295,13.295,13.295,13.295
2021-09-28 00:00:00,3.182,12.767,12.767,12.767,12.767
2021-09-29 00:00:00,3.16,12.77,12.77,12.77,12.77
2021-09-30 00:00:00,3.151,12.782,12.782,12.782,12.782
2021-10-01 00:00:00,3.143,12.624,12.624,12.624,12.624
2021-10-04 00:00:00,3.162,12.471,12.471,12.471,12.471
2021-10-05 00:00:00,3.195,12.186,12.186,12.186,12.186
2021-10-06 00:00:00,3.175,12.379,12.379,12.379,12.379
2021-10-07 00:00:00,3.158,12.384,12.384,12.384,12.384
2021-10-08 00:00:00,3.263,12.346,12.346,12.346,12.346
2021-10-12 00:00:00,3.219,12.338,12.338,12.338,12.338
2021-10-13 00:00:00,3.135,12.446,12.446,12.446,12.446
2021-10-14 00:00:00,3.113,12.552,12.552,12.552,12.552
2021-10-15 00:00:00,3.064,12.288,12.288,12.288,12.288
2021-10-18 00:00:00,3.142,12.258,12.258,12.258,12.258
2021-10-19 00:00:00,3.182,12.156,12.156,12.156,12.156
2021-10-20 00:00:00,3.213,12.109,12.109,12.109,12.109
2021-10-21 00:00:00,3.25,12.067,12.067,12.067,12.067
2021-10-22 00:00:00,3.18,12.199,12.199,12.199,12.199
2021-10-25 00:00:00,3.193,12.153,12.153,12.153,12.153
2021-10-26 00:00:00,3.109,12.066,12.066,12.066,12.066
2021-10-27 00:00:00,3.062,12.129,12.129,12.129,12.129
2021-10-28 00:00:00,3.077,12.469,12.469,12.469,12.469
2021-10-29 00:00:00,3.087,12.631,12.631,12.631,12.631
2021-11-01 00:00:00,3.138,12.473,12.473,12.473,12.473
2021-11-02 00:00:00,3.12,12.701,12.701,12.701,12.701
2021-11-03 00:00:00,3.143,12.961,12.961,12.961,12.961
2021-11-04 00:00:00,3.079,12.947,12.947,12.947,12.947
2021-11-05 00:00:00,3.052,12.802,12.802,12.802,12.802
2021-11-08 00:00:00,3.062,12.606,12.606,12.606,12.606
2021-11-09 00:00:00,2.987,12.771,12.771,12.771,12.771
2021-11-10 00:00:00,3.093,12.888,12.888,12.888,12.888
2021-11-12 00:00:00,3.07,13.319,13.319,13.319,13.319
2021-11-15 00:00:00,3.12,13.508,13.508,13.508,13.508
2021-11-16 00:00:00,3.187,13.509,13.509,13.509,13.509
2021-11-17 00:00:00,3.176,13.7,13.7,13.7,13.7
2021-11-18 00:00:00,3.156,13.723,13.723,13.723,13.723
2021-11-19 00:00:00,3.12,13.827,13.827,13.827,13.827
2021-11-22 00:00:00,3.186,13.766,13.766,13.766,13.766
2021-11-23 00:00:00,3.234,13.795,13.795,13.795,13.795
2021-11-24 00:00:00,3.22,13.816,13.816,13.816,13.816
2021-11-26 00:00:00,3.087,14.659,14.659,14.659,14.659
2021-11-29 00:00:00,3.146,14.323,14.323,14.323,14.323
2021-11-30 00:00:00,3.155,15.029,15.029,15.029,15.029
2021-12-01 00:00:00,3.107,14.664,14.664,14.664,14.664
2021-12-02 00:00:00,3.11,14.907,14.907,14.907,14.907
2021-12-03 00:00:00,3.07,14.616,14.616,14.616,14.616
2021-12-06 00:00:00,3.15,14.544,14.544,14.544,14.544
2021-12-07 00:00:00,3.16,13.728,13.728,13.728,13.728
2021-12-08 00:00:00,3.189,13.683,13.683,13.683,13.683
2021-12-09 00:00:00,3.19,13.766,13.766,13.766,13.766
2021-12-10 00:00:00,3.161,13.711,13.711,13.711,13.711
2021-12-13 00:00:00,3.101,13.864,13.864,13.864,13.864
2021-12-14 00:00:00,3.088,14.134,14.134,14.134,14.134
2021-12-15 00:00:00,3.139,14.285,14.285,14.285,14.285
2021-12-16 00:00:00,3.117,13.993,13.993,13.993,13.993
2021-12-17 00:00:00,3.072,14.085,14.085,14.085,14.085
2021-12-20 00:00:00,3.115,14.463,14.463,14.463,14.463
2021-12-21 00:00:00,3.057,14.414,14.414,14.414,14.414
2021-12-22 00:00:00,3.088,14.022,14.022,14.022,14.022
2021-12-23 00:00:00,3.122,14.095,14.095,14.095,14.095
2021-12-27 00:00:00,3.103,13.955,13.955,13.955,13.955
2021-12-28 00:00:00,3.108,13.86,13.86,13.86,13.86
2021-12-29 00:00:00,3.175,13.86,13.86,13.86,13.86
2021-12-30 00:00:00,3.13,13.801,13.801,13.801,13.801
2021-12-31 00:00:00,3.12,13.997,13.997,13.997,13.997
2022-01-03 00:00:00,3.222,13.59,13.59,13.59,13.59
2022-01-04 00:00:00,3.251,13.334,13.334,13.334,13.334
2022-01-05 00:00:00,3.257,12.963,12.963,12.963,12.963
2022-01-06 00:00:00,3.283,12.99,12.99,12.99,12.99
2022-01-07 00:00:00,3.319,13.059,13.059,13.059,13.059
2022-01-10 00:00:00,3.328,13.174,13.174,13.174,13.174
2022-06-10 00:00:00,5.102,12.322,12.322,12.322,12.322
2022-06-13 00:00:00,5.343,12.892,12.892,12.892,12.892
2022-06-14 00:00:00,5.465,12.971,12.971,12.971,12.971
2022-06-15 00:00:00,5.237,12.978,12.978,12.978,12.978
2022-06-16 00:00:00,5.144,13.137,13.137,13.137,13.137
2022-06-17 00:00:00,5.182,13.307,13.307,13.307,13.307
2022-06-21 00:00:00,5.196,13.471,13.471,13.471,13.471
2022-06-22 00:00:00,5.103,13.623,13.623,13.623,13.623
2022-06-23 00:00:00,5.078,14.028,14.028,14.028,14.028
2022-06-24 00:00:00,5.118,13.996,13.996,13.996,13.996
