Unnamed: 0,Unnamed: 1,Unnamed: 2
Company,Rockwell Automation Inc,
Ticker,ROK,
CUSIP,773903AE9 Corp,
Rating,A-,
Issue Date,12/3/2007,
Maturity Date,12/1/2037,
Coupon ,6.25,
,,
Date,Mid Price,Mid YTM
2015-05-21 00:00:00,126.241,4.401
2015-05-22 00:00:00,125.847,4.425
2015-05-26 00:00:00,126.997,4.356
2015-05-27 00:00:00,127.191,4.344
2015-05-28 00:00:00,126.966,4.357
2015-05-29 00:00:00,126.957,4.358
2015-06-01 00:00:00,126.286,4.398
2015-06-02 00:00:00,125.008,4.475
2015-06-03 00:00:00,123.28,4.58
2015-06-04 00:00:00,124.017,4.535
2015-06-05 00:00:00,122.64,4.62
2015-06-08 00:00:00,122.73,4.614
2015-06-09 00:00:00,121.973,4.662
2015-06-10 00:00:00,121.298,4.704
2015-06-11 00:00:00,123.008,4.596
2015-06-12 00:00:00,122.958,4.599
2015-06-15 00:00:00,123.348,4.575
2015-06-16 00:00:00,123.945,4.538
2015-06-17 00:00:00,123.459,4.568
2015-06-18 00:00:00,123.292,4.578
2015-06-19 00:00:00,124.672,4.493
2015-06-22 00:00:00,122.766,4.61
2015-06-23 00:00:00,122.195,4.646
2015-06-24 00:00:00,122.575,4.622
2015-06-25 00:00:00,121.845,4.668
2015-06-26 00:00:00,120.861,4.73
2015-06-29 00:00:00,122.928,4.6
2015-06-30 00:00:00,122.323,4.637
2015-07-01 00:00:00,121.349,4.698
2015-07-02 00:00:00,121.672,4.678
2015-07-06 00:00:00,123.021,4.593
2015-07-07 00:00:00,123.699,4.551
2015-07-08 00:00:00,124.805,4.483
2015-07-09 00:00:00,122.783,4.607
2015-07-10 00:00:00,121.842,4.666
2015-07-13 00:00:00,121.172,4.709
2015-07-14 00:00:00,121.841,4.666
2015-07-15 00:00:00,122.525,4.623
2015-07-16 00:00:00,122.803,4.605
2015-07-17 00:00:00,123.023,4.592
2015-07-20 00:00:00,122.886,4.6
2015-07-21 00:00:00,123.421,4.567
2015-07-22 00:00:00,123.543,4.559
2015-07-23 00:00:00,124.547,4.497
2015-07-24 00:00:00,124.65,4.49
2015-07-27 00:00:00,125.225,4.455
2015-07-28 00:00:00,124.768,4.483
2015-07-29 00:00:00,124.308,4.511
2015-07-30 00:00:00,124.888,4.475
2015-07-31 00:00:00,125.834,4.417
2015-08-03 00:00:00,126.478,4.379
2015-08-04 00:00:00,125.403,4.443
2015-08-05 00:00:00,124.561,4.494
2015-08-06 00:00:00,125.319,4.448
2015-08-07 00:00:00,126.361,4.385
2015-08-10 00:00:00,125.374,4.444
2015-08-11 00:00:00,126.811,4.358
2015-08-12 00:00:00,126.507,4.375
2015-08-13 00:00:00,126.389,4.382
2015-08-14 00:00:00,126.424,4.38
2015-08-17 00:00:00,126.776,4.359
2015-08-18 00:00:00,126.287,4.388
2015-08-19 00:00:00,127.07,4.341
2015-08-20 00:00:00,128.206,4.273
2015-08-21 00:00:00,128.699,4.244
2015-08-24 00:00:00,128.963,4.229
2015-08-25 00:00:00,127.895,4.291
2015-08-26 00:00:00,126.291,4.387
2015-08-27 00:00:00,126.076,4.4
2015-08-28 00:00:00,126.287,4.387
2015-08-31 00:00:00,125.647,4.426
2015-09-01 00:00:00,126.912,4.349
2015-09-02 00:00:00,126.163,4.394
2015-09-03 00:00:00,126.303,4.385
2015-09-04 00:00:00,127.139,4.335
2015-09-08 00:00:00,126.398,4.379
2015-09-09 00:00:00,126.614,4.366
2015-09-10 00:00:00,126.063,4.399
2015-09-11 00:00:00,126.45,4.375
2015-09-14 00:00:00,126.221,4.389
2015-09-15 00:00:00,124.532,4.492
2015-09-16 00:00:00,124.474,4.495
2015-09-17 00:00:00,126.047,4.399
2015-09-18 00:00:00,126.886,4.348
2015-09-21 00:00:00,125.954,4.405
2015-09-22 00:00:00,127.114,4.335
2015-09-23 00:00:00,127.015,4.34
2015-09-24 00:00:00,127.435,4.315
2015-09-25 00:00:00,127.203,4.329
2015-09-28 00:00:00,128.534,4.249
2015-09-29 00:00:00,129.548,4.19
2015-09-30 00:00:00,129.437,4.196
2015-10-01 00:00:00,128.927,4.226
2015-10-02 00:00:00,129.664,4.182
2015-10-05 00:00:00,128.264,4.265
2015-10-06 00:00:00,128.493,4.251
2015-10-07 00:00:00,128.106,4.273
2015-10-08 00:00:00,127.477,4.311
2015-10-09 00:00:00,127.904,4.285
2015-10-13 00:00:00,128.727,4.236
2015-10-14 00:00:00,127.96,4.281
2015-10-15 00:00:00,127.215,4.326
2015-10-16 00:00:00,126.792,4.351
2015-10-19 00:00:00,126.847,4.347
2015-10-20 00:00:00,126.045,4.396
2015-10-21 00:00:00,126.954,4.341
2015-10-22 00:00:00,126.934,4.342
2015-10-23 00:00:00,126.381,4.375
2015-10-26 00:00:00,127.184,4.326
2015-10-27 00:00:00,127.383,4.314
2015-10-28 00:00:00,126.779,4.35
2015-10-29 00:00:00,125.723,4.414
2015-10-30 00:00:00,126.347,4.376
2015-11-02 00:00:00,125.843,4.407
2015-11-03 00:00:00,125.326,4.438
2015-11-04 00:00:00,125.719,4.414
2015-11-05 00:00:00,124.8,4.47
2015-11-06 00:00:00,123.135,4.573
2015-11-09 00:00:00,122.86,4.59
2015-11-10 00:00:00,122.851,4.591
2015-11-12 00:00:00,123.404,4.556
2015-11-13 00:00:00,124.23,4.504
2015-11-16 00:00:00,124.039,4.516
2015-11-17 00:00:00,124.42,4.492
2015-11-18 00:00:00,124.65,4.478
2015-11-19 00:00:00,125.543,4.423
